Data Generated by    ,Optosky
Save time:,2025/4/14 11:46:11
Material:, 
Integrate time:,7
Driver current:,700mA
Filter level:,NONE
Accumulate:,1
X Axis Unit:,WaveLength
position,value
186.059,-6.00
186.445,-6.00
186.832,-6.00
187.218,-6.00
187.604,-6.00
187.990,-6.00
188.377,-6.00
188.763,-6.00
189.149,-6.00
189.536,-7.00
189.922,-4.00
190.308,-4.00
190.695,-1.00
191.081,4.00
191.468,-2.00
191.855,-13.00
192.241,-12.00
192.628,-9.00
193.014,-12.00
193.401,-16.00
193.788,-16.00
194.175,-23.00
194.561,-18.00
194.948,-15.00
195.335,-11.00
195.722,-9.00
196.109,-6.00
196.496,7.00
196.883,-2.00
197.270,-1.00
197.657,-6.00
198.044,1.00
198.431,0.00
198.818,0.00
199.205,-3.00
199.592,-3.00
199.979,-2.00
200.367,-6.00
200.754,-11.00
201.141,0.00
201.529,0.00
201.916,-4.00
202.303,-10.00
202.691,-13.00
203.078,-17.00
203.466,-17.00
203.853,-29.00
204.241,-24.00
204.628,-20.00
205.016,-15.00
205.404,-9.00
205.791,-5.00
206.179,-8.00
206.567,-10.00
206.954,-6.00
207.342,-4.00
207.730,0.00
208.118,-2.00
208.506,-11.00
208.894,-7.00
209.282,-3.00
209.670,-14.00
210.058,-9.00
210.446,-6.00
210.834,-12.00
211.222,-17.00
211.610,-25.00
211.998,-29.00
212.386,-42.00
212.774,-24.00
213.163,-16.00
213.551,-21.00
213.939,-18.00
214.328,-21.00
214.716,-15.00
215.104,-16.00
215.493,-13.00
215.881,-8.00
216.270,-9.00
216.658,-5.00
217.047,-4.00
217.435,2.00
217.824,5.00
218.213,-2.00
218.601,1.00
218.990,0.00
219.379,-9.00
219.767,-9.00
220.156,-7.00
220.545,-10.00
220.934,-15.00
221.323,-13.00
221.712,-22.00
222.100,-21.00
222.489,-23.00
222.878,-21.00
223.267,-18.00
223.657,-13.00
224.046,-16.00
224.435,-13.00
224.824,-15.00
225.213,-1.00
225.602,3.00
225.991,-3.00
226.381,-6.00
