Data Generated by    ,Optosky
Save time:,2025/4/14 11:45:33
Material:, 
Integrate time:,7
Driver current:,700mA
Filter level:,NONE
Accumulate:,1
X Axis Unit:,WaveLength
position,value
186.059,3.00
186.445,3.00
186.832,3.00
187.218,3.00
187.604,3.00
187.990,3.00
188.377,3.00
188.763,3.00
189.149,3.00
189.536,7.00
189.922,10.00
190.308,14.00
190.695,6.00
191.081,-4.00
191.468,0.00
191.855,0.00
192.241,-2.00
192.628,-19.00
193.014,-25.00
193.401,-19.00
193.788,-16.00
194.175,-18.00
194.561,-19.00
194.948,-18.00
195.335,-14.00
195.722,-27.00
196.109,-18.00
196.496,-12.00
196.883,-9.00
197.270,-3.00
197.657,2.00
198.044,9.00
198.431,5.00
198.818,5.00
199.205,1.00
199.592,4.00
199.979,11.00
200.367,4.00
200.754,-2.00
201.141,-1.00
201.529,1.00
201.916,-1.00
202.303,0.00
202.691,4.00
203.078,-3.00
203.466,-8.00
203.853,-21.00
204.241,-31.00
204.628,-33.00
205.016,-26.00
205.404,-18.00
205.791,-19.00
206.179,-11.00
206.567,-9.00
206.954,1.00
207.342,1.00
207.730,1.00
208.118,7.00
208.506,-2.00
208.894,14.00
209.282,9.00
209.670,4.00
210.058,3.00
210.446,-6.00
210.834,-5.00
211.222,-5.00
211.610,-8.00
211.998,-4.00
212.386,-4.00
212.774,-1.00
213.163,-8.00
213.551,-20.00
213.939,-20.00
214.328,-14.00
214.716,-11.00
215.104,-14.00
215.493,-23.00
215.881,-3.00
216.270,2.00
216.658,8.00
217.047,20.00
217.435,17.00
217.824,12.00
218.213,7.00
218.601,0.00
218.990,-1.00
219.379,2.00
219.767,3.00
220.156,11.00
220.545,15.00
220.934,10.00
221.323,4.00
221.712,0.00
222.100,1.00
222.489,-10.00
222.878,-20.00
223.267,-21.00
223.657,-25.00
224.046,-21.00
224.435,-24.00
224.824,-25.00
225.213,-1.00
225.602,0.00
225.991,0.00
226.381,-1.00
226.770,0.00
227.159,2.00
227.549,6.00
227.938,3.00
228.327,3.00
228.717,-2.00
229.106,-12.00
229.496,-13.00
229.885,-14.00
230.275,0.00
230.664,2.00
231.054,-6.00
231.444,-16.00
231.833,-20.00
232.223,-18.00
232.613,-12.00
233.003,-8.00
233.392,-9.00
233.782,-11.00
234.172,-19.00
234.562,-19.00
234.952,-12.00
235.342,-8.00
235.732,-7.00
236.122,-2.00
236.512,1.00
236.902,-7.00
237.292,-16.00
237.682,-4.00
238.072,-3.00
238.462,5.00
238.852,12.00
239.243,0.00
239.633,-5.00
240.023,-12.00
240.414,-23.00
240.804,-15.00
241.194,-11.00
241.585,-14.00
241.975,-17.00
242.366,-16.00
242.756,-22.00
243.147,-16.00
243.537,-13.00
243.928,-6.00
244.318,-3.00
244.709,-5.00
245.100,3.00
245.490,1.00
245.881,0.00
246.272,7.00
246.663,11.00
247.053,10.00
247.444,9.00
247.835,8.00
248.226,8.00
248.617,3.00
249.008,0.00
249.399,-2.00
249.790,-5.00
250.181,-2.00
250.572,0.00
250.963,0.00
251.354,-3.00
251.745,-18.00
252.137,-16.00
252.528,-15.00
252.919,-15.00
253.310,-14.00
253.702,-13.00
254.093,-11.00
254.484,3.00
254.876,3.00
255.267,6.00
255.659,0.00
256.050,5.00
256.442,1.00
256.833,13.00
257.225,8.00
257.616,2.00
258.008,4.00
258.399,0.00
258.791,2.00
259.183,0.00
259.575,0.00
259.966,-9.00
260.358,-4.00
260.750,-4.00
261.142,-5.00
261.534,-8.00
261.926,-15.00
262.317,-15.00
262.709,-16.00
263.101,-25.00
263.493,-25.00
263.885,-24.00
264.278,-19.00
264.670,-8.00
265.062,-1.00
265.454,-4.00
265.846,-1.00
266.238,7.00
266.631,8.00
267.023,3.00
267.415,3.00
267.807,3.00
268.200,4.00
268.592,0.00
268.985,-2.00
269.377,-9.00
269.770,-9.00
270.162,-13.00
270.555,-12.00
270.947,-11.00
271.340,-8.00
271.732,-3.00
272.125,-4.00
272.518,-14.00
272.910,-8.00
273.303,2.00
273.696,-4.00
274.089,0.00
274.481,1.00
274.874,13.00
275.267,4.00
275.660,5.00
276.053,8.00
276.446,4.00
276.839,4.00
277.232,12.00
277.625,9.00
278.018,11.00
278.411,9.00
278.804,-11.00
279.197,-11.00
279.590,-14.00
279.984,-15.00
280.377,-8.00
280.770,-17.00
281.163,-25.00
281.557,-16.00
281.950,-21.00
282.343,-27.00
282.737,-17.00
283.130,-13.00
283.524,-12.00
283.917,-5.00
284.311,-5.00
284.704,-2.00
285.098,6.00
285.491,10.00
285.885,4.00
286.279,1.00
286.672,-7.00
287.066,-3.00
287.460,-8.00
287.853,0.00
288.247,0.00
288.641,-2.00
289.035,-3.00
289.429,-8.00
289.823,-5.00
290.217,-2.00
290.611,-14.00
291.004,-12.00
291.398,-15.00
291.793,-9.00
292.187,-14.00
292.581,-9.00
292.975,0.00
293.369,0.00
293.763,2.00
294.157,4.00
294.551,2.00
294.946,1.00
295.340,-1.00
295.734,3.00
296.129,8.00
296.523,-2.00
296.917,-2.00
297.312,-4.00
297.706,-12.00
298.101,-10.00
298.495,-3.00
298.890,3.00
299.284,4.00
299.679,-10.00
300.073,-13.00
300.468,-22.00
300.863,-30.00
301.257,-13.00
301.652,-18.00
302.047,-11.00
302.442,-9.00
302.836,-8.00
303.231,-2.00
303.626,-14.00
304.021,-9.00
304.416,-7.00
304.811,-5.00
305.206,0.00
305.601,6.00
305.996,9.00
306.391,7.00
306.786,1.00
307.181,4.00
307.576,-2.00
307.971,-2.00
308.366,-6.00
308.762,-9.00
309.157,-7.00
309.552,-2.00
309.947,-5.00
310.343,-8.00
310.738,-9.00
311.133,-8.00
311.529,-14.00
311.924,-12.00
312.320,-10.00
312.715,-6.00
313.111,1.00
313.506,6.00
313.902,5.00
314.297,14.00
314.693,10.00
315.088,4.00
315.484,0.00
315.880,2.00
316.276,-4.00
316.671,-7.00
317.067,-4.00
317.463,-5.00
317.859,-11.00
318.254,-1.00
318.650,2.00
319.046,3.00
319.442,5.00
319.838,-7.00
320.234,-16.00
320.630,-9.00
321.026,-3.00
321.422,-11.00
321.818,-10.00
322.214,-2.00
322.610,6.00
323.007,7.00
323.403,0.00
323.799,2.00
324.195,8.00
324.592,12.00
324.988,0.00
325.384,11.00
325.781,23.00
326.177,22.00
326.573,18.00
326.970,18.00
327.366,13.00
327.763,11.00
328.159,10.00
328.556,4.00
328.952,-4.00
329.349,-3.00
329.745,-11.00
330.142,-12.00
330.539,-7.00
330.935,-10.00
331.332,4.00
331.729,4.00
332.126,6.00
332.522,19.00
332.919,8.00
333.316,5.00
333.713,22.00
334.110,23.00
334.507,27.00
334.904,26.00
335.301,22.00
335.698,19.00
336.095,12.00
336.492,9.00
336.889,9.00
337.286,11.00
337.683,14.00
338.080,8.00
338.477,15.00
338.875,-1.00
339.272,-5.00
339.669,-7.00
340.066,-11.00
340.464,-6.00
340.861,-1.00
341.258,-14.00
341.656,-7.00
342.053,3.00
342.451,9.00
342.848,5.00
343.246,-1.00
343.643,0.00
344.041,14.00
344.438,17.00
344.836,18.00
345.233,25.00
345.631,23.00
346.029,15.00
346.427,16.00
346.824,9.00
347.222,7.00
347.620,11.00
348.018,0.00
348.415,-9.00
348.813,-16.00
349.211,-10.00
349.609,-9.00
350.007,-4.00
350.405,0.00
350.803,-11.00
351.201,-11.00
351.599,-11.00
351.997,-2.00
352.395,-4.00
352.793,-3.00
353.191,2.00
353.589,12.00
353.988,18.00
354.386,16.00
354.784,13.00
355.182,7.00
355.581,5.00
355.979,3.00
356.377,6.00
356.776,10.00
357.174,17.00
357.573,9.00
357.971,3.00
358.369,8.00
358.768,1.00
359.166,-3.00
359.565,2.00
359.964,1.00
360.362,5.00
360.761,6.00
361.159,12.00
361.558,18.00
361.957,3.00
362.355,0.00
362.754,3.00
363.153,5.00
363.552,-2.00
363.951,5.00
364.349,12.00
364.748,18.00
365.147,2.00
365.546,5.00
365.945,17.00
366.344,18.00
366.743,24.00
367.142,9.00
367.541,4.00
367.940,5.00
368.339,12.00
368.738,1.00
369.137,-7.00
369.537,-7.00
369.936,2.00
370.335,0.00
370.734,-3.00
371.134,0.00
371.533,-5.00
371.932,-6.00
372.332,8.00
372.731,8.00
373.130,17.00
373.530,12.00
373.929,3.00
374.329,11.00
374.728,9.00
375.128,7.00
375.527,6.00
375.927,7.00
376.326,7.00
376.726,-4.00
377.126,6.00
377.525,4.00
377.925,-2.00
378.325,-6.00
378.724,-10.00
379.124,-10.00
379.524,-12.00
379.924,-12.00
380.324,-11.00
380.723,-4.00
381.123,8.00
381.523,7.00
381.923,2.00
382.323,0.00
382.723,7.00
383.123,10.00
383.523,4.00
383.923,6.00
384.323,2.00
384.723,1.00
385.124,-4.00
385.524,0.00
385.924,-3.00
386.324,-5.00
386.724,-3.00
387.125,-12.00
387.525,-13.00
387.925,-11.00
388.325,-4.00
388.726,-11.00
389.126,-14.00
389.527,-14.00
389.927,-10.00
390.327,-13.00
390.728,0.00
391.128,-2.00
391.529,-2.00
391.929,-1.00
392.330,-2.00
392.731,5.00
393.131,5.00
393.532,-1.00
393.933,4.00
394.333,-2.00
394.734,0.00
395.135,0.00
395.535,7.00
395.936,6.00
396.337,0.00
396.738,1.00
397.139,-3.00
397.540,-10.00
397.941,-11.00
398.341,-11.00
398.742,-9.00
399.143,-15.00
399.544,-15.00
399.945,-15.00
400.346,-13.00
400.748,-9.00
401.149,-5.00
401.550,3.00
401.951,-2.00
402.352,0.00
402.753,-1.00
403.154,-4.00
403.556,3.00
403.957,-5.00
404.358,1.00
404.760,-5.00
405.161,5.00
405.562,11.00
405.964,4.00
406.365,4.00
406.766,10.00
407.168,0.00
407.569,-6.00
407.971,-7.00
408.372,-7.00
408.774,-8.00
409.176,-6.00
409.577,-10.00
409.979,-12.00
410.380,-10.00
410.782,-10.00
411.184,-10.00
411.586,0.00
411.987,-10.00
412.389,-5.00
412.791,3.00
413.193,1.00
413.594,7.00
413.996,0.00
414.398,-9.00
414.800,-1.00
415.202,8.00
415.604,10.00
416.006,5.00
416.408,-2.00
416.810,0.00
417.212,-15.00
417.614,-14.00
418.016,-11.00
418.418,-10.00
418.820,-26.00
419.223,-30.00
419.625,-36.00
420.027,-28.00
420.429,-22.00
420.831,-17.00
421.234,-9.00
421.636,-8.00
422.038,-1.00
422.441,-6.00
422.843,0.00
423.245,14.00
423.648,20.00
424.050,10.00
424.453,7.00
424.855,16.00
425.258,8.00
425.660,2.00
426.063,2.00
426.465,10.00
426.868,12.00
427.271,7.00
427.673,3.00
428.076,-4.00
428.479,-7.00
428.881,-7.00
429.284,-2.00
429.687,-12.00
430.090,-7.00
430.492,-5.00
430.895,2.00
431.298,0.00
431.701,2.00
432.104,12.00
432.507,7.00
432.910,3.00
433.313,9.00
433.716,0.00
434.119,-8.00
434.522,-1.00
434.925,0.00
435.328,-6.00
435.731,-4.00
436.134,-4.00
436.537,-7.00
436.941,-4.00
437.344,-6.00
437.747,-11.00
438.150,-9.00
438.553,-14.00
438.957,-14.00
439.360,-18.00
439.763,-14.00
440.167,-10.00
440.570,6.00
440.974,2.00
441.377,5.00
441.780,11.00
442.184,9.00
442.587,1.00
442.991,5.00
443.394,7.00
443.798,15.00
444.202,11.00
444.605,0.00
445.009,0.00
445.412,4.00
445.816,-2.00
446.220,-4.00
446.624,-2.00
447.027,0.00
447.431,-3.00
447.835,6.00
448.239,-5.00
448.642,-8.00
449.046,-8.00
449.450,-5.00
449.854,-9.00
450.258,-11.00
450.662,-10.00
451.066,-1.00
451.470,0.00
451.874,2.00
452.278,6.00
452.682,10.00
453.086,8.00
453.490,12.00
453.894,17.00
454.298,26.00
454.703,18.00
455.107,22.00
455.511,16.00
455.915,5.00
456.319,0.00
456.724,-6.00
457.128,-7.00
457.532,-8.00
457.937,-8.00
458.341,3.00
458.745,-10.00
459.150,-1.00
459.554,-13.00
459.959,-12.00
460.363,-6.00
460.768,4.00
461.172,11.00
461.577,20.00
461.981,18.00
462.386,27.00
462.790,33.00
