Data Generated by    ,Optosky
Save time:,2025/4/14 11:46:22
Material:, 
Integrate time:,7
Driver current:,700mA
Filter level:,NONE
Accumulate:,1
X Axis Unit:,WaveLength
position,value
186.059,-16.00
186.445,-16.00
186.832,-16.00
187.218,-16.00
187.604,-16.00
187.990,-16.00
188.377,-16.00
188.763,-16.00
189.149,-16.00
189.536,-12.00
189.922,-2.00
190.308,8.00
190.695,5.00
191.081,9.00
191.468,2.00
191.855,9.00
192.241,12.00
192.628,9.00
193.014,23.00
193.401,15.00
193.788,2.00
194.175,17.00
194.561,12.00
194.948,10.00
195.335,12.00
195.722,10.00
196.109,0.00
196.496,-8.00
196.883,-9.00
197.270,-13.00
197.657,-8.00
198.044,-11.00
198.431,-4.00
198.818,3.00
199.205,4.00
199.592,13.00
199.979,11.00
200.367,13.00
200.754,6.00
201.141,1.00
201.529,16.00
201.916,16.00
202.303,15.00
202.691,13.00
203.078,13.00
203.466,19.00
203.853,21.00
204.241,14.00
204.628,3.00
205.016,4.00
205.404,0.00
205.791,-7.00
206.179,-10.00
206.567,-16.00
206.954,-22.00
207.342,-21.00
207.730,-20.00
208.118,-13.00
208.506,-4.00
208.894,-7.00
209.282,-2.00
209.670,5.00
210.058,3.00
210.446,18.00
210.834,19.00
211.222,16.00
211.610,16.00
211.998,3.00
212.386,9.00
212.774,7.00
213.163,10.00
213.551,15.00
213.939,11.00
214.328,8.00
214.716,2.00
215.104,6.00
215.493,-7.00
215.881,-1.00
216.270,-4.00
216.658,-4.00
217.047,-24.00
217.435,-22.00
217.824,-24.00
218.213,-17.00
218.601,-5.00
218.990,-4.00
219.379,2.00
219.767,9.00
220.156,3.00
220.545,4.00
220.934,10.00
221.323,8.00
221.712,15.00
222.100,3.00
222.489,2.00
222.878,3.00
223.267,0.00
223.657,0.00
224.046,3.00
224.435,0.00
224.824,-13.00
225.213,-8.00
225.602,-17.00
225.991,-17.00
226.381,-17.00
226.770,-17.00
227.159,-15.00
227.549,-9.00
227.938,-1.00
228.327,0.00
228.717,2.00
229.106,16.00
229.496,16.00
229.885,21.00
230.275,19.00
230.664,16.00
231.054,2.00
231.444,2.00
231.833,7.00
232.223,3.00
232.613,0.00
233.003,-10.00
233.392,-4.00
233.782,-5.00
234.172,-2.00
234.562,-4.00
234.952,-15.00
235.342,-13.00
235.732,-10.00
236.122,-14.00
236.512,-11.00
236.902,-5.00
237.292,-1.00
237.682,1.00
238.072,-1.00
238.462,10.00
238.852,19.00
239.243,7.00
239.633,7.00
240.023,8.00
240.414,18.00
240.804,21.00
241.194,16.00
241.585,11.00
241.975,15.00
242.366,8.00
242.756,14.00
243.147,7.00
243.537,0.00
243.928,0.00
244.318,6.00
244.709,5.00
245.100,0.00
245.490,-7.00
245.881,-14.00
246.272,-11.00
246.663,-8.00
247.053,2.00
247.444,6.00
247.835,18.00
248.226,8.00
248.617,15.00
249.008,17.00
249.399,15.00
249.790,13.00
250.181,13.00
250.572,13.00
250.963,11.00
251.354,5.00
251.745,8.00
252.137,1.00
252.528,3.00
252.919,2.00
253.310,0.00
253.702,4.00
254.093,9.00
254.484,3.00
254.876,4.00
255.267,-16.00
255.659,-21.00
256.050,-18.00
256.442,-8.00
256.833,-10.00
257.225,-8.00
257.616,-1.00
258.008,2.00
258.399,5.00
258.791,12.00
259.183,15.00
259.575,17.00
259.966,13.00
260.358,10.00
260.750,10.00
261.142,18.00
261.534,14.00
261.926,12.00
262.317,5.00
262.709,4.00
263.101,4.00
263.493,5.00
263.885,-6.00
264.278,-14.00
264.670,-19.00
265.062,-24.00
265.454,-27.00
265.846,-22.00
266.238,-18.00
266.631,-13.00
267.023,-2.00
267.415,1.00
267.807,1.00
268.200,9.00
268.592,9.00
268.985,16.00
269.377,1.00
269.770,3.00
270.162,-5.00
270.555,0.00
270.947,3.00
271.340,7.00
271.732,6.00
272.125,11.00
272.518,2.00
272.910,4.00
273.303,4.00
273.696,-7.00
274.089,-15.00
274.481,-10.00
274.874,-7.00
275.267,3.00
275.660,2.00
276.053,-11.00
276.446,-15.00
276.839,-8.00
277.232,-10.00
277.625,-11.00
278.018,-16.00
278.411,-4.00
278.804,3.00
279.197,2.00
279.590,7.00
279.984,8.00
280.377,-1.00
280.770,3.00
281.163,5.00
281.557,10.00
281.950,12.00
282.343,6.00
282.737,0.00
283.130,-3.00
283.524,-4.00
283.917,-14.00
284.311,-10.00
284.704,-29.00
285.098,-20.00
285.491,-17.00
285.885,-12.00
286.279,-5.00
286.672,1.00
287.066,1.00
287.460,1.00
287.853,6.00
288.247,11.00
288.641,6.00
289.035,1.00
289.429,-1.00
289.823,-4.00
290.217,5.00
290.611,-1.00
291.004,6.00
291.398,14.00
291.793,6.00
292.187,3.00
292.581,-1.00
292.975,-1.00
293.369,-8.00
293.763,2.00
294.157,-6.00
294.551,-7.00
294.946,-16.00
295.340,-18.00
295.734,-6.00
296.129,-2.00
296.523,-5.00
296.917,-3.00
297.312,-3.00
297.706,-3.00
298.101,-5.00
298.495,6.00
298.890,8.00
299.284,4.00
299.679,3.00
300.073,0.00
300.468,-1.00
300.863,6.00
301.257,4.00
301.652,4.00
302.047,1.00
302.442,-1.00
302.836,-18.00
303.231,-25.00
303.626,-24.00
304.021,-25.00
304.416,-23.00
304.811,-16.00
305.206,-10.00
305.601,-12.00
305.996,-4.00
306.391,3.00
306.786,3.00
307.181,5.00
307.576,3.00
307.971,4.00
308.366,1.00
308.762,5.00
309.157,3.00
309.552,0.00
309.947,6.00
310.343,7.00
310.738,-1.00
311.133,13.00
311.529,2.00
311.924,3.00
312.320,3.00
312.715,-4.00
313.111,-17.00
313.506,-18.00
313.902,-16.00
314.297,-8.00
314.693,-12.00
315.088,-1.00
315.484,0.00
315.880,0.00
316.276,-2.00
316.671,-2.00
317.067,6.00
317.463,5.00
317.859,-3.00
318.254,0.00
318.650,3.00
319.046,8.00
319.442,16.00
319.838,18.00
320.234,18.00
320.630,14.00
321.026,20.00
321.422,13.00
321.818,6.00
322.214,-5.00
322.610,-13.00
323.007,-24.00
323.403,-23.00
323.799,-21.00
324.195,-1.00
324.592,-1.00
324.988,-3.00
325.384,11.00
325.781,13.00
326.177,17.00
326.573,15.00
326.970,10.00
327.366,15.00
327.763,8.00
328.159,18.00
328.556,3.00
328.952,5.00
329.349,3.00
329.745,10.00
330.142,13.00
330.539,17.00
330.935,8.00
331.332,5.00
331.729,9.00
332.126,9.00
332.522,0.00
332.919,-17.00
333.316,-12.00
333.713,-5.00
334.110,-10.00
334.507,0.00
334.904,0.00
335.301,1.00
335.698,1.00
336.095,5.00
336.492,7.00
336.889,13.00
337.286,20.00
337.683,17.00
338.080,13.00
338.477,22.00
338.875,26.00
339.272,20.00
339.669,19.00
340.066,15.00
340.464,9.00
340.861,-1.00
341.258,-7.00
341.656,-20.00
342.053,-3.00
342.451,-6.00
342.848,-2.00
343.246,-7.00
343.643,-6.00
344.041,-2.00
344.438,11.00
344.836,16.00
345.233,16.00
345.631,17.00
346.029,25.00
346.427,23.00
346.824,18.00
347.222,19.00
347.620,22.00
348.018,14.00
348.415,12.00
348.813,10.00
349.211,3.00
349.609,-2.00
350.007,-2.00
350.405,2.00
350.803,9.00
351.201,13.00
351.599,-2.00
351.997,-1.00
352.395,-1.00
352.793,-6.00
353.191,2.00
353.589,9.00
353.988,10.00
354.386,8.00
354.784,5.00
355.182,23.00
355.581,26.00
355.979,13.00
356.377,28.00
356.776,24.00
357.174,23.00
357.573,17.00
357.971,20.00
358.369,23.00
358.768,24.00
359.166,25.00
359.565,30.00
359.964,18.00
360.362,17.00
360.761,-3.00
361.159,8.00
361.558,4.00
361.957,2.00
362.355,-6.00
362.754,-7.00
363.153,9.00
363.552,10.00
363.951,1.00
364.349,7.00
364.748,12.00
365.147,8.00
365.546,8.00
365.945,9.00
366.344,20.00
366.743,23.00
367.142,22.00
367.541,23.00
367.940,23.00
368.339,29.00
368.738,19.00
369.137,15.00
369.537,14.00
369.936,21.00
370.335,18.00
370.734,15.00
371.134,13.00
371.533,7.00
371.932,0.00
372.332,0.00
372.731,-10.00
373.130,-7.00
373.530,-8.00
373.929,-2.00
374.329,17.00
374.728,15.00
375.128,23.00
375.527,12.00
375.927,0.00
376.326,10.00
376.726,14.00
377.126,12.00
377.525,13.00
377.925,20.00
378.325,24.00
378.724,30.00
379.124,22.00
379.524,16.00
379.924,18.00
380.324,15.00
380.723,5.00
381.123,3.00
381.523,1.00
381.923,-5.00
382.323,0.00
382.723,-7.00
383.123,-18.00
383.523,-6.00
383.923,0.00
384.323,2.00
384.723,8.00
385.124,2.00
385.524,6.00
385.924,13.00
386.324,6.00
386.724,4.00
387.125,10.00
387.525,8.00
387.925,12.00
388.325,17.00
388.726,12.00
389.126,7.00
389.527,10.00
389.927,-4.00
390.327,-2.00
390.728,-1.00
391.128,-3.00
391.529,-1.00
391.929,-6.00
392.330,-13.00
392.731,-5.00
393.131,0.00
393.532,0.00
393.933,3.00
394.333,4.00
394.734,4.00
395.135,8.00
395.535,14.00
395.936,22.00
396.337,10.00
396.738,9.00
397.139,9.00
397.540,11.00
397.941,14.00
398.341,11.00
398.742,16.00
399.143,17.00
399.544,9.00
399.945,3.00
400.346,4.00
400.748,-6.00
401.149,-9.00
401.550,-8.00
401.951,-18.00
402.352,-13.00
402.753,-13.00
403.154,-6.00
403.556,-6.00
403.957,4.00
404.358,1.00
404.760,-5.00
405.161,0.00
405.562,4.00
405.964,0.00
406.365,16.00
406.766,16.00
407.168,9.00
407.569,-2.00
407.971,-2.00
408.372,0.00
408.774,0.00
409.176,0.00
409.577,5.00
409.979,0.00
410.380,-4.00
410.782,0.00
411.184,-5.00
411.586,-3.00
411.987,-12.00
412.389,-14.00
412.791,-14.00
413.193,-12.00
413.594,-10.00
413.996,0.00
414.398,3.00
414.800,9.00
415.202,11.00
415.604,13.00
416.006,18.00
416.408,25.00
416.810,11.00
417.212,6.00
417.614,18.00
418.016,24.00
418.418,21.00
418.820,23.00
419.223,22.00
419.625,12.00
420.027,7.00
420.429,0.00
420.831,-2.00
421.234,-3.00
421.636,-2.00
422.038,-1.00
422.441,0.00
422.843,-7.00
423.245,-8.00
423.648,-4.00
424.050,-7.00
424.453,5.00
424.855,6.00
425.258,11.00
425.660,8.00
426.063,3.00
426.465,0.00
426.868,1.00
427.271,-2.00
427.673,0.00
428.076,6.00
428.479,17.00
428.881,14.00
429.284,10.00
429.687,1.00
430.090,2.00
430.492,2.00
430.895,9.00
431.298,0.00
431.701,-2.00
432.104,1.00
432.507,0.00
432.910,-9.00
433.313,-15.00
433.716,-10.00
434.119,-7.00
434.522,2.00
434.925,6.00
435.328,7.00
435.731,4.00
436.134,12.00
436.537,18.00
436.941,11.00
437.344,6.00
437.747,17.00
438.150,12.00
438.553,20.00
438.957,25.00
439.360,20.00
439.763,14.00
440.167,12.00
440.570,11.00
440.974,6.00
441.377,10.00
441.780,7.00
442.184,0.00
442.587,-1.00
442.991,1.00
443.394,-15.00
443.798,-18.00
444.202,-9.00
444.605,2.00
445.009,-3.00
445.412,4.00
445.816,8.00
446.220,17.00
446.624,14.00
447.027,13.00
447.431,16.00
447.835,17.00
448.239,11.00
448.642,17.00
449.046,24.00
449.450,26.00
449.854,17.00
450.258,6.00
450.662,-1.00
451.066,0.00
451.470,0.00
451.874,6.00
452.278,1.00
452.682,-2.00
453.086,-2.00
453.490,18.00
453.894,15.00
454.298,15.00
454.703,26.00
455.107,20.00
455.511,11.00
455.915,12.00
456.319,26.00
456.724,15.00
457.128,17.00
457.532,25.00
457.937,25.00
458.341,22.00
458.745,26.00
459.150,25.00
459.554,17.00
459.959,10.00
460.363,7.00
460.768,15.00
461.172,6.00
461.577,3.00
461.981,1.00
462.386,0.00
462.790,4.00
463.195,5.00
463.600,13.00
464.004,11.00
464.409,17.00
464.814,22.00
465.219,32.00
465.623,29.00
466.028,16.00
466.433,20.00
466.838,27.00
467.242,24.00
467.647,25.00
468.052,14.00
468.457,17.00
468.862,19.00
469.267,28.00
469.672,19.00
470.077,20.00
470.482,14.00
470.887,12.00
471.292,13.00
471.697,12.00
472.102,15.00
472.507,4.00
472.913,0.00
473.318,7.00
473.723,15.00
474.128,24.00
474.533,17.00
474.939,24.00
475.344,27.00
475.749,19.00
476.155,15.00
476.560,9.00
476.965,8.00
477.371,16.00
477.776,18.00
478.181,14.00
478.587,17.00
478.992,23.00
479.398,27.00
479.803,15.00
480.209,-1.00
480.614,-3.00
481.020,-1.00
481.426,-3.00
481.831,0.00
482.237,3.00
482.643,2.00
483.048,3.00
483.454,8.00
483.860,8.00
484.265,17.00
484.671,27.00
485.077,22.00
485.483,24.00
485.889,23.00
486.294,20.00
486.700,29.00
487.106,32.00
487.512,23.00
487.918,24.00
488.324,19.00
488.730,15.00
489.136,14.00
489.542,22.00
489.948,22.00
490.354,20.00
490.760,21.00
491.166,23.00
491.573,10.00
491.979,6.00
492.385,7.00
492.791,0.00
493.197,5.00
493.603,12.00
494.010,22.00
494.416,23.00
494.822,21.00
495.229,19.00
495.635,22.00
496.041,27.00
496.448,24.00
496.854,28.00
497.260,28.00
497.667,23.00
498.073,20.00
498.480,21.00
498.886,25.00
499.293,24.00
499.699,26.00
500.106,19.00
500.513,15.00
500.919,19.00
501.326,5.00
501.732,7.00
502.139,1.00
502.546,2.00
502.953,4.00
503.359,9.00
503.766,23.00
504.173,26.00
504.580,34.00
504.986,24.00
505.393,21.00
505.800,28.00
506.207,31.00
506.614,32.00
507.021,29.00
507.428,32.00
507.835,36.00
508.242,22.00
508.649,26.00
509.056,28.00
509.463,22.00
509.870,25.00
510.277,22.00
510.684,15.00
511.091,12.00
511.498,14.00
511.905,6.00
512.313,-9.00
512.720,-6.00
513.127,16.00
513.534,25.00
513.941,22.00
514.349,24.00
514.756,36.00
515.163,30.00
515.571,35.00
515.978,38.00
516.385,32.00
516.793,37.00
517.200,31.00
517.608,37.00
518.015,30.00
518.423,20.00
518.830,28.00
519.238,29.00
519.645,29.00
520.053,25.00
520.460,24.00
520.868,17.00
521.276,13.00
521.683,14.00
522.091,17.00
522.499,20.00
522.906,24.00
523.314,23.00
523.722,25.00
524.129,24.00
524.537,38.00
524.945,37.00
525.353,34.00
525.761,29.00
526.169,29.00
526.576,35.00
526.984,39.00
527.392,36.00
527.800,43.00
528.208,36.00
528.616,40.00
529.024,39.00
529.432,43.00
529.840,41.00
530.248,27.00
530.656,23.00
531.065,36.00
531.473,26.00
531.881,8.00
532.289,0.00
532.697,15.00
533.105,19.00
533.514,20.00
533.922,28.00
534.330,31.00
534.738,29.00
535.147,30.00
535.555,30.00
535.963,31.00
536.372,30.00
536.780,27.00
537.188,18.00
537.597,25.00
538.005,32.00
538.414,30.00
538.822,30.00
539.231,29.00
539.639,25.00
540.048,19.00
540.456,16.00
540.865,17.00
541.273,25.00
541.682,13.00
542.091,15.00
542.499,12.00
542.908,0.00
543.317,11.00
543.725,21.00
544.134,13.00
544.543,16.00
544.952,10.00
545.360,7.00
545.769,14.00
546.178,27.00
546.587,26.00
546.996,19.00
547.405,23.00
547.814,22.00
548.222,41.00
548.631,36.00
549.040,30.00
549.449,32.00
549.858,32.00
550.267,33.00
550.676,30.00
551.085,17.00
551.494,21.00
551.904,18.00
552.313,17.00
552.722,10.00
553.131,4.00
553.540,18.00
553.949,18.00
554.359,26.00
554.768,28.00
555.177,43.00
555.586,41.00
555.995,34.00
556.405,34.00
556.814,29.00
557.224,28.00
557.633,41.00
558.042,34.00
558.452,41.00
558.861,40.00
559.270,45.00
559.680,46.00
560.089,28.00
560.499,25.00
560.908,26.00
561.318,24.00
561.727,25.00
562.137,24.00
562.547,21.00
562.956,12.00
563.366,16.00
563.775,28.00
564.185,34.00
564.595,32.00
565.004,31.00
565.414,32.00
565.824,38.00
566.234,49.00
566.643,55.00
567.053,54.00
567.463,51.00
567.873,48.00
568.283,51.00
568.693,55.00
569.102,59.00
569.512,51.00
569.922,41.00
570.332,35.00
570.742,33.00
571.152,30.00
571.562,32.00
571.972,19.00
572.382,21.00
572.792,32.00
573.202,37.00
573.612,41.00
574.022,45.00
574.433,47.00
574.843,56.00
575.253,56.00
575.663,52.00
576.073,62.00
576.483,62.00
576.894,72.00
577.304,63.00
577.714,54.00
578.124,64.00
578.535,66.00
578.945,67.00
579.355,66.00
579.766,64.00
580.176,60.00
580.587,65.00
580.997,47.00
581.407,51.00
581.818,49.00
582.228,43.00
582.639,49.00
583.049,46.00
583.460,48.00
583.870,62.00
584.281,48.00
584.691,60.00
585.102,69.00
585.513,63.00
585.923,62.00
586.334,63.00
586.745,71.00
587.155,62.00
587.566,64.00
587.977,74.00
588.388,75.00
588.798,80.00
589.209,83.00
589.620,74.00
590.031,66.00
590.441,63.00
590.852,59.00
591.263,59.00
591.674,62.00
592.085,55.00
592.496,46.00
592.907,44.00
593.318,51.00
593.729,59.00
594.140,54.00
594.551,66.00
594.962,70.00
595.373,68.00
595.784,70.00
596.195,69.00
596.606,75.00
597.017,81.00
597.428,84.00
597.839,76.00
598.250,67.00
598.662,69.00
599.073,58.00
599.484,63.00
599.895,61.00
600.307,66.00
600.718,59.00
601.129,56.00
601.540,62.00
601.952,64.00
602.363,61.00
602.774,64.00
603.186,53.00
603.597,49.00
604.009,58.00
604.420,62.00
604.831,65.00
605.243,64.00
605.654,70.00
606.066,73.00
606.477,77.00
606.889,77.00
607.300,86.00
607.712,98.00
608.124,97.00
608.535,81.00
608.947,85.00
609.358,82.00
609.770,87.00
610.182,90.00
610.593,81.00
611.005,88.00
611.417,87.00
611.828,80.00
612.240,73.00
612.652,74.00
613.064,67.00
613.476,63.00
613.887,79.00
614.299,71.00
614.711,76.00
615.123,82.00
615.535,83.00
615.947,84.00
616.359,86.00
616.771,85.00
617.183,80.00
