Data Generated by    ,Optosky
Save time:,2025/4/14 11:45:08
Material:, 
Integrate time:,7
Driver current:,700mA
Filter level:,NONE
Accumulate:,1
X Axis Unit:,WaveLength
position,value
186.059,8.00
186.445,8.00
186.832,8.00
187.218,8.00
187.604,8.00
187.990,8.00
188.377,8.00
188.763,8.00
189.149,8.00
189.536,7.00
189.922,-2.00
190.308,-13.00
190.695,-20.00
191.081,-11.00
191.468,-11.00
191.855,-20.00
192.241,-24.00
192.628,-19.00
193.014,-14.00
193.401,-11.00
193.788,-8.00
194.175,0.00
194.561,8.00
194.948,5.00
195.335,-4.00
195.722,-5.00
196.109,-14.00
196.496,-12.00
196.883,-7.00
197.270,-6.00
197.657,1.00
198.044,1.00
198.431,0.00
198.818,-3.00
199.205,2.00
199.592,-9.00
199.979,-16.00
200.367,-26.00
200.754,-27.00
201.141,-21.00
201.529,-11.00
201.916,-19.00
202.303,-24.00
202.691,-11.00
203.078,-7.00
203.466,3.00
203.853,3.00
204.241,-5.00
204.628,-5.00
205.016,-4.00
205.404,5.00
205.791,0.00
206.179,3.00
206.567,4.00
206.954,-3.00
207.342,-8.00
207.730,-13.00
208.118,-24.00
208.506,-21.00
208.894,-17.00
209.282,-13.00
209.670,-15.00
210.058,-16.00
210.446,-11.00
210.834,-13.00
211.222,-14.00
211.610,-18.00
211.998,-12.00
212.386,-7.00
212.774,-3.00
213.163,0.00
213.551,2.00
213.939,5.00
214.328,4.00
214.716,9.00
215.104,7.00
215.493,6.00
215.881,3.00
216.270,7.00
216.658,11.00
217.047,5.00
217.435,2.00
217.824,1.00
218.213,0.00
218.601,-7.00
218.990,-5.00
219.379,-5.00
219.767,-7.00
220.156,-13.00
220.545,-16.00
220.934,-19.00
221.323,-15.00
221.712,-15.00
222.100,-12.00
222.489,-14.00
222.878,-11.00
223.267,-3.00
223.657,6.00
224.046,1.00
224.435,-4.00
224.824,-6.00
225.213,1.00
225.602,1.00
225.991,-2.00
226.381,-3.00
226.770,-1.00
227.159,-18.00
227.549,-22.00
227.938,-15.00
228.327,-13.00
228.717,-21.00
229.106,-28.00
229.496,-22.00
229.885,-27.00
230.275,-28.00
230.664,-13.00
231.054,-18.00
231.444,-13.00
231.833,-4.00
232.223,-6.00
232.613,-6.00
233.003,1.00
233.392,9.00
233.782,-1.00
234.172,2.00
234.562,7.00
234.952,8.00
235.342,0.00
235.732,11.00
236.122,6.00
236.512,6.00
236.902,4.00
237.292,1.00
237.682,-3.00
238.072,-9.00
238.462,-18.00
238.852,-23.00
239.243,-21.00
239.633,-20.00
240.023,-19.00
240.414,-15.00
240.804,-3.00
241.194,-6.00
241.585,-4.00
241.975,3.00
242.366,7.00
242.756,-2.00
243.147,5.00
243.537,3.00
243.928,-8.00
244.318,-3.00
244.709,6.00
245.100,2.00
245.490,-7.00
245.881,-4.00
246.272,-2.00
246.663,-2.00
247.053,-3.00
247.444,-15.00
247.835,-20.00
248.226,-12.00
248.617,-21.00
249.008,-21.00
249.399,-21.00
249.790,-15.00
250.181,-8.00
250.572,-11.00
250.963,-12.00
251.354,-13.00
251.745,-9.00
252.137,-5.00
252.528,6.00
252.919,-1.00
253.310,-1.00
253.702,11.00
254.093,11.00
254.484,14.00
254.876,2.00
255.267,1.00
255.659,-5.00
256.050,-11.00
