USPM-SA v1.00 DATAFILE 380-1050
wavelength,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6,DATA7,DATA8,DATA9,DATA10,DATA11,DATA12,DATA13,DATA14,DATA15,DATA16,DATA17,DATA18,DATA19,DATA20
508.00,1.3301,0.8579,0.3937,0.4801,0.6409,0.6757,0.6733,0.6718,0.3351,0.6995,0.8983,1.0330,1.0884,0.6543,0.5308,0.3723,0.7098,0.7304,0.5236,0.5213
509.00,1.3301,0.8542,0.3905,0.4777,0.6379,0.6704,0.6708,0.6681,0.3347,0.6950,0.8965,1.0311,1.0836,0.6509,0.5288,0.3696,0.7066,0.7266,0.5218,0.5195
510.00,1.3255,0.8497,0.3856,0.4738,0.6324,0.6661,0.6665,0.6658,0.3273,0.6892,0.8928,1.0264,1.0806,0.6441,0.5238,0.3633,0.6986,0.7210,0.5170,0.5128
511.00,1.3222,0.8442,0.3843,0.4686,0.6310,0.6623,0.6643,0.6599,0.3242,0.6865,0.8935,1.0242,1.0754,0.6399,0.5197,0.3621,0.6956,0.7178,0.5128,0.5108
512.00,1.3181,0.8402,0.3825,0.4642,0.6283,0.6609,0.6609,0.6565,0.3210,0.6833,0.8930,1.0195,1.0708,0.6363,0.5156,0.3608,0.6941,0.7158,0.5069,0.5061
513.00,1.3158,0.8390,0.3809,0.4606,0.6265,0.6570,0.6583,0.6541,0.3207,0.6816,0.8933,1.0172,1.0659,0.6341,0.5137,0.3610,0.6910,0.7134,0.5052,0.5031
514.00,1.3117,0.8360,0.3768,0.4592,0.6212,0.6538,0.6541,0.6482,0.3188,0.6787,0.8899,1.0155,1.0614,0.6313,0.5110,0.3582,0.6870,0.7098,0.5027,0.5006
515.00,1.3073,0.8318,0.3752,0.4562,0.6188,0.6490,0.6512,0.6454,0.3180,0.6735,0.8890,1.0126,1.0572,0.6247,0.5071,0.3549,0.6818,0.7062,0.4990,0.4970
516.00,1.3035,0.8249,0.3708,0.4501,0.6141,0.6418,0.6458,0.6418,0.3107,0.6676,0.8858,1.0067,1.0503,0.6180,0.5017,0.3510,0.6768,0.7006,0.4937,0.4918
517.00,1.2996,0.8205,0.3689,0.4465,0.6118,0.6389,0.6440,0.6378,0.3076,0.6642,0.8849,1.0021,1.0459,0.6145,0.4969,0.3484,0.6731,0.6964,0.4892,0.4884
518.00,1.2952,0.8172,0.3661,0.4421,0.6088,0.6370,0.6411,0.6319,0.3037,0.6617,0.8835,0.9974,1.0411,0.6107,0.4915,0.3485,0.6696,0.6940,0.4839,0.4839
519.00,1.2928,0.8157,0.3632,0.4397,0.6054,0.6349,0.6388,0.6295,0.3037,0.6593,0.8830,0.9948,1.0355,0.6072,0.4915,0.3465,0.6669,0.6928,0.4822,0.4806
520.00,1.2903,0.8128,0.3614,0.4385,0.6032,0.6311,0.6366,0.6275,0.3031,0.6560,0.8827,0.9945,1.0314,0.6050,0.4877,0.3450,0.6651,0.6894,0.4793,0.4786
521.00,1.2859,0.8083,0.3572,0.4339,0.5985,0.6259,0.6313,0.6224,0.2990,0.6502,0.8790,0.9907,1.0246,0.5992,0.4832,0.3401,0.6581,0.6841,0.4750,0.4743
522.00,1.2829,0.8017,0.3545,0.4297,0.5938,0.6216,0.6283,0.6181,0.2953,0.6460,0.8762,0.9848,1.0195,0.5923,0.4802,0.3370,0.6530,0.6793,0.4699,0.4699
523.00,1.2783,0.7980,0.3536,0.4255,0.5937,0.6178,0.6247,0.6142,0.2917,0.6418,0.8755,0.9815,1.0143,0.5883,0.4767,0.3347,0.6504,0.6763,0.4650,0.4665
524.00,1.2741,0.7957,0.3521,0.4233,0.5904,0.6162,0.6230,0.6112,0.2905,0.6398,0.8754,0.9779,1.0103,0.5843,0.4721,0.3342,0.6482,0.6751,0.4620,0.4620
525.00,1.2707,0.7931,0.3495,0.4194,0.5875,0.6139,0.6195,0.6079,0.2901,0.6380,0.8743,0.9750,1.0036,0.5825,0.4693,0.3330,0.6452,0.6716,0.4594,0.4594
526.00,1.2689,0.7892,0.3463,0.4158,0.5826,0.6085,0.6147,0.6034,0.2880,0.6328,0.8716,0.9718,0.9979,0.5777,0.4660,0.3301,0.6406,0.6680,0.4562,0.4562
527.00,1.2650,0.7837,0.3438,0.4138,0.5781,0.6047,0.6117,0.6002,0.2848,0.6290,0.8698,0.9671,0.9923,0.5729,0.4632,0.3277,0.6354,0.6640,0.4522,0.4522
528.00,1.2608,0.7794,0.3410,0.4093,0.5746,0.5986,0.6090,0.5949,0.2805,0.6246,0.8672,0.9635,0.9870,0.5662,0.4583,0.3233,0.6309,0.6590,0.4483,0.4483
529.00,1.2564,0.7752,0.3402,0.4064,0.5719,0.5965,0.6067,0.5909,0.2778,0.6220,0.8664,0.9582,0.9823,0.5626,0.4546,0.3218,0.6272,0.6559,0.4438,0.4438
530.00,1.2536,0.7733,0.3384,0.4022,0.5708,0.5937,0.6043,0.5876,0.2764,0.6194,0.8667,0.9546,0.9762,0.5591,0.4517,0.3203,0.6253,0.6540,0.4398,0.4411
531.00,1.2502,0.7690,0.3351,0.3993,0.5660,0.5898,0.5991,0.5839,0.2741,0.6153,0.8643,0.9508,0.9698,0.5556,0.4471,0.3189,0.6213,0.6510,0.4365,0.4367
532.00,1.2450,0.7656,0.3325,0.3965,0.5618,0.5853,0.5965,0.5794,0.2718,0.6111,0.8612,0.9477,0.9632,0.5504,0.4449,0.3167,0.6170,0.6469,0.4337,0.4346
533.00,1.2418,0.7611,0.3296,0.3926,0.5583,0.5805,0.5925,0.5757,0.2689,0.6060,0.8579,0.9432,0.9577,0.5453,0.4413,0.3131,0.6118,0.6422,0.4293,0.4302
534.00,1.2391,0.7566,0.3276,0.3891,0.5556,0.5769,0.5910,0.5727,0.2665,0.6026,0.8559,0.9388,0.9530,0.5402,0.4375,0.3107,0.6083,0.6383,0.4260,0.4261
535.00,1.2330,0.7523,0.3267,0.3858,0.5521,0.5746,0.5861,0.5688,0.2622,0.5999,0.8554,0.9339,0.9463,0.5352,0.4337,0.3086,0.6044,0.6353,0.4210,0.4224
536.00,1.2313,0.7502,0.3247,0.3832,0.5493,0.5715,0.5841,0.5646,0.2621,0.5966,0.8551,0.9302,0.9408,0.5326,0.4305,0.3080,0.6022,0.6333,0.4180,0.4193
537.00,1.2268,0.7469,0.3228,0.3806,0.5465,0.5685,0.5809,0.5608,0.2609,0.5933,0.8523,0.9266,0.9353,0.5291,0.4273,0.3063,0.5988,0.6313,0.4158,0.4163
538.00,1.2239,0.7440,0.3210,0.3794,0.5441,0.5658,0.5781,0.5589,0.2598,0.5903,0.8512,0.9235,0.9292,0.5252,0.4257,0.3035,0.5958,0.6272,0.4136,0.4148
539.00,1.2204,0.7399,0.3181,0.3758,0.5393,0.5606,0.5757,0.5552,0.2570,0.5862,0.8483,0.9207,0.9245,0.5200,0.4230,0.3015,0.5914,0.6238,0.4095,0.4110
540.00,1.2166,0.7346,0.3164,0.3720,0.5363,0.5569,0.5729,0.5510,0.2531,0.5817,0.8460,0.9150,0.9176,0.5144,0.4182,0.2977,0.5863,0.6183,0.4048,0.4070
541.00,1.2132,0.7315,0.3156,0.3682,0.5339,0.5543,0.5702,0.5476,0.2511,0.5790,0.8446,0.9105,0.9123,0.5105,0.4150,0.2962,0.5843,0.6161,0.4009,0.4022
542.00,1.2088,0.7287,0.3143,0.3656,0.5314,0.5512,0.5670,0.5434,0.2499,0.5773,0.8442,0.9063,0.9064,0.5077,0.4118,0.2946,0.5814,0.6142,0.3974,0.3999
543.00,1.2062,0.7273,0.3114,0.3635,0.5285,0.5490,0.5649,0.5403,0.2498,0.5741,0.8423,0.9038,0.9010,0.5048,0.4093,0.2929,0.5793,0.6120,0.3962,0.3975
544.00,1.2037,0.7239,0.3101,0.3613,0.5258,0.5445,0.5614,0.5375,0.2477,0.5700,0.8393,0.8993,0.8949,0.5006,0.4068,0.2906,0.5752,0.6082,0.3932,0.3951
545.00,1.1996,0.7183,0.3077,0.3585,0.5206,0.5408,0.5576,0.5330,0.2439,0.5654,0.8364,0.8937,0.8885,0.4947,0.4029,0.2874,0.5705,0.6033,0.3887,0.3913
546.00,1.1968,0.7148,0.3072,0.3562,0.5193,0.5387,0.5566,0.5310,0.2417,0.5619,0.8355,0.8909,0.8846,0.4912,0.3999,0.2855,0.5671,0.6004,0.3858,0.3883
547.00,1.1921,0.7107,0.3047,0.3519,0.5159,0.5350,0.5529,0.5260,0.2394,0.5595,0.8336,0.8856,0.8779,0.4865,0.3967,0.2842,0.5633,0.5979,0.3813,0.3839
548.00,1.1888,0.7091,0.3033,0.3492,0.5136,0.5320,0.5498,0.5230,0.2388,0.5575,0.8320,0.8804,0.8718,0.4838,0.3938,0.2829,0.5613,0.5957,0.3780,0.3811
549.00,1.1859,0.7076,0.3028,0.3477,0.5114,0.5296,0.5473,0.5207,0.2385,0.5550,0.8306,0.8789,0.8663,0.4809,0.3921,0.2817,0.5588,0.5938,0.3756,0.3794
550.00,1.1824,0.7034,0.3000,0.3454,0.5074,0.5262,0.5451,0.5163,0.2355,0.5504,0.8272,0.8742,0.8603,0.4760,0.3886,0.2774,0.5542,0.5896,0.3732,0.3770
551.00,1.1782,0.6986,0.2965,0.3417,0.5032,0.5209,0.5411,0.5132,0.2331,0.5461,0.8238,0.8690,0.8538,0.4703,0.3858,0.2749,0.5498,0.5851,0.3694,0.3719
552.00,1.1752,0.6951,0.2966,0.3398,0.5011,0.5192,0.5393,0.5103,0.2306,0.5439,0.8233,0.8648,0.8497,0.4666,0.3826,0.2734,0.5469,0.5822,0.3662,0.3688
553.00,1.1720,0.6927,0.2958,0.3374,0.4994,0.5168,0.5370,0.5072,0.2298,0.5415,0.8225,0.8608,0.8441,0.4634,0.3802,0.2719,0.5445,0.5806,0.3631,0.3664
554.00,1.1684,0.6907,0.2948,0.3343,0.4968,0.5143,0.5344,0.5042,0.2283,0.5395,0.8205,0.8572,0.8385,0.4603,0.3782,0.2709,0.5420,0.5786,0.3606,0.3643
555.00,1.1654,0.6885,0.2926,0.3328,0.4941,0.5119,0.5321,0.5006,0.2281,0.5371,0.8184,0.8537,0.8334,0.4576,0.3757,0.2686,0.5396,0.5762,0.3581,0.3620
556.00,1.1629,0.6853,0.2911,0.3311,0.4899,0.5080,0.5290,0.4983,0.2258,0.5333,0.8155,0.8496,0.8277,0.4537,0.3732,0.2671,0.5358,0.5724,0.3559,0.3606
557.00,1.1600,0.6821,0.2892,0.3289,0.4871,0.5043,0.5271,0.4954,0.2232,0.5296,0.8125,0.8453,0.8225,0.4491,0.3701,0.2637,0.5314,0.5682,0.3529,0.3567
558.00,1.1576,0.6783,0.2883,0.3263,0.4859,0.5027,0.5245,0.4928,0.2210,0.5270,0.8110,0.8407,0.8178,0.4448,0.3682,0.2616,0.5293,0.5661,0.3494,0.3542
559.00,1.1542,0.6763,0.2885,0.3241,0.4842,0.5008,0.5236,0.4905,0.2200,0.5262,0.8110,0.8377,0.8134,0.4424,0.3660,0.2618,0.5276,0.5656,0.3470,0.3508
560.00,1.1516,0.6745,0.2863,0.3220,0.4809,0.4983,0.5204,0.4860,0.2200,0.5242,0.8096,0.8343,0.8076,0.4410,0.3636,0.2604,0.5264,0.5624,0.3445,0.3487
561.00,1.1480,0.6719,0.2845,0.3203,0.4779,0.4945,0.5174,0.4837,0.2189,0.5213,0.8065,0.8301,0.8020,0.4370,0.3618,0.2577,0.5225,0.5596,0.3427,0.3464
562.00,1.1452,0.6699,0.2831,0.3179,0.4744,0.4920,0.5150,0.4808,0.2168,0.5179,0.8042,0.8266,0.7971,0.4324,0.3592,0.2552,0.5182,0.5573,0.3410,0.3445
563.00,1.1430,0.6670,0.2835,0.3181,0.4733,0.4887,0.5144,0.4797,0.2155,0.5169,0.8030,0.8235,0.7927,0.4297,0.3579,0.2540,0.5157,0.5554,0.3386,0.3437
564.00,1.1397,0.6626,0.2815,0.3133,0.4703,0.4857,0.5111,0.4764,0.2133,0.5127,0.7997,0.8180,0.7871,0.4249,0.3545,0.2515,0.5127,0.5513,0.3339,0.3390
565.00,1.1361,0.6607,0.2813,0.3116,0.4690,0.4852,0.5090,0.4736,0.2129,0.5116,0.7994,0.8142,0.7819,0.4226,0.3523,0.2503,0.5116,0.5503,0.3316,0.3374
566.00,1.1338,0.6598,0.2802,0.3100,0.4669,0.4838,0.5071,0.4708,0.2126,0.5106,0.7983,0.8106,0.7779,0.4203,0.3501,0.2501,0.5096,0.5485,0.3294,0.3349
567.00,1.1309,0.6595,0.2791,0.3103,0.4648,0.4804,0.5051,0.4687,0.2116,0.5090,0.7959,0.8076,0.7726,0.4181,0.3492,0.2480,0.5064,0.5466,0.3285,0.3337
568.00,1.1289,0.6541,0.2771,0.3070,0.4604,0.4770,0.5021,0.4656,0.2091,0.5047,0.7922,0.8036,0.7671,0.4132,0.3461,0.2445,0.5018,0.5421,0.3253,0.3305
569.00,1.1260,0.6516,0.2758,0.3053,0.4588,0.4739,0.5000,0.4634,0.2072,0.5026,0.7907,0.7994,0.7634,0.4092,0.3445,0.2432,0.4993,0.5398,0.3236,0.3288
570.00,1.1227,0.6487,0.2753,0.3023,0.4570,0.4723,0.4985,0.4609,0.2062,0.5012,0.7899,0.7946,0.7583,0.4058,0.3416,0.2416,0.4976,0.5382,0.3206,0.3259
571.00,1.1211,0.6486,0.2750,0.3013,0.4566,0.4711,0.4974,0.4593,0.2053,0.5000,0.7882,0.7922,0.7541,0.4040,0.3395,0.2408,0.4961,0.5369,0.3172,0.3238
572.00,1.1189,0.6478,0.2741,0.2995,0.4537,0.4695,0.4946,0.4563,0.2047,0.4999,0.7875,0.7888,0.7492,0.4022,0.3378,0.2411,0.4946,0.5366,0.3164,0.3219
573.00,1.1174,0.6459,0.2728,0.2988,0.4518,0.4671,0.4929,0.4545,0.2047,0.4976,0.7850,0.7863,0.7460,0.3996,0.3372,0.2386,0.4929,0.5339,0.3152,0.3213
574.00,1.1158,0.6438,0.2718,0.2980,0.4499,0.4645,0.4910,0.4525,0.2028,0.4950,0.7833,0.7837,0.7416,0.3958,0.3356,0.2360,0.4892,0.5313,0.3135,0.3197
575.00,1.1116,0.6399,0.2693,0.2947,0.4466,0.4613,0.4879,0.4493,0.2001,0.4907,0.7798,0.7773,0.7359,0.3920,0.3321,0.2334,0.4853,0.5267,0.3094,0.3161
576.00,1.1099,0.6373,0.2698,0.2925,0.4449,0.4594,0.4874,0.4471,0.1989,0.4903,0.7788,0.7746,0.7316,0.3885,0.3297,0.2324,0.4836,0.5262,0.3070,0.3137
577.00,1.1074,0.6372,0.2693,0.2915,0.4437,0.4582,0.4858,0.4443,0.1988,0.4904,0.7779,0.7720,0.7278,0.3872,0.3282,0.2318,0.4831,0.5246,0.3049,0.3122
578.00,1.1059,0.6371,0.2691,0.2914,0.4415,0.4576,0.4836,0.4437,0.1993,0.4898,0.7772,0.7697,0.7245,0.3864,0.3273,0.2315,0.4818,0.5243,0.3040,0.3121
579.00,1.1061,0.6366,0.2679,0.2896,0.4402,0.4551,0.4819,0.4417,0.1992,0.4886,0.7754,0.7673,0.7216,0.3838,0.3270,0.2303,0.4793,0.5236,0.3041,0.3110
580.00,1.1037,0.6348,0.2670,0.2887,0.4376,0.4524,0.4807,0.4391,0.1973,0.4859,0.7734,0.7628,0.7169,0.3799,0.3249,0.2280,0.4755,0.5197,0.3007,0.3087
581.00,1.0822,0.6204,0.2607,0.2826,0.4282,0.4430,0.4712,0.4304,0.1925,0.4752,0.7588,0.7484,0.7014,0.3708,0.3180,0.2212,0.4667,0.5092,0.2938,0.3014
582.00,1.1022,0.6316,0.2662,0.2859,0.4354,0.4505,0.4793,0.4360,0.1940,0.4843,0.7721,0.7589,0.7101,0.3751,0.3229,0.2250,0.4738,0.5164,0.2982,0.3051
583.00,1.1170,0.6426,0.2698,0.2894,0.4416,0.4582,0.4852,0.4416,0.1982,0.4919,0.7839,0.7675,0.7161,0.3802,0.3259,0.2279,0.4808,0.5253,0.3008,0.3089
584.00,1.0787,0.6197,0.2605,0.2781,0.4251,0.4400,0.4671,0.4252,0.1929,0.4740,0.7572,0.7384,0.6897,0.3657,0.3132,0.2200,0.4629,0.5061,0.2890,0.2970
585.00,1.1088,0.6373,0.2669,0.2854,0.4346,0.4498,0.4784,0.4360,0.1963,0.4872,0.7759,0.7569,0.7061,0.3736,0.3214,0.2249,0.4734,0.5182,0.2974,0.3048
586.00,1.0932,0.6270,0.2620,0.2804,0.4264,0.4406,0.4695,0.4278,0.1917,0.4783,0.7635,0.7438,0.6923,0.3656,0.3159,0.2182,0.4638,0.5089,0.2905,0.2995
587.00,1.0748,0.6153,0.2585,0.2759,0.4193,0.4338,0.4633,0.4207,0.1877,0.4702,0.7515,0.7305,0.6794,0.3579,0.3107,0.2142,0.4566,0.5008,0.2842,0.2936
588.00,1.0877,0.6222,0.2619,0.2767,0.4238,0.4386,0.4670,0.4238,0.1890,0.4751,0.7600,0.7369,0.6854,0.3603,0.3118,0.2160,0.4602,0.5061,0.2861,0.2955
589.00,1.0873,0.6235,0.2623,0.2772,0.4238,0.4391,0.4670,0.4238,0.1899,0.4755,0.7625,0.7365,0.6825,0.3599,0.3118,0.2168,0.4611,0.5065,0.2852,0.2947
590.00,1.0829,0.6208,0.2597,0.2746,0.4203,0.4365,0.4635,0.4196,0.1889,0.4737,0.7583,0.7320,0.6773,0.3575,0.3090,0.2144,0.4587,0.5040,0.2834,0.2921
591.00,1.0813,0.6192,0.2589,0.2737,0.4183,0.4334,0.4614,0.4180,0.1888,0.4722,0.7553,0.7297,0.6734,0.3549,0.3088,0.2130,0.4550,0.5008,0.2821,0.2912
592.00,1.0789,0.6164,0.2563,0.2724,0.4154,0.4302,0.4599,0.4154,0.1861,0.4694,0.7512,0.7256,0.6689,0.3506,0.3062,0.2104,0.4531,0.4977,0.2805,0.2899
593.00,1.0769,0.6160,0.2576,0.2707,0.4150,0.4299,0.4592,0.4147,0.1854,0.4690,0.7512,0.7231,0.6669,0.3489,0.3054,0.2097,0.4514,0.4973,0.2784,0.2882
594.00,1.0747,0.6146,0.2577,0.2692,0.4142,0.4291,0.4574,0.4122,0.1842,0.4682,0.7508,0.7191,0.6631,0.3474,0.3036,0.2085,0.4500,0.4965,0.2766,0.2867
595.00,1.0730,0.6155,0.2569,0.2687,0.4126,0.4284,0.4568,0.4109,0.1850,0.4676,0.7499,0.7164,0.6597,0.3461,0.3028,0.2083,0.4497,0.4949,0.2758,0.2853
596.00,1.0717,0.6149,0.2568,0.2676,0.4109,0.4271,0.4541,0.4095,0.1852,0.4676,0.7487,0.7150,0.6555,0.3460,0.3014,0.2068,0.4474,0.4946,0.2744,0.2852
597.00,1.0716,0.6137,0.2553,0.2664,0.4105,0.4254,0.4528,0.4078,0.1850,0.4660,0.7470,0.7135,0.6526,0.3429,0.3016,0.2063,0.4457,0.4927,0.2739,0.2837
598.00,1.0690,0.6121,0.2545,0.2661,0.4083,0.4231,0.4522,0.4055,0.1828,0.4638,0.7440,0.7102,0.6493,0.3406,0.3006,0.2038,0.4428,0.4895,0.2715,0.2830
599.00,1.0672,0.6102,0.2548,0.2646,0.4069,0.4218,0.4516,0.4052,0.1816,0.4635,0.7440,0.7068,0.6468,0.3382,0.2985,0.2023,0.4408,0.4882,0.2700,0.2813
600.00,1.0659,0.6102,0.2536,0.2631,0.4068,0.4217,0.4503,0.4028,0.1804,0.4625,0.7432,0.7039,0.6429,0.3363,0.2970,0.2020,0.4407,0.4869,0.2685,0.2794
601.00,1.0655,0.6105,0.2547,0.2617,0.4052,0.4204,0.4486,0.4011,0.1817,0.4635,0.7417,0.7021,0.6408,0.3349,0.2956,0.2018,0.4404,0.4879,0.2669,0.2791
602.00,1.0649,0.6117,0.2534,0.2621,0.4038,0.4201,0.4472,0.4003,0.1822,0.4627,0.7412,0.7011,0.6376,0.3347,0.2960,0.2005,0.4390,0.4871,0.2668,0.2784
603.00,1.0644,0.6104,0.2520,0.2615,0.4021,0.4174,0.4454,0.3985,0.1807,0.4616,0.7398,0.6987,0.6338,0.3322,0.2953,0.1983,0.4364,0.4850,0.2659,0.2777
604.00,1.0636,0.6088,0.2523,0.2593,0.4009,0.4158,0.4454,0.3981,0.1795,0.4603,0.7371,0.6953,0.6305,0.3295,0.2943,0.1971,0.4347,0.4833,0.2633,0.2767
605.00,1.0632,0.6082,0.2527,0.2594,0.4007,0.4144,0.4440,0.3967,0.1787,0.4602,0.7375,0.6940,0.6295,0.3281,0.2931,0.1962,0.4332,0.4828,0.2635,0.2767
606.00,1.0616,0.6068,0.2511,0.2573,0.3985,0.4138,0.4422,0.3945,0.1774,0.4594,0.7368,0.6901,0.6258,0.3262,0.2908,0.1949,0.4320,0.4808,0.2607,0.2739
607.00,1.0610,0.6078,0.2515,0.2559,0.3981,0.4141,0.4407,0.3932,0.1782,0.4594,0.7362,0.6882,0.6234,0.3252,0.2901,0.1955,0.4314,0.4816,0.2595,0.2733
608.00,1.0608,0.6079,0.2504,0.2556,0.3962,0.4133,0.4410,0.3909,0.1787,0.4583,0.7352,0.6874,0.6201,0.3245,0.2889,0.1948,0.4305,0.4809,0.2596,0.2728
609.00,1.0601,0.6082,0.2502,0.2566,0.3949,0.4109,0.4396,0.3910,0.1776,0.4581,0.7332,0.6859,0.6173,0.3224,0.2883,0.1934,0.4289,0.4791,0.2592,0.2725
610.00,1.0592,0.6064,0.2499,0.2546,0.3935,0.4100,0.4379,0.3891,0.1758,0.4562,0.7309,0.6829,0.6142,0.3194,0.2873,0.1915,0.4257,0.4766,0.2567,0.2711
611.00,1.0566,0.6041,0.2488,0.2526,0.3921,0.4076,0.4369,0.3869,0.1744,0.4551,0.7301,0.6792,0.6110,0.3169,0.2858,0.1892,0.4248,0.4745,0.2547,0.2690
612.00,1.0573,0.6043,0.2500,0.2516,0.3926,0.4080,0.4364,0.3863,0.1745,0.4555,0.7302,0.6777,0.6085,0.3169,0.2850,0.1909,0.4248,0.4759,0.2542,0.2683
613.00,1.0569,0.6057,0.2499,0.2513,0.3914,0.4080,0.4359,0.3849,0.1760,0.4552,0.7305,0.6769,0.6067,0.3172,0.2854,0.1900,0.4245,0.4755,0.2537,0.2678
614.00,1.0557,0.6060,0.2489,0.2514,0.3908,0.4068,0.4337,0.3832,0.1760,0.4552,0.7285,0.6755,0.6043,0.3150,0.2838,0.1891,0.4232,0.4742,0.2531,0.2678
615.00,1.0544,0.6043,0.2476,0.2501,0.3893,0.4043,0.4326,0.3817,0.1747,0.4532,0.7266,0.6732,0.6011,0.3133,0.2832,0.1875,0.4206,0.4720,0.2526,0.2672
616.00,1.0534,0.6027,0.2472,0.2487,0.3867,0.4016,0.4323,0.3803,0.1728,0.4512,0.7245,0.6700,0.5979,0.3098,0.2810,0.1845,0.4178,0.4698,0.2501,0.2651
617.00,1.0505,0.6023,0.2469,0.2469,0.3875,0.4023,0.4307,0.3800,0.1727,0.4518,0.7244,0.6677,0.5960,0.3085,0.2802,0.1839,0.4171,0.4690,0.2492,0.2653
618.00,1.0506,0.6021,0.2467,0.2467,0.3864,0.4015,0.4297,0.3779,0.1723,0.4522,0.7234,0.6659,0.5935,0.3075,0.2794,0.1842,0.4162,0.4689,0.2476,0.2635
619.00,1.0490,0.6034,0.2466,0.2459,0.3854,0.4012,0.4292,0.3762,0.1735,0.4523,0.7240,0.6643,0.5911,0.3080,0.2782,0.1838,0.4165,0.4682,0.2473,0.2631
620.00,1.0497,0.6036,0.2467,0.2455,0.3848,0.3995,0.4274,0.3751,0.1741,0.4523,0.7225,0.6632,0.5884,0.3073,0.2782,0.1838,0.4153,0.4671,0.2470,0.2627
621.00,1.0477,0.6033,0.2456,0.2456,0.3829,0.3997,0.4286,0.3745,0.1733,0.4503,0.7201,0.6622,0.5864,0.3057,0.2781,0.1817,0.4130,0.4659,0.2468,0.2636
622.00,1.0460,0.6006,0.2440,0.2428,0.3809,0.3965,0.4253,0.3722,0.1696,0.4481,0.7183,0.6579,0.5835,0.3013,0.2753,0.1789,0.4106,0.4625,0.2437,0.2605
623.00,1.0439,0.6001,0.2444,0.2425,0.3809,0.3959,0.4252,0.3707,0.1695,0.4480,0.7175,0.6558,0.5809,0.3000,0.2749,0.1785,0.4097,0.4624,0.2432,0.2593
624.00,1.0426,0.6001,0.2449,0.2407,0.3803,0.3956,0.4246,0.3686,0.1695,0.4482,0.7173,0.6533,0.5779,0.2999,0.2739,0.1782,0.4090,0.4626,0.2419,0.2592
625.00,1.0423,0.6024,0.2438,0.2414,0.3801,0.3956,0.4231,0.3681,0.1709,0.4494,0.7171,0.6538,0.5761,0.3000,0.2725,0.1793,0.4088,0.4614,0.2426,0.2594
626.00,1.0416,0.6016,0.2438,0.2402,0.3787,0.3934,0.4218,0.3670,0.1705,0.4481,0.7152,0.6524,0.5735,0.2988,0.2725,0.1765,0.4074,0.4601,0.2414,0.2582
627.00,1.0404,0.6011,0.2427,0.2391,0.3770,0.3920,0.4207,0.3656,0.1690,0.4471,0.7138,0.6496,0.5711,0.2967,0.2721,0.1750,0.4051,0.4585,0.2403,0.2577
628.00,1.0387,0.5991,0.2417,0.2381,0.3763,0.3907,0.4198,0.3634,0.1685,0.4454,0.7117,0.6471,0.5691,0.2937,0.2709,0.1736,0.4030,0.4562,0.2385,0.2565
629.00,1.0352,0.5977,0.2410,0.2351,0.3748,0.3893,0.4182,0.3615,0.1663,0.4435,0.7098,0.6436,0.5653,0.2905,0.2676,0.1723,0.4013,0.4543,0.2362,0.2543
630.00,1.0336,0.5982,0.2418,0.2355,0.3743,0.3890,0.4175,0.3598,0.1668,0.4447,0.7089,0.6415,0.5636,0.2911,0.2681,0.1726,0.4011,0.4543,0.2355,0.2536
631.00,1.0326,0.5990,0.2424,0.2351,0.3730,0.3888,0.4161,0.3584,0.1676,0.4452,0.7083,0.6409,0.5613,0.2910,0.2679,0.1719,0.4004,0.4544,0.2357,0.2539
632.00,1.0330,0.5989,0.2412,0.2347,0.3718,0.3869,0.4149,0.3572,0.1676,0.4442,0.7071,0.6395,0.5593,0.2892,0.2669,0.1704,0.3987,0.4528,0.2351,0.2534
633.00,1.0320,0.5977,0.2394,0.2332,0.3706,0.3854,0.4147,0.3559,0.1669,0.4430,0.7045,0.6382,0.5560,0.2872,0.2663,0.1694,0.3965,0.4505,0.2344,0.2528
634.00,1.0331,0.5984,0.2400,0.2337,0.3707,0.3844,0.4138,0.3546,0.1661,0.4421,0.7046,0.6354,0.5553,0.2866,0.2659,0.1688,0.3953,0.4495,0.2337,0.2521
635.00,1.0329,0.5984,0.2401,0.2321,0.3707,0.3856,0.4140,0.3541,0.1658,0.4430,0.7061,0.6350,0.5540,0.2853,0.2655,0.1690,0.3955,0.4499,0.2321,0.2512
636.00,1.0337,0.6003,0.2403,0.2316,0.3708,0.3865,0.4135,0.3526,0.1657,0.4441,0.7060,0.6339,0.5518,0.2859,0.2643,0.1682,0.3956,0.4503,0.2316,0.2515
637.00,1.0358,0.6022,0.2411,0.2323,0.3711,0.3862,0.4136,0.3524,0.1673,0.4448,0.7060,0.6347,0.5500,0.2850,0.2637,0.1686,0.3961,0.4511,0.2323,0.2512
638.00,1.0377,0.6027,0.2406,0.2318,0.3706,0.3858,0.4134,0.3520,0.1678,0.4448,0.7066,0.6352,0.5499,0.2853,0.2646,0.1689,0.3957,0.4508,0.2329,0.2518
639.00,1.0360,0.6018,0.2396,0.2307,0.3680,0.3839,0.4116,0.3504,0.1660,0.4431,0.7045,0.6328,0.5471,0.2819,0.2643,0.1660,0.3927,0.4481,0.2307,0.2509
640.00,1.0349,0.6016,0.2392,0.2295,0.3675,0.3827,0.4113,0.3490,0.1645,0.4422,0.7025,0.6296,0.5443,0.2810,0.2624,0.1637,0.3907,0.4464,0.2287,0.2498
