USPM-SA v1.00 DATAFILE 380-1050
wavelength,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6,DATA7,DATA8,DATA9,DATA10,DATA11,DATA12,DATA13,DATA14,DATA15,DATA16,DATA17,DATA18,DATA19,DATA20
512.00,0.2524,0.6928,0.7774,0.2473,0.8858,0.3464,0.7839,0.4397,0.2676,0.6422,0.4824,0.7779,1.1187,0.3175,0.3710,0.3913,1.1707,0.4035,0.2719,0.8193
513.00,0.2549,0.7028,0.7855,0.2486,0.8928,0.3508,0.7919,0.4420,0.2685,0.6494,0.4891,0.7673,1.1300,0.3198,0.3750,0.3987,1.1796,0.4106,0.2753,0.8292
514.00,0.2545,0.7124,0.7950,0.2500,0.9008,0.3552,0.8012,0.4461,0.2687,0.6549,0.4938,0.7564,1.1369,0.3223,0.3780,0.4046,1.1864,0.4171,0.2787,0.8368
515.00,0.2536,0.7212,0.8047,0.2519,0.9060,0.3573,0.8106,0.4508,0.2635,0.6602,0.4976,0.7485,1.1456,0.3249,0.3798,0.4082,1.1920,0.4226,0.2823,0.8432
516.00,0.2512,0.7266,0.8126,0.2539,0.9117,0.3577,0.8158,0.4515,0.2591,0.6652,0.5005,0.7396,1.1517,0.3259,0.3828,0.4099,1.1953,0.4258,0.2836,0.8495
517.00,0.2506,0.7340,0.8206,0.2557,0.9164,0.3596,0.8237,0.4539,0.2572,0.6727,0.5055,0.7309,1.1620,0.3274,0.3880,0.4120,1.2023,0.4299,0.2848,0.8566
518.00,0.2502,0.7420,0.8292,0.2576,0.9239,0.3618,0.8313,0.4565,0.2559,0.6796,0.5111,0.7247,1.1706,0.3295,0.3919,0.4163,1.2102,0.4353,0.2877,0.8653
519.00,0.2518,0.7518,0.8394,0.2593,0.9301,0.3657,0.8411,0.4607,0.2570,0.6880,0.5186,0.7207,1.1820,0.3318,0.3971,0.4233,1.2175,0.4423,0.2911,0.8746
520.00,0.2539,0.7626,0.8514,0.2625,0.9370,0.3713,0.8507,0.4660,0.2557,0.6945,0.5256,0.7174,1.1915,0.3342,0.4004,0.4278,1.2273,0.4503,0.2953,0.8835
521.00,0.2520,0.7703,0.8595,0.2638,0.9433,0.3737,0.8588,0.4686,0.2527,0.7003,0.5304,0.7127,1.1982,0.3362,0.4033,0.4312,1.2321,0.4544,0.2970,0.8898
522.00,0.2513,0.7775,0.8680,0.2651,0.9486,0.3750,0.8665,0.4725,0.2498,0.7076,0.5337,0.7103,1.2050,0.3383,0.4062,0.4342,1.2367,0.4585,0.2998,0.8962
523.00,0.2510,0.7854,0.8765,0.2696,0.9551,0.3782,0.8745,0.4758,0.2473,0.7163,0.5396,0.7073,1.2148,0.3418,0.4107,0.4379,1.2420,0.4642,0.3026,0.9056
524.00,0.2535,0.7961,0.8869,0.2709,0.9619,0.3825,0.8835,0.4790,0.2478,0.7225,0.5464,0.7077,1.2267,0.3438,0.4157,0.4421,1.2519,0.4718,0.3062,0.9161
525.00,0.2549,0.8068,0.8970,0.2740,0.9675,0.3866,0.8937,0.4833,0.2483,0.7316,0.5547,0.7087,1.2356,0.3476,0.4213,0.4493,1.2603,0.4794,0.3097,0.9256
526.00,0.2554,0.8169,0.9088,0.2763,0.9740,0.3908,0.9041,0.4878,0.2476,0.7382,0.5605,0.7111,1.2438,0.3506,0.4249,0.4538,1.2667,0.4860,0.3133,0.9335
527.00,0.2549,0.8263,0.9187,0.2792,0.9806,0.3951,0.9140,0.4928,0.2450,0.7449,0.5662,0.7159,1.2532,0.3526,0.4275,0.4576,1.2723,0.4928,0.3174,0.9426
528.00,0.2545,0.8347,0.9276,0.2822,0.9858,0.3960,0.9223,0.4960,0.2420,0.7523,0.5707,0.7204,1.2602,0.3563,0.4325,0.4607,1.2784,0.4972,0.3197,0.9504
529.00,0.2551,0.8450,0.9383,0.2853,0.9927,0.4000,0.9311,0.4994,0.2409,0.7610,0.5776,0.7268,1.2712,0.3591,0.4379,0.4656,1.2852,0.5034,0.3222,0.9598
530.00,0.2579,0.8539,0.9488,0.2882,0.9991,0.4056,0.9413,0.5052,0.2415,0.7694,0.5852,0.7346,1.2825,0.3621,0.4434,0.4706,1.2933,0.5124,0.3271,0.9713
531.00,0.2594,0.8656,0.9583,0.2910,1.0039,0.4092,0.9524,0.5089,0.2415,0.7774,0.5940,0.7447,1.2917,0.3654,0.4475,0.4760,1.2994,0.5195,0.3299,0.9790
532.00,0.2592,0.8754,0.9698,0.2940,1.0097,0.4148,0.9633,0.5142,0.2410,0.7848,0.6004,0.7531,1.2993,0.3679,0.4512,0.4810,1.3065,0.5265,0.3342,0.9883
533.00,0.2600,0.8855,0.9813,0.2971,1.0161,0.4180,0.9731,0.5186,0.2394,0.7926,0.6063,0.7632,1.3089,0.3708,0.4565,0.4859,1.3114,0.5326,0.3376,0.9968
534.00,0.2606,0.8949,0.9916,0.3014,1.0219,0.4212,0.9831,0.5235,0.2379,0.8009,0.6130,0.7762,1.3191,0.3754,0.4610,0.4882,1.3180,0.5391,0.3414,1.0059
535.00,0.2611,0.9059,1.0018,0.3048,1.0279,0.4248,0.9931,0.5275,0.2368,0.8088,0.6196,0.7868,1.3275,0.3769,0.4658,0.4939,1.3243,0.5462,0.3430,1.0146
536.00,0.2646,0.9170,1.0130,0.3083,1.0336,0.4304,1.0033,0.5325,0.2387,0.8188,0.6282,0.8035,1.3397,0.3820,0.4721,0.5000,1.3330,0.5545,0.3478,1.0264
537.00,0.2659,0.9290,1.0248,0.3117,1.0383,0.4359,1.0152,0.5377,0.2394,0.8268,0.6375,0.8185,1.3495,0.3855,0.4771,0.5055,1.3394,0.5637,0.3524,1.0363
538.00,0.2689,0.9412,1.0365,0.3151,1.0449,0.4426,1.0269,0.5433,0.2392,0.8355,0.6452,0.8360,1.3588,0.3898,0.4822,0.5108,1.3467,0.5718,0.3572,1.0461
539.00,0.2697,0.9509,1.0493,0.3200,1.0514,0.4469,1.0383,0.5497,0.2385,0.8429,0.6523,0.8533,1.3677,0.3941,0.4875,0.5156,1.3523,0.5782,0.3631,1.0556
540.00,0.2701,0.9611,1.0592,0.3233,1.0568,0.4497,1.0472,0.5550,0.2376,0.8524,0.6589,0.8716,1.3777,0.3968,0.4927,0.5194,1.3580,0.5849,0.3655,1.0638
541.00,0.2722,0.9721,1.0702,0.3274,1.0628,0.4538,1.0583,0.5599,0.2373,0.8617,0.6672,0.8916,1.3880,0.4012,0.4989,0.5245,1.3651,0.5930,0.3694,1.0747
542.00,0.2758,0.9839,1.0825,0.3310,1.0685,0.4609,1.0694,0.5662,0.2391,0.8710,0.6764,0.9110,1.3982,0.4047,0.5056,0.5306,1.3722,0.6016,0.3731,1.0864
543.00,0.2789,0.9973,1.0943,0.3356,1.0765,0.4665,1.0812,0.5715,0.2408,0.8794,0.6855,0.9329,1.4092,0.4101,0.5110,0.5373,1.3800,0.6110,0.3789,1.0965
544.00,0.2799,1.0085,1.1070,0.3400,1.0828,0.4718,1.0930,0.5789,0.2409,0.8892,0.6937,0.9537,1.4189,0.4141,0.5160,0.5427,1.3862,0.6197,0.3836,1.1060
545.00,0.2809,1.0194,1.1189,0.3447,1.0884,0.4765,1.1025,0.5847,0.2404,0.8966,0.7014,0.9745,1.4283,0.4175,0.5205,0.5463,1.3917,0.6269,0.3865,1.1146
546.00,0.2838,1.0313,1.1314,0.3493,1.0958,0.4828,1.1147,0.5908,0.2415,0.9066,0.7090,0.9958,1.4388,0.4236,0.5277,0.5522,1.3980,0.6344,0.3916,1.1251
547.00,0.2859,1.0426,1.1426,0.3539,1.1011,0.4862,1.1236,0.5950,0.2409,0.9156,0.7172,1.0170,1.4488,0.4258,0.5348,0.5566,1.4047,0.6426,0.3951,1.1337
548.00,0.2888,1.0541,1.1543,0.3581,1.1077,0.4924,1.1360,0.6012,0.2424,0.9247,0.7271,1.0383,1.4602,0.4302,0.5408,0.5630,1.4120,0.6507,0.4001,1.1449
549.00,0.2922,1.0683,1.1673,0.3636,1.1146,0.4997,1.1483,0.6088,0.2444,0.9348,0.7373,1.0605,1.4702,0.4354,0.5471,0.5699,1.4207,0.6612,0.4054,1.1556
550.00,0.2943,1.0798,1.1807,0.3675,1.1208,0.5052,1.1584,0.6151,0.2452,0.9425,0.7452,1.0814,1.4794,0.4396,0.5520,0.5748,1.4257,0.6704,0.4104,1.1647
551.00,0.2943,1.0901,1.1910,0.3715,1.1262,0.5090,1.1694,0.6200,0.2449,0.9510,0.7528,1.1025,1.4886,0.4434,0.5573,0.5786,1.4303,0.6771,0.4143,1.1743
552.00,0.2975,1.1024,1.2037,0.3778,1.1338,0.5151,1.1805,0.6260,0.2462,0.9613,0.7617,1.1262,1.4993,0.4491,0.5651,0.5852,1.4380,0.6857,0.4184,1.1843
553.00,0.3014,1.1140,1.2168,0.3833,1.1400,0.5213,1.1921,0.6330,0.2477,0.9721,0.7718,1.1495,1.5109,0.4538,0.5720,0.5906,1.4464,0.6950,0.4231,1.1951
554.00,0.3056,1.1272,1.2284,0.3886,1.1469,0.5282,1.2021,0.6393,0.2503,0.9816,0.7823,1.1716,1.5209,0.4581,0.5788,0.5975,1.4543,0.7055,0.4289,1.2068
555.00,0.3092,1.1413,1.2421,0.3938,1.1546,0.5352,1.2131,0.6475,0.2523,0.9921,0.7928,1.1936,1.5320,0.4620,0.5833,0.6046,1.4626,0.7146,0.4354,1.2167
556.00,0.3113,1.1553,1.2555,0.3984,1.1616,0.5412,1.2256,0.6537,0.2531,1.0016,0.8019,1.2175,1.5411,0.4679,0.5905,0.6103,1.4708,0.7240,0.4401,1.2265
557.00,0.3135,1.1664,1.2685,0.4041,1.1688,0.5471,1.2368,0.6605,0.2538,1.0114,0.8114,1.2398,1.5514,0.4730,0.5965,0.6148,1.4770,0.7327,0.4451,1.2361
558.00,0.3167,1.1793,1.2811,0.4101,1.1775,0.5525,1.2483,0.6677,0.2558,1.0225,0.8210,1.2639,1.5630,0.4786,0.6040,0.6197,1.4858,0.7421,0.4487,1.2470
559.00,0.3230,1.1930,1.2947,0.4159,1.1851,0.5597,1.2591,0.6753,0.2582,1.0340,0.8332,1.2862,1.5742,0.4833,0.6117,0.6270,1.4954,0.7518,0.4554,1.2590
560.00,0.3256,1.2070,1.3086,0.4216,1.1924,0.5672,1.2716,0.6819,0.2607,1.0441,0.8440,1.3088,1.5847,0.4887,0.6182,0.6334,1.5049,0.7625,0.4607,1.2696
561.00,0.3287,1.2205,1.3213,0.4271,1.2000,0.5739,1.2836,0.6894,0.2636,1.0539,0.8535,1.3299,1.5956,0.4934,0.6249,0.6402,1.5133,0.7725,0.4660,1.2791
562.00,0.3331,1.2332,1.3353,0.4330,1.2085,0.5811,1.2949,0.6966,0.2649,1.0646,0.8637,1.3531,1.6052,0.4995,0.6313,0.6457,1.5210,0.7820,0.4716,1.2898
563.00,0.3374,1.2471,1.3497,0.4401,1.2163,0.5876,1.3074,0.7057,0.2681,1.0752,0.8750,1.3755,1.6166,0.5068,0.6390,0.6518,1.5305,0.7929,0.4786,1.2997
564.00,0.3394,1.2591,1.3621,0.4462,1.2234,0.5929,1.3167,0.7109,0.2683,1.0854,0.8834,1.3956,1.6261,0.5105,0.6456,0.6569,1.5373,0.8004,0.4819,1.3090
565.00,0.3452,1.2729,1.3755,0.4523,1.2323,0.6007,1.3291,0.7174,0.2723,1.0981,0.8955,1.4175,1.6374,0.5168,0.6536,0.6632,1.5478,0.8110,0.4878,1.3213
566.00,0.3501,1.2871,1.3893,0.4585,1.2405,0.6086,1.3418,0.7251,0.2763,1.1082,0.9079,1.4388,1.6492,0.5222,0.6617,0.6707,1.5576,0.8228,0.4937,1.3331
567.00,0.3557,1.3020,1.4046,0.4647,1.2489,0.6166,1.3540,0.7334,0.2791,1.1190,0.9191,1.4603,1.6604,0.5283,0.6685,0.6776,1.5669,0.8334,0.5010,1.3436
568.00,0.3574,1.3154,1.4183,0.4710,1.2572,0.6231,1.3662,0.7405,0.2803,1.1299,0.9297,1.4820,1.6690,0.5325,0.6751,0.6843,1.5750,0.8427,0.5059,1.3526
569.00,0.3613,1.3288,1.4321,0.4781,1.2656,0.6291,1.3792,0.7487,0.2829,1.1400,0.9401,1.5031,1.6805,0.5403,0.6814,0.6899,1.5838,0.8532,0.5109,1.3629
570.00,0.3659,1.3427,1.4463,0.4852,1.2744,0.6360,1.3916,0.7556,0.2863,1.1526,0.9511,1.5257,1.6913,0.5450,0.6893,0.6953,1.5929,0.8633,0.5157,1.3736
571.00,0.3721,1.3573,1.4612,0.4918,1.2838,0.6444,1.4035,0.7641,0.2894,1.1653,0.9639,1.5478,1.7047,0.5510,0.6983,0.7023,1.6035,0.8745,0.5233,1.3876
572.00,0.3768,1.3726,1.4756,0.4988,1.2934,0.6522,1.4169,0.7718,0.2939,1.1764,0.9770,1.5685,1.7148,0.5577,0.7061,0.7111,1.6145,0.8862,0.5292,1.3982
573.00,0.3813,1.3888,1.4922,0.5063,1.3029,0.6613,1.4307,0.7798,0.2980,1.1883,0.9889,1.5904,1.7262,0.5639,0.7143,0.7183,1.6249,0.8988,0.5368,1.4096
574.00,0.3857,1.4028,1.5065,0.5137,1.3125,0.6682,1.4431,0.7887,0.2998,1.2000,0.9999,1.6105,1.7362,0.5712,0.7213,0.7244,1.6339,0.9087,0.5433,1.4187
575.00,0.3889,1.4144,1.5195,0.5194,1.3200,0.6751,1.4544,0.7963,0.3023,1.2093,1.0094,1.6272,1.7474,0.5766,0.7272,0.7286,1.6412,0.9187,0.5474,1.4290
576.00,0.3949,1.4301,1.5344,0.5273,1.3292,0.6812,1.4671,0.8028,0.3054,1.2227,1.0224,1.6471,1.7585,0.5821,0.7360,0.7358,1.6513,0.9287,0.5527,1.4406
577.00,0.4014,1.4451,1.5496,0.5346,1.3384,0.6905,1.4789,0.8119,0.3111,1.2356,1.0359,1.6648,1.7704,0.5890,0.7449,0.7430,1.6613,0.9408,0.5595,1.4534
578.00,0.4082,1.4619,1.5658,0.5425,1.3483,0.6996,1.4933,0.8214,0.3160,1.2485,1.0501,1.6831,1.7830,0.5962,0.7542,0.7507,1.6729,0.9539,0.5675,1.4660
579.00,0.4140,1.4800,1.5836,0.5509,1.3583,0.7084,1.5086,0.8296,0.3211,1.2611,1.0633,1.7044,1.7955,0.6036,0.7623,0.7595,1.6851,0.9676,0.5753,1.4767
580.00,0.4181,1.4945,1.5973,0.5584,1.3685,0.7166,1.5198,0.8385,0.3239,1.2738,1.0751,1.7224,1.8063,0.6092,0.7692,0.7647,1.6931,0.9775,0.5820,1.4876
581.00,0.4149,1.4819,1.5870,0.5579,1.3571,0.7115,1.5126,0.8303,0.3203,1.2605,1.0661,1.7206,1.7891,0.6062,0.7653,0.7577,1.6734,0.9719,0.5772,1.4723
582.00,0.4286,1.5273,1.6338,0.5754,1.3923,0.7341,1.5528,0.8562,0.3312,1.3004,1.1012,1.7727,1.8376,0.6248,0.7889,0.7804,1.7161,1.0033,0.5952,1.5142
583.00,0.4446,1.5685,1.6739,0.5929,1.4241,0.7549,1.5875,0.8792,0.3442,1.3344,1.1341,1.8081,1.8745,0.6420,0.8108,0.8010,1.7549,1.0325,0.6124,1.5522
584.00,0.4352,1.5309,1.6324,0.5799,1.3846,0.7391,1.5455,0.8581,0.3366,1.3014,1.1108,1.7608,1.8248,0.6258,0.7905,0.7822,1.7045,1.0081,0.5987,1.5128
585.00,0.4531,1.5906,1.6963,0.6050,1.4331,0.7676,1.6016,0.8923,0.3519,1.3541,1.1555,1.8422,1.8856,0.6516,0.8211,0.8114,1.7619,1.0493,0.6230,1.5651
586.00,0.4522,1.5864,1.6896,0.6053,1.4236,0.7647,1.5938,0.8899,0.3510,1.3501,1.1536,1.8268,1.8709,0.6503,0.8182,0.8070,1.7484,1.0490,0.6214,1.5562
587.00,0.4519,1.5786,1.6826,0.6055,1.4109,0.7621,1.5853,0.8868,0.3502,1.3431,1.1501,1.8250,1.8574,0.6498,0.8157,0.8026,1.7321,1.0447,0.6192,1.5466
588.00,0.4647,1.6176,1.7216,0.6227,1.4447,0.7819,1.6229,0.9060,0.3594,1.3719,1.1789,1.8684,1.8956,0.6657,0.8359,0.8208,1.7647,1.0722,0.6346,1.5784
589.00,0.4731,1.6352,1.7396,0.6327,1.4573,0.7924,1.6380,0.9161,0.3665,1.3874,1.1939,1.8826,1.9129,0.6728,0.8473,0.8284,1.7802,1.0869,0.6422,1.5939
590.00,0.4780,1.6476,1.7509,0.6385,1.4611,0.7999,1.6469,0.9234,0.3713,1.3965,1.2056,1.8925,1.9186,0.6777,0.8531,0.8342,1.7843,1.0969,0.6480,1.6015
591.00,0.4832,1.6623,1.7661,0.6457,1.4693,0.8075,1.6577,0.9316,0.3767,1.4070,1.2179,1.9042,1.9263,0.6838,0.8591,0.8412,1.7904,1.1076,0.6541,1.6105
592.00,0.4884,1.6755,1.7793,0.6530,1.4784,0.8148,1.6700,0.9389,0.3791,1.4178,1.2277,1.9169,1.9357,0.6907,0.8661,0.8458,1.7980,1.1170,0.6610,1.6201
593.00,0.4947,1.6911,1.7956,0.6627,1.4880,0.8228,1.6816,0.9486,0.3855,1.4308,1.2420,1.9332,1.9470,0.6987,0.8754,0.8531,1.8060,1.1297,0.6673,1.6314
594.00,0.5006,1.7049,1.8108,0.6706,1.4971,0.8305,1.6934,0.9567,0.3907,1.4431,1.2549,1.9478,1.9572,0.7057,0.8839,0.8596,1.8141,1.1416,0.6733,1.6428
595.00,0.5078,1.7216,1.8249,0.6780,1.5058,0.8397,1.7060,0.9653,0.3971,1.4562,1.2685,1.9623,1.9684,0.7131,0.8927,0.8674,1.8222,1.1540,0.6796,1.6550
596.00,0.5149,1.7393,1.8407,0.6865,1.5137,0.8487,1.7191,0.9731,0.4041,1.4677,1.2825,1.9772,1.9799,0.7190,0.9001,0.8744,1.8312,1.1663,0.6879,1.6664
597.00,0.5214,1.7541,1.8569,0.6954,1.5245,0.8574,1.7321,0.9849,0.4091,1.4789,1.2963,1.9931,1.9895,0.7276,0.9085,0.8825,1.8390,1.1800,0.6951,1.6784
598.00,0.5266,1.7701,1.8723,0.7046,1.5339,0.8657,1.7451,0.9943,0.4136,1.4912,1.3091,2.0084,1.9990,0.7351,0.9158,0.8881,1.8461,1.1913,0.7026,1.6876
599.00,0.5338,1.7857,1.8883,0.7136,1.5429,0.8749,1.7576,1.0026,0.4199,1.5052,1.3217,2.0232,2.0091,0.7424,0.9260,0.8956,1.8536,1.2034,0.7089,1.6994
600.00,0.5422,1.8017,1.9035,0.7225,1.5524,0.8826,1.7706,1.0113,0.4256,1.5197,1.3379,2.0377,2.0228,0.7510,0.9354,0.9016,1.8616,1.2147,0.7158,1.7123
601.00,0.5506,1.8201,1.9215,0.7323,1.5638,0.8939,1.7853,1.0227,0.4339,1.5334,1.3541,2.0525,2.0346,0.7583,0.9441,0.9113,1.8727,1.2297,0.7241,1.7265
602.00,0.5586,1.8385,1.9393,0.7414,1.5739,0.9040,1.7993,1.0333,0.4420,1.5480,1.3684,2.0663,2.0461,0.7678,0.9541,0.9196,1.8809,1.2445,0.7332,1.7383
603.00,0.5650,1.8550,1.9565,0.7508,1.5835,0.9140,1.8135,1.0439,0.4478,1.5601,1.3825,2.0800,2.0565,0.7765,0.9622,0.9271,1.8883,1.2571,0.7408,1.7499
604.00,0.5719,1.8712,1.9737,0.7607,1.5947,0.9228,1.8281,1.0549,0.4532,1.5730,1.3975,2.0953,2.0672,0.7851,0.9713,0.9337,1.8960,1.2707,0.7486,1.7620
605.00,0.5799,1.8893,1.9918,0.7712,1.6061,0.9327,1.8418,1.0648,0.4611,1.5877,1.4117,2.1116,2.0813,0.7939,0.9813,0.9430,1.9035,1.2845,0.7562,1.7761
606.00,0.5881,1.9055,2.0087,0.7803,1.6156,0.9411,1.8542,1.0743,0.4670,1.6018,1.4276,2.1263,2.0928,0.8017,0.9912,0.9491,1.9123,1.2976,0.7631,1.7894
607.00,0.5975,1.9236,2.0254,0.7903,1.6264,0.9511,1.8685,1.0844,0.4762,1.6157,1.4433,2.1400,2.1049,0.8107,1.0009,0.9574,1.9206,1.3123,0.7707,1.8023
608.00,0.6059,1.9426,2.0433,0.8004,1.6375,0.9620,1.8834,1.0957,0.4842,1.6293,1.4607,2.1549,2.1156,0.8179,1.0098,0.9661,1.9290,1.3271,0.7806,1.8160
609.00,0.6129,1.9598,2.0588,0.8095,1.6472,0.9715,1.8976,1.1072,0.4907,1.6434,1.4737,2.1675,2.1265,0.8279,1.0177,0.9738,1.9350,1.3393,0.7871,1.8275
610.00,0.6190,1.9746,2.0751,0.8185,1.6569,0.9799,1.9096,1.1167,0.4974,1.6553,1.4869,2.1786,2.1363,0.8357,1.0269,0.9794,1.9403,1.3514,0.7948,1.8368
611.00,0.6270,1.9898,2.0904,0.8282,1.6666,0.9883,1.9221,1.1265,0.5031,1.6682,1.5002,2.1890,2.1463,0.8437,1.0350,0.9854,1.9461,1.3634,0.8015,1.8483
612.00,0.6356,2.0065,2.1078,0.8382,1.6763,0.9986,1.9351,1.1371,0.5123,1.6822,1.5163,2.2008,2.1584,0.8525,1.0448,0.9947,1.9525,1.3779,0.8090,1.8619
613.00,0.6446,2.0236,2.1243,0.8486,1.6863,1.0083,1.9492,1.1483,0.5198,1.6955,1.5326,2.2117,2.1709,0.8613,1.0551,1.0028,1.9615,1.3920,0.8179,1.8740
614.00,0.6524,2.0405,2.1403,0.8571,1.6955,1.0188,1.9613,1.1573,0.5286,1.7073,1.5469,2.2215,2.1802,0.8693,1.0634,1.0099,1.9675,1.4042,0.8251,1.8855
615.00,0.6589,2.0571,2.1561,0.8666,1.7062,1.0270,1.9754,1.1676,0.5353,1.7195,1.5603,2.2321,2.1902,0.8771,1.0721,1.0168,1.9730,1.4172,0.8325,1.8962
616.00,0.6650,2.0713,2.1716,0.8758,1.7145,1.0349,1.9872,1.1775,0.5409,1.7312,1.5733,2.2398,2.1988,0.8847,1.0797,1.0227,1.9781,1.4293,0.8389,1.9055
617.00,0.6744,2.0881,2.1857,0.8856,1.7236,1.0448,1.9991,1.1867,0.5485,1.7435,1.5869,2.2495,2.2089,0.8929,1.0891,1.0297,1.9840,1.4412,0.8459,1.9164
618.00,0.6824,2.1037,2.2022,0.8952,1.7326,1.0545,2.0119,1.1962,0.5570,1.7554,1.6013,2.2591,2.2199,0.9009,1.0978,1.0361,1.9908,1.4547,0.8528,1.9286
619.00,0.6915,2.1209,2.2181,0.9045,1.7417,1.0648,2.0258,1.2073,0.5654,1.7681,1.6166,2.2691,2.2308,0.9094,1.1073,1.0445,1.9980,1.4686,0.8607,1.9410
620.00,0.6993,2.1373,2.2339,0.9140,1.7521,1.0751,2.0397,1.2177,0.5743,1.7809,1.6308,2.2778,2.2402,0.9170,1.1162,1.0523,2.0037,1.4821,0.8695,1.9518
621.00,0.7071,2.1526,2.2490,0.9228,1.7610,1.0841,2.0514,1.2275,0.5818,1.7912,1.6443,2.2862,2.2488,0.9263,1.1239,1.0588,2.0090,1.4937,0.8770,1.9610
622.00,0.7131,2.1669,2.2641,0.9322,1.7682,1.0919,2.0630,1.2369,0.5870,1.8028,1.6572,2.2959,2.2583,0.9331,1.1315,1.0636,2.0129,1.5047,0.8832,1.9711
623.00,0.7219,2.1816,2.2786,0.9429,1.7766,1.1016,2.0756,1.2460,0.5955,1.8156,1.6707,2.3061,2.2684,0.9417,1.1411,1.0710,2.0180,1.5173,0.8895,1.9815
624.00,0.7311,2.1969,2.2929,0.9524,1.7845,1.1103,2.0877,1.2559,0.6044,1.8279,1.6853,2.3152,2.2782,0.9491,1.1506,1.0783,2.0243,1.5301,0.8965,1.9923
625.00,0.7399,2.2137,2.3081,0.9622,1.7941,1.1212,2.1001,1.2670,0.6144,1.8407,1.6997,2.3248,2.2889,0.9586,1.1594,1.0865,2.0320,1.5443,0.9060,2.0045
626.00,0.7478,2.2304,2.3252,0.9710,1.8017,1.1310,2.1149,1.2773,0.6225,1.8529,1.7155,2.3345,2.2986,0.9668,1.1678,1.0936,2.0380,1.5576,0.9130,2.0144
627.00,0.7556,2.2460,2.3407,0.9815,1.8098,1.1404,2.1274,1.2878,0.6304,1.8643,1.7282,2.3432,2.3078,0.9750,1.1763,1.1002,2.0423,1.5706,0.9204,2.0255
628.00,0.7629,2.2600,2.3528,0.9908,1.8178,1.1484,2.1381,1.2971,0.6368,1.8748,1.7408,2.3493,2.3153,0.9827,1.1836,1.1055,2.0457,1.5808,0.9266,2.0340
629.00,0.7687,2.2713,2.3640,0.9976,1.8219,1.1555,2.1460,1.3037,0.6433,1.8845,1.7507,2.3522,2.3208,0.9880,1.1904,1.1098,2.0485,1.5893,0.9302,2.0412
630.00,0.7782,2.2846,2.3765,1.0064,1.8283,1.1632,2.1557,1.3125,0.6529,1.8941,1.7638,2.3553,2.3285,0.9955,1.1986,1.1152,2.0526,1.6008,0.9384,2.0486
631.00,0.7869,2.3004,2.3922,1.0147,1.8378,1.1751,2.1664,1.3233,0.6630,1.9070,1.7792,2.3609,2.3395,1.0032,1.2073,1.1235,2.0608,1.6153,0.9460,2.0612
632.00,0.7952,2.3162,2.4069,1.0252,1.8461,1.1846,2.1786,1.3335,0.6707,1.9186,1.7946,2.3672,2.3486,1.0112,1.2155,1.1312,2.0678,1.6277,0.9542,2.0719
633.00,0.8033,2.3319,2.4227,1.0352,1.8538,1.1947,2.1899,1.3444,0.6794,1.9308,1.8092,2.3776,2.3580,1.0205,1.2219,1.1373,2.0724,1.6389,0.9617,2.0830
634.00,0.8114,2.3494,2.4381,1.0470,1.8643,1.2043,2.2050,1.3563,0.6887,1.9452,1.8245,2.3875,2.3692,1.0305,1.2331,1.1451,2.0811,1.6532,0.9689,2.0939
635.00,0.8211,2.3672,2.4552,1.0576,1.8738,1.2136,2.2201,1.3688,0.6993,1.9608,1.8400,2.3968,2.3794,1.0396,1.2450,1.1531,2.0906,1.6680,0.9777,2.1075
636.00,0.8339,2.3892,2.4762,1.0701,1.8875,1.2267,2.2392,1.3825,0.7109,1.9778,1.8597,2.4136,2.3946,1.0519,1.2573,1.1637,2.1021,1.6870,0.9881,2.1236
637.00,0.8464,2.4137,2.5012,1.0848,1.9010,1.2411,2.2592,1.3972,0.7227,1.9956,1.8816,2.4295,2.4141,1.0650,1.2711,1.1751,2.1147,1.7057,0.9989,2.1406
638.00,0.8557,2.4320,2.5198,1.0965,1.9124,1.2519,2.2760,1.4099,0.7341,2.0091,1.8977,2.4384,2.4261,1.0750,1.2806,1.1839,2.1250,1.7220,1.0098,2.1529
639.00,0.8636,2.4474,2.5356,1.1054,1.9208,1.2616,2.2875,1.4198,0.7420,2.0210,1.9107,2.4459,2.4341,1.0828,1.2888,1.1896,2.1301,1.7326,1.0168,2.1618
640.00,0.8719,2.4619,2.5505,1.1165,1.9296,1.2710,2.3004,1.4300,0.7504,2.0342,1.9248,2.4557,2.4439,1.0921,1.2984,1.1955,2.1368,1.7451,1.0234,2.1734
641.00,0.8828,2.4796,2.5664,1.1272,1.9399,1.2810,2.3135,1.4412,0.7618,2.0488,1.9416,2.4653,2.4561,1.1018,1.3090,1.2036,2.1460,1.7589,1.0318,2.1853
642.00,0.8921,2.4958,2.5814,1.1371,1.9463,1.2916,2.3258,1.4513,0.7720,2.0614,1.9560,2.4734,2.4657,1.1101,1.3182,1.2109,2.1530,1.7731,1.0386,2.1966
643.00,0.9031,2.5138,2.5988,1.1486,1.9566,1.3033,2.3406,1.4641,0.7830,2.0738,1.9733,2.4833,2.4756,1.1203,1.3277,1.2199,2.1622,1.7873,1.0485,2.2080
644.00,0.9118,2.5311,2.6148,1.1591,1.9666,1.3137,2.3538,1.4753,0.7928,2.0866,1.9882,2.4932,2.4855,1.1300,1.3374,1.2284,2.1699,1.8014,1.0579,2.2191
