USPM-SA v1.00 DATAFILE 380-1050
wavelength,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6,DATA7,DATA8,DATA9,DATA10,DATA11,DATA12,DATA13,DATA14,DATA15,DATA16,DATA17,DATA18,DATA19,DATA20
396.00,0.4091,0.5308,0.4976,0.3317,0.6966,0.4091,0.4754,0.3428,0.4423,0.5086,0.5418,1.0172,0.5418,0.3317,0.3317,0.2322,0.9067,0.3428,0.2543,0.4422
397.00,0.4048,0.5326,0.5059,0.3196,0.6976,0.4207,0.4687,0.3409,0.4633,0.5059,0.5485,1.0172,0.5326,0.3196,0.3196,0.2343,0.9106,0.3409,0.2556,0.4261
398.00,0.3887,0.5317,0.4910,0.3271,0.6953,0.4092,0.4703,0.3476,0.4501,0.4910,0.5319,1.0022,0.5115,0.3271,0.3069,0.2453,0.8999,0.3476,0.2657,0.4092
399.00,0.3751,0.5133,0.4890,0.3159,0.6910,0.3903,0.4693,0.3356,0.4298,0.4738,0.5088,0.9872,0.4936,0.3159,0.2961,0.2126,0.8733,0.3113,0.2369,0.4101
400.00,0.3699,0.5028,0.4648,0.3129,0.6827,0.3788,0.4458,0.3319,0.4168,0.4738,0.4928,0.9676,0.5018,0.3129,0.3029,0.1989,0.8727,0.3029,0.2279,0.3978
401.00,0.3921,0.4940,0.4705,0.3242,0.6901,0.3973,0.4522,0.3425,0.4339,0.5019,0.5071,0.9515,0.5254,0.3242,0.3242,0.2144,0.8862,0.3111,0.2327,0.4287
402.00,0.3898,0.4954,0.4607,0.3189,0.6733,0.3898,0.4430,0.3197,0.4253,0.4792,0.5131,0.9214,0.5139,0.3189,0.3020,0.2126,0.8852,0.3182,0.2303,0.4083
403.00,0.3936,0.4998,0.4690,0.3081,0.6846,0.3971,0.4518,0.3286,0.4450,0.4655,0.5134,0.9242,0.5271,0.3115,0.3081,0.2259,0.9071,0.3115,0.2430,0.4107
404.00,0.3806,0.5037,0.4798,0.3052,0.6765,0.3971,0.4633,0.3309,0.4302,0.4633,0.4964,0.9008,0.5037,0.3144,0.2978,0.2243,0.8843,0.3144,0.2409,0.3971
405.00,0.3683,0.4855,0.4644,0.3153,0.6836,0.3843,0.4484,0.3313,0.4164,0.4594,0.4914,0.8698,0.4965,0.3153,0.2883,0.2082,0.8758,0.3043,0.2352,0.3843
406.00,0.3701,0.4783,0.4628,0.3093,0.6793,0.3712,0.4474,0.3248,0.4164,0.4628,0.4794,0.8495,0.5081,0.3093,0.3071,0.2154,0.8793,0.2938,0.2320,0.3855
407.00,0.3811,0.4713,0.4537,0.3158,0.6793,0.3785,0.4387,0.3184,0.4387,0.4687,0.4864,0.8146,0.5190,0.3184,0.3033,0.2131,0.8924,0.3033,0.2281,0.4086
408.00,0.3930,0.4803,0.4573,0.3117,0.6816,0.3845,0.4427,0.3202,0.4427,0.4718,0.5009,0.7946,0.5325,0.3142,0.3057,0.2244,0.9000,0.3117,0.2329,0.4136
409.00,0.3895,0.4832,0.4599,0.3098,0.6852,0.3895,0.4458,0.3283,0.4458,0.4647,0.5021,0.7604,0.5254,0.3050,0.2957,0.2346,0.9057,0.3098,0.2346,0.4084
410.00,0.3815,0.4769,0.4497,0.3120,0.6799,0.3815,0.4483,0.3270,0.4360,0.4497,0.4783,0.7358,0.5178,0.3120,0.2861,0.2194,0.8857,0.2998,0.2316,0.3952
411.00,0.3705,0.4740,0.4495,0.3160,0.6865,0.3818,0.4477,0.3292,0.4345,0.4514,0.4740,0.7073,0.5154,0.3047,0.2915,0.2220,0.8859,0.3010,0.2370,0.3950
412.00,0.3746,0.4589,0.4413,0.3059,0.6756,0.3697,0.4334,0.3187,0.4256,0.4589,0.4638,0.6580,0.5197,0.3059,0.2932,0.2040,0.8894,0.2854,0.2246,0.3873
413.00,0.3850,0.4589,0.4420,0.3034,0.6761,0.3650,0.4343,0.3157,0.4343,0.4589,0.4712,0.6282,0.5328,0.3034,0.2988,0.2048,0.8978,0.2911,0.2171,0.3973
414.00,0.3898,0.4712,0.4490,0.3171,0.6743,0.3764,0.4475,0.3289,0.4475,0.4609,0.4831,0.6047,0.5424,0.3171,0.3068,0.2325,0.9084,0.2949,0.2341,0.4016
415.00,0.3793,0.4710,0.4481,0.2991,0.6772,0.3692,0.4379,0.3221,0.4481,0.4481,0.4812,0.5601,0.5384,0.3004,0.2864,0.2190,0.9076,0.2979,0.2291,0.4010
416.00,0.3751,0.4633,0.4412,0.2978,0.6697,0.3711,0.4412,0.3238,0.4373,0.4412,0.4594,0.5256,0.5224,0.3089,0.2758,0.2167,0.8974,0.2868,0.2206,0.3861
417.00,0.3677,0.4464,0.4378,0.2933,0.6716,0.3571,0.4315,0.3188,0.4272,0.4378,0.4485,0.4995,0.5229,0.3039,0.2721,0.2083,0.8969,0.2827,0.2189,0.3783
418.00,0.3742,0.4542,0.4371,0.3028,0.6615,0.3640,0.4269,0.3232,0.4354,0.4456,0.4558,0.4795,0.5358,0.3130,0.2824,0.2126,0.8945,0.2840,0.2228,0.3930
419.00,0.3830,0.4516,0.4418,0.3038,0.6582,0.3544,0.4320,0.3144,0.4418,0.4508,0.4614,0.4508,0.5406,0.3046,0.2850,0.2164,0.9041,0.2850,0.2254,0.3936
420.00,0.3802,0.4493,0.4368,0.2953,0.6567,0.3613,0.4304,0.3142,0.4398,0.4398,0.4587,0.4337,0.5436,0.3017,0.2859,0.2199,0.9049,0.2859,0.2199,0.3991
421.00,0.3771,0.4497,0.4316,0.2903,0.6596,0.3590,0.4316,0.3188,0.4406,0.4406,0.4536,0.4173,0.5404,0.3006,0.2813,0.2229,0.9046,0.2864,0.2281,0.3953
422.00,0.3738,0.4507,0.4332,0.2936,0.6603,0.3563,0.4332,0.3214,0.4349,0.4349,0.4507,0.4158,0.5451,0.3039,0.2777,0.2183,0.8960,0.2794,0.2270,0.3912
423.00,0.3620,0.4372,0.4367,0.2944,0.6639,0.3532,0.4288,0.3196,0.4372,0.4372,0.4376,0.4031,0.5389,0.3028,0.2776,0.2104,0.8916,0.2692,0.2188,0.3872
424.00,0.3678,0.4327,0.4270,0.2923,0.6543,0.3491,0.4246,0.3190,0.4327,0.4351,0.4408,0.3945,0.5488,0.3028,0.2784,0.2135,0.8922,0.2703,0.2192,0.3945
425.00,0.3693,0.4320,0.4278,0.2866,0.6516,0.3457,0.4242,0.3180,0.4320,0.4356,0.4399,0.3964,0.5539,0.2981,0.2788,0.2160,0.8954,0.2709,0.2160,0.4006
426.00,0.3760,0.4367,0.4232,0.2866,0.6550,0.3532,0.4291,0.3170,0.4426,0.4308,0.4443,0.4047,0.5581,0.3001,0.2790,0.2183,0.8978,0.2714,0.2183,0.4063
427.00,0.3675,0.4407,0.4264,0.2867,0.6613,0.3526,0.4336,0.3162,0.4409,0.4262,0.4407,0.4192,0.5584,0.2940,0.2718,0.2205,0.8965,0.2720,0.2205,0.4040
428.00,0.3637,0.4316,0.4297,0.2871,0.6546,0.3461,0.4316,0.3228,0.4369,0.4245,0.4297,0.4354,0.5548,0.2962,0.2676,0.2210,0.8899,0.2710,0.2210,0.3960
429.00,0.3536,0.4264,0.4230,0.2843,0.6553,0.3432,0.4264,0.3154,0.4299,0.4230,0.4230,0.4544,0.5582,0.2982,0.2704,0.2114,0.8841,0.2635,0.2114,0.3988
430.00,0.3546,0.4222,0.4222,0.2820,0.6519,0.3411,0.4222,0.3141,0.4289,0.4273,0.4222,0.4729,0.5624,0.2955,0.2685,0.2077,0.8849,0.2567,0.2077,0.4019
431.00,0.3621,0.4214,0.4214,0.2831,0.6584,0.3358,0.4279,0.3160,0.4345,0.4214,0.4214,0.5003,0.5728,0.2963,0.2765,0.2172,0.8954,0.2633,0.2107,0.4082
432.00,0.3634,0.4278,0.4228,0.2782,0.6545,0.3392,0.4293,0.3184,0.4342,0.4262,0.4262,0.5239,0.5708,0.2926,0.2669,0.2218,0.8990,0.2669,0.2154,0.4134
433.00,0.3651,0.4311,0.4281,0.2800,0.6608,0.3463,0.4374,0.3241,0.4374,0.4218,0.4248,0.5565,0.5789,0.2959,0.2707,0.2266,0.8970,0.2707,0.2203,0.4122
434.00,0.3582,0.4261,0.4289,0.2779,0.6636,0.3397,0.4368,0.3212,0.4279,0.4183,0.4155,0.5843,0.5744,0.2947,0.2656,0.2223,0.8921,0.2611,0.2162,0.4076
435.00,0.3517,0.4185,0.4187,0.2729,0.6550,0.3277,0.4306,0.3154,0.4243,0.4124,0.4063,0.6115,0.5757,0.2911,0.2608,0.2125,0.8852,0.2547,0.2064,0.4061
436.00,0.3498,0.4190,0.4202,0.2710,0.6589,0.3307,0.4321,0.3188,0.4262,0.4202,0.4083,0.6400,0.5826,0.2936,0.2698,0.2173,0.8881,0.2531,0.2054,0.4155
437.00,0.3611,0.4226,0.4257,0.2761,0.6608,0.3376,0.4375,0.3231,0.4343,0.4257,0.4140,0.6743,0.5930,0.2938,0.2730,0.2260,0.8985,0.2612,0.2115,0.4257
438.00,0.3599,0.4279,0.4279,0.2728,0.6642,0.3367,0.4436,0.3193,0.4354,0.4237,0.4163,0.7015,0.5962,0.2944,0.2687,0.2264,0.8981,0.2654,0.2131,0.4279
439.00,0.3552,0.4294,0.4350,0.2748,0.6698,0.3378,0.4466,0.3261,0.4352,0.4237,0.4124,0.7320,0.6011,0.2922,0.2690,0.2345,0.8990,0.2635,0.2175,0.4294
440.00,0.3504,0.4197,0.4310,0.2722,0.6648,0.3334,0.4481,0.3245,0.4254,0.4152,0.4027,0.7592,0.6012,0.2949,0.2621,0.2212,0.8917,0.2597,0.2143,0.4254
441.00,0.3433,0.4190,0.4277,0.2701,0.6666,0.3264,0.4446,0.3237,0.4220,0.4190,0.3995,0.7841,0.6044,0.2926,0.2671,0.2195,0.8917,0.2532,0.2082,0.4247
442.00,0.3490,0.4192,0.4288,0.2683,0.6651,0.3282,0.4456,0.3226,0.4232,0.4232,0.4009,0.8138,0.6132,0.2906,0.2683,0.2220,0.8967,0.2555,0.2108,0.4328
443.00,0.3498,0.4218,0.4275,0.2665,0.6660,0.3222,0.4495,0.3220,0.4273,0.4219,0.4051,0.8377,0.6215,0.2887,0.2665,0.2275,0.8992,0.2554,0.2110,0.4384
444.00,0.3527,0.4258,0.4369,0.2698,0.6747,0.3318,0.4547,0.3275,0.4314,0.4258,0.4080,0.8664,0.6262,0.2931,0.2710,0.2335,0.9039,0.2612,0.2157,0.4424
445.00,0.3445,0.4242,0.4378,0.2644,0.6721,0.3305,0.4599,0.3305,0.4271,0.4216,0.3995,0.8890,0.6306,0.2920,0.2673,0.2369,0.9064,0.2618,0.2149,0.4407
446.00,0.3366,0.4230,0.4395,0.2677,0.6742,0.3256,0.4615,0.3296,0.4190,0.4215,0.3955,0.9089,0.6318,0.2912,0.2637,0.2322,0.9010,0.2542,0.2103,0.4395
447.00,0.3402,0.4226,0.4391,0.2636,0.6751,0.3184,0.4610,0.3293,0.4171,0.4280,0.3898,0.9325,0.6419,0.2909,0.2688,0.2305,0.9001,0.2525,0.2086,0.4391
448.00,0.3414,0.4237,0.4389,0.2634,0.6749,0.3195,0.4664,0.3292,0.4183,0.4280,0.3950,0.9530,0.6487,0.2908,0.2701,0.2317,0.9121,0.2537,0.2085,0.4512
449.00,0.3431,0.4255,0.4391,0.2635,0.6751,0.3212,0.4665,0.3293,0.4226,0.4281,0.3952,0.9686,0.6558,0.2882,0.2718,0.2387,0.9166,0.2580,0.2086,0.4555
450.00,0.3407,0.4272,0.4437,0.2598,0.6800,0.3228,0.4712,0.3297,0.4232,0.4287,0.3957,0.9889,0.6635,0.2858,0.2693,0.2418,0.9178,0.2583,0.2129,0.4561
451.00,0.3353,0.4341,0.4506,0.2583,0.6815,0.3243,0.4781,0.3352,0.4178,0.4233,0.3957,1.0056,0.6650,0.2912,0.2693,0.2418,0.9178,0.2583,0.2143,0.4562
452.00,0.3328,0.4275,0.4508,0.2584,0.6817,0.3189,0.4783,0.3341,0.4110,0.4275,0.3890,1.0252,0.6707,0.2859,0.2694,0.2406,0.9182,0.2571,0.2131,0.4563
453.00,0.3276,0.4267,0.4516,0.2588,0.6829,0.3167,0.4791,0.3304,0.4075,0.4267,0.3855,1.0407,0.6746,0.2891,0.2698,0.2368,0.9224,0.2533,0.2093,0.4598
454.00,0.3344,0.4294,0.4515,0.2588,0.6868,0.3138,0.4831,0.3303,0.4115,0.4335,0.3895,1.0502,0.6854,0.2877,0.2739,0.2408,0.9290,0.2573,0.2092,0.4666
455.00,0.3362,0.4353,0.4629,0.2590,0.6889,0.3251,0.4905,0.3361,0.4188,0.4354,0.3968,1.0690,0.6998,0.2921,0.2756,0.2480,0.9423,0.2645,0.2149,0.4794
456.00,0.3343,0.4402,0.4677,0.2586,0.6933,0.3247,0.5007,0.3370,0.4127,0.4347,0.3962,1.0812,0.7043,0.2916,0.2751,0.2531,0.9423,0.2655,0.2201,0.4787
457.00,0.3273,0.4374,0.4649,0.2531,0.6932,0.3191,0.5006,0.3383,0.4071,0.4319,0.3879,1.0920,0.7014,0.2888,0.2723,0.2503,0.9435,0.2641,0.2173,0.4759
458.00,0.3239,0.4378,0.4693,0.2552,0.6958,0.3170,0.5036,0.3390,0.4048,0.4364,0.3829,1.1047,0.7095,0.2896,0.2731,0.2511,0.9428,0.2621,0.2141,0.4803
459.00,0.3282,0.4376,0.4705,0.2571,0.7002,0.3118,0.5087,0.3392,0.4048,0.4431,0.3884,1.1105,0.7166,0.2899,0.2790,0.2516,0.9464,0.2626,0.2133,0.4869
460.00,0.3277,0.4397,0.4725,0.2526,0.7005,0.3127,0.5093,0.3400,0.4015,0.4438,0.3851,1.1184,0.7292,0.2895,0.2786,0.2540,0.9545,0.2595,0.2130,0.4943
461.00,0.3260,0.4483,0.4808,0.2554,0.7063,0.3179,0.5162,0.3423,0.4075,0.4483,0.3939,1.1301,0.7362,0.2880,0.2798,0.2635,0.9644,0.2690,0.2146,0.5026
462.00,0.3249,0.4494,0.4860,0.2504,0.7093,0.3195,0.5198,0.3452,0.4020,0.4453,0.3912,1.1398,0.7405,0.2870,0.2775,0.2653,0.9638,0.2707,0.2166,0.5076
463.00,0.3171,0.4516,0.4892,0.2473,0.7150,0.3118,0.5215,0.3441,0.3924,0.4462,0.3870,1.1452,0.7419,0.2849,0.2742,0.2634,0.9677,0.2688,0.2150,0.5053
464.00,0.3127,0.4503,0.4877,0.2472,0.7136,0.3100,0.5212,0.3474,0.3901,0.4464,0.3808,1.1532,0.7470,0.2860,0.2753,0.2593,0.9648,0.2633,0.2138,0.5051
465.00,0.3176,0.4527,0.4924,0.2488,0.7201,0.3097,0.5295,0.3468,0.3918,0.4527,0.3866,1.1594,0.7598,0.2912,0.2833,0.2647,0.9716,0.2674,0.2145,0.5163
466.00,0.3223,0.4586,0.5005,0.2502,0.7257,0.3171,0.5331,0.3498,0.3969,0.4586,0.3917,1.1686,0.7716,0.2921,0.2869,0.2699,0.9812,0.2752,0.2188,0.5267
467.00,0.3169,0.4625,0.5040,0.2442,0.7222,0.3118,0.5352,0.3482,0.3948,0.4573,0.3897,1.1690,0.7742,0.2909,0.2806,0.2703,0.9820,0.2754,0.2131,0.5300
468.00,0.3139,0.4690,0.5062,0.2422,0.7265,0.3153,0.5421,0.3549,0.3908,0.4625,0.3908,1.1737,0.7778,0.2897,0.2832,0.2780,0.9879,0.2780,0.2217,0.5356
469.00,0.3110,0.4704,0.5108,0.2428,0.7309,0.3134,0.5462,0.3540,0.3842,0.4603,0.3868,1.1760,0.7841,0.2907,0.2806,0.2756,0.9889,0.2756,0.2199,0.5361
470.00,0.3076,0.4670,0.5106,0.2429,0.7336,0.3076,0.5455,0.3524,0.3773,0.4608,0.3861,1.1756,0.7884,0.2877,0.2816,0.2727,0.9875,0.2727,0.2180,0.5394
471.00,0.3047,0.4667,0.5158,0.2407,0.7319,0.3047,0.5502,0.3538,0.3782,0.4667,0.3833,1.1788,0.7959,0.2898,0.2850,0.2751,0.9923,0.2751,0.2162,0.5503
472.00,0.3088,0.4720,0.5189,0.2412,0.7360,0.3101,0.5540,0.3570,0.3776,0.4693,0.3921,1.1764,0.8062,0.2895,0.2895,0.2777,0.9992,0.2777,0.2184,0.5588
473.00,0.3057,0.4787,0.5238,0.2393,0.7395,0.3104,0.5617,0.3555,0.3767,0.4717,0.3909,1.1778,0.8153,0.2867,0.2867,0.2845,1.0047,0.2845,0.2204,0.5664
474.00,0.3053,0.4842,0.5342,0.2403,0.7440,0.3135,0.5677,0.3635,0.3749,0.4723,0.3924,1.1828,0.8219,0.2903,0.2903,0.2903,1.0075,0.2867,0.2253,0.5723
475.00,0.2956,0.4822,0.5324,0.2323,0.7416,0.3047,0.5685,0.3594,0.3638,0.4687,0.3821,1.1736,0.8190,0.2867,0.2821,0.2821,1.0008,0.2820,0.2185,0.5688
476.00,0.2941,0.4838,0.5405,0.2394,0.7468,0.3043,0.5672,0.3622,0.3622,0.4749,0.3845,1.1746,0.8295,0.2897,0.2877,0.2865,1.0065,0.2808,0.2216,0.5774
477.00,0.2928,0.4872,0.5419,0.2360,0.7471,0.3036,0.5704,0.3626,0.3626,0.4785,0.3868,1.1685,0.8367,0.2861,0.2928,0.2884,1.0093,0.2820,0.2186,0.5835
478.00,0.3008,0.4965,0.5488,0.2385,0.7531,0.3093,0.5787,0.3658,0.3625,0.4880,0.3949,1.1678,0.8496,0.2889,0.2974,0.2932,1.0172,0.2889,0.2214,0.5982
479.00,0.2942,0.5001,0.5549,0.2353,0.7524,0.3070,0.5841,0.3616,0.3613,0.4875,0.3950,1.1595,0.8531,0.2858,0.2902,0.2944,1.0211,0.2902,0.2228,0.5970
480.00,0.2951,0.5045,0.5621,0.2346,0.7597,0.3116,0.5880,0.3687,0.3581,0.4909,0.3951,1.1548,0.8596,0.2893,0.2963,0.3004,1.0242,0.2963,0.2275,0.6074
481.00,0.2870,0.5078,0.5644,0.2348,0.7606,0.3076,0.5927,0.3701,0.3539,0.4917,0.3925,1.1487,0.8639,0.2892,0.2954,0.2995,1.0256,0.2954,0.2264,0.6089
482.00,0.2850,0.5073,0.5691,0.2342,0.7637,0.3057,0.5969,0.3683,0.3462,0.4977,0.3922,1.1447,0.8732,0.2890,0.3000,0.3009,1.0257,0.2969,0.2254,0.6160
483.00,0.2854,0.5122,0.5707,0.2307,0.7621,0.3049,0.5981,0.3713,0.3477,0.5003,0.3949,1.1367,0.8833,0.2891,0.3010,0.3012,1.0279,0.2973,0.2266,0.6254
484.00,0.2879,0.5205,0.5792,0.2342,0.7674,0.3083,0.6061,0.3735,0.3455,0.5040,0.4004,1.1309,0.8913,0.2891,0.3033,0.3083,1.0372,0.3044,0.2276,0.6330
485.00,0.2852,0.5255,0.5859,0.2323,0.7729,0.3099,0.6123,0.3762,0.3439,0.5066,0.4026,1.1236,0.8975,0.2910,0.3024,0.3120,1.0409,0.3061,0.2306,0.6366
486.00,0.2821,0.5322,0.5916,0.2331,0.7742,0.3110,0.6176,0.3778,0.3385,0.5077,0.4008,1.1156,0.9026,0.2895,0.3036,0.3147,1.0407,0.3073,0.2301,0.6398
487.00,0.2774,0.5331,0.5988,0.2336,0.7777,0.3102,0.6243,0.3832,0.3356,0.5149,0.4016,1.1056,0.9094,0.2920,0.3066,0.3141,1.0405,0.3068,0.2335,0.6466
488.00,0.2768,0.5368,0.6013,0.2339,0.7804,0.3091,0.6264,0.3818,0.3305,0.5189,0.4033,1.0944,0.9186,0.2912,0.3066,0.3162,1.0439,0.3101,0.2303,0.6561
489.00,0.2764,0.5407,0.6060,0.2322,0.7820,0.3081,0.6287,0.3820,0.3292,0.5231,0.4051,1.0823,0.9266,0.2905,0.3100,0.3171,1.0478,0.3136,0.2287,0.6643
490.00,0.2760,0.5499,0.6156,0.2310,0.7857,0.3127,0.6364,0.3853,0.3306,0.5298,0.4095,1.0706,0.9365,0.2926,0.3133,0.3258,1.0569,0.3196,0.2331,0.6716
491.00,0.2748,0.5538,0.6216,0.2309,0.7913,0.3157,0.6420,0.3872,0.3257,0.5298,0.4141,1.0621,0.9441,0.2888,0.3125,0.3261,1.0595,0.3227,0.2343,0.6759
492.00,0.2698,0.5593,0.6280,0.2309,0.7946,0.3141,0.6480,0.3895,0.3198,0.5327,0.4117,1.0490,0.9488,0.2918,0.3152,0.3285,1.0610,0.3241,0.2352,0.6803
493.00,0.2681,0.5642,0.6342,0.2322,0.7993,0.3138,0.6538,0.3922,0.3171,0.5381,0.4136,1.0405,0.9564,0.2943,0.3171,0.3302,1.0642,0.3236,0.2387,0.6850
494.00,0.2710,0.5708,0.6406,0.2331,0.8013,0.3158,0.6598,0.3953,0.3164,0.5452,0.4177,1.0272,0.9660,0.2966,0.3216,0.3318,1.0691,0.3280,0.2369,0.6945
495.00,0.2702,0.5758,0.6478,0.2357,0.8048,0.3146,0.6667,0.3962,0.3142,0.5505,0.4216,1.0114,0.9779,0.2956,0.3238,0.3366,1.0753,0.3334,0.2420,0.7043
496.00,0.2687,0.5854,0.6541,0.2348,0.8080,0.3198,0.6726,0.3998,0.3127,0.5568,0.4266,0.9998,0.9853,0.2964,0.3250,0.3414,1.0807,0.3383,0.2420,0.7105
497.00,0.2671,0.5905,0.6633,0.2339,0.8141,0.3213,0.6797,0.4014,0.3106,0.5587,0.4290,0.9877,0.9920,0.2959,0.3278,0.3459,1.0854,0.3429,0.2447,0.7172
498.00,0.2651,0.5965,0.6702,0.2350,0.8202,0.3206,0.6874,0.4052,0.3064,0.5616,0.4298,0.9753,0.9992,0.2994,0.3295,0.3472,1.0858,0.3467,0.2468,0.7228
499.00,0.2607,0.5997,0.6749,0.2345,0.8224,0.3212,0.6896,0.4055,0.3008,0.5677,0.4316,0.9604,1.0081,0.2983,0.3303,0.3502,1.0918,0.3475,0.2460,0.7272
500.00,0.2623,0.6057,0.6802,0.2340,0.8236,0.3207,0.6963,0.4076,0.2963,0.5726,0.4349,0.9445,1.0161,0.2991,0.3349,0.3490,1.0953,0.3490,0.2462,0.7340
501.00,0.2621,0.6138,0.6886,0.2360,0.8288,0.3247,0.7025,0.4094,0.2954,0.5801,0.4415,0.9301,1.0260,0.2998,0.3386,0.3556,1.1036,0.3556,0.2499,0.7429
502.00,0.2621,0.6231,0.6963,0.2354,0.8346,0.3289,0.7121,0.4130,0.2969,0.5856,0.4455,0.9178,1.0366,0.3023,0.3403,0.3615,1.1125,0.3637,0.2535,0.7506
503.00,0.2601,0.6298,0.7045,0.2365,0.8396,0.3319,0.7202,0.4170,0.2919,0.5874,0.4464,0.9019,1.0418,0.3030,0.3425,0.3640,1.1158,0.3666,0.2552,0.7571
504.00,0.2587,0.6367,0.7146,0.2388,0.8444,0.3322,0.7276,0.4187,0.2890,0.5943,0.4499,0.8876,1.0503,0.3063,0.3435,0.3668,1.1212,0.3694,0.2578,0.7613
505.00,0.2564,0.6406,0.7197,0.2401,0.8482,0.3315,0.7324,0.4193,0.2843,0.5989,0.4513,0.8733,1.0557,0.3061,0.3472,0.3685,1.1238,0.3711,0.2568,0.7684
506.00,0.2572,0.6478,0.7274,0.2402,0.8520,0.3318,0.7377,0.4229,0.2825,0.6060,0.4573,0.8591,1.0666,0.3069,0.3513,0.3711,1.1312,0.3757,0.2576,0.7771
507.00,0.2555,0.6551,0.7352,0.2387,0.8567,0.3336,0.7450,0.4237,0.2798,0.6112,0.4603,0.8433,1.0759,0.3069,0.3530,0.3751,1.1391,0.3800,0.2583,0.7840
508.00,0.2567,0.6647,0.7439,0.2416,0.8635,0.3391,0.7542,0.4294,0.2796,0.6187,0.4674,0.8309,1.0861,0.3113,0.3573,0.3819,1.1471,0.3874,0.2646,0.7930
509.00,0.2554,0.6726,0.7529,0.2432,0.8700,0.3431,0.7632,0.4327,0.2776,0.6235,0.4712,0.8176,1.0946,0.3129,0.3607,0.3862,1.1527,0.3932,0.2674,0.7980
510.00,0.2517,0.6787,0.7620,0.2445,0.8755,0.3421,0.7711,0.4345,0.2725,0.6287,0.4731,0.8034,1.0999,0.3126,0.3622,0.3872,1.1567,0.3940,0.2691,0.8032
511.00,0.2512,0.6851,0.7696,0.2467,0.8806,0.3446,0.7763,0.4360,0.2707,0.6341,0.4761,0.7904,1.1078,0.3157,0.3670,0.3889,1.1630,0.3982,0.2691,0.8118
