USPM-SA v1.00 DATAFILE 380-1050
wavelength,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6,DATA7,DATA8,DATA9,DATA10,DATA11,DATA12,DATA13,DATA14,DATA15,DATA16,DATA17,DATA18,DATA19,DATA20
509.00,0.2697,1.0329,0.5631,0.5561,0.8843,0.3268,0.4898,0.2442,0.2920,0.4791,0.3719,0.6304,0.4025,0.4197,0.3825,0.3849,0.8504,0.2813,0.2697,0.4443
510.00,0.2695,1.0367,0.5678,0.5591,0.8914,0.3301,0.4951,0.2464,0.2903,0.4819,0.3732,0.6336,0.4012,0.4190,0.3827,0.3849,0.8573,0.2808,0.2695,0.4440
511.00,0.2736,1.0428,0.5717,0.5626,0.9010,0.3315,0.4983,0.2512,0.2889,0.4894,0.3781,0.6383,0.4023,0.4200,0.3869,0.3894,0.8653,0.2824,0.2715,0.4448
512.00,0.2763,1.0478,0.5785,0.5677,0.9104,0.3348,0.5040,0.2524,0.2893,0.4961,0.3811,0.6443,0.4028,0.4209,0.3898,0.3941,0.8743,0.2849,0.2770,0.4498
513.00,0.2783,1.0578,0.5858,0.5739,0.9196,0.3381,0.5090,0.2562,0.2910,0.5026,0.3834,0.6515,0.4047,0.4263,0.3932,0.3987,0.8856,0.2893,0.2804,0.4560
514.00,0.2790,1.0646,0.5910,0.5785,0.9295,0.3409,0.5125,0.2583,0.2915,0.5080,0.3863,0.6588,0.4052,0.4281,0.3949,0.4011,0.8928,0.2932,0.2829,0.4588
515.00,0.2821,1.0702,0.5953,0.5829,0.9387,0.3434,0.5160,0.2639,0.2923,0.5118,0.3879,0.6622,0.4062,0.4303,0.3958,0.4040,0.8999,0.2963,0.2842,0.4609
516.00,0.2823,1.0737,0.5996,0.5864,0.9468,0.3458,0.5196,0.2645,0.2915,0.5151,0.3901,0.6657,0.4072,0.4297,0.3967,0.4046,0.9057,0.2955,0.2850,0.4614
517.00,0.2848,1.0797,0.6060,0.5920,0.9567,0.3480,0.5253,0.2685,0.2914,0.5222,0.3926,0.6708,0.4070,0.4302,0.4004,0.4093,0.9141,0.2976,0.2886,0.4636
518.00,0.2877,1.0870,0.6134,0.5949,0.9657,0.3520,0.5303,0.2709,0.2918,0.5282,0.3957,0.6777,0.4074,0.4334,0.4033,0.4128,0.9239,0.2994,0.2931,0.4676
519.00,0.2909,1.0961,0.6190,0.6023,0.9770,0.3545,0.5351,0.2744,0.2928,0.5355,0.3990,0.6845,0.4101,0.4382,0.4064,0.4178,0.9343,0.3041,0.2967,0.4737
520.00,0.2935,1.1034,0.6247,0.6083,0.9875,0.3604,0.5395,0.2789,0.2953,0.5425,0.4029,0.6921,0.4125,0.4417,0.4089,0.4216,0.9443,0.3087,0.3007,0.4788
521.00,0.2952,1.1086,0.6296,0.6125,0.9973,0.3630,0.5429,0.2820,0.2959,0.5458,0.4058,0.6956,0.4140,0.4415,0.4094,0.4230,0.9505,0.3112,0.3012,0.4800
522.00,0.2966,1.1143,0.6346,0.6186,1.0059,0.3660,0.5489,0.2858,0.2950,0.5509,0.4080,0.7008,0.4152,0.4430,0.4115,0.4255,0.9587,0.3123,0.3033,0.4814
523.00,0.3009,1.1215,0.6426,0.6219,1.0172,0.3696,0.5550,0.2889,0.2955,0.5572,0.4122,0.7062,0.4157,0.4465,0.4159,0.4298,0.9675,0.3146,0.3062,0.4848
524.00,0.3052,1.1286,0.6490,0.6271,1.0277,0.3747,0.5609,0.2934,0.2978,0.5666,0.4151,0.7135,0.4178,0.4493,0.4195,0.4359,0.9783,0.3192,0.3119,0.4914
525.00,0.3077,1.1372,0.6563,0.6328,1.0382,0.3780,0.5658,0.2971,0.2994,0.5734,0.4196,0.7207,0.4202,0.4543,0.4219,0.4400,0.9887,0.3235,0.3163,0.4955
526.00,0.3101,1.1452,0.6623,0.6394,1.0495,0.3811,0.5716,0.3004,0.3006,0.5783,0.4232,0.7268,0.4218,0.4572,0.4234,0.4427,0.9981,0.3277,0.3198,0.4991
527.00,0.3128,1.1510,0.6668,0.6459,1.0593,0.3860,0.5759,0.3048,0.3013,0.5825,0.4258,0.7320,0.4242,0.4606,0.4273,0.4450,1.0064,0.3301,0.3220,0.5023
528.00,0.3172,1.1558,0.6735,0.6504,1.0704,0.3891,0.5822,0.3088,0.3020,0.5900,0.4288,0.7370,0.4261,0.4610,0.4298,0.4491,1.0151,0.3323,0.3240,0.5060
529.00,0.3216,1.1628,0.6807,0.6551,1.0807,0.3933,0.5890,0.3114,0.3037,0.5967,0.4342,0.7441,0.4267,0.4640,0.4333,0.4533,1.0253,0.3354,0.3293,0.5102
530.00,0.3258,1.1710,0.6892,0.6608,1.0921,0.3982,0.5945,0.3165,0.3050,0.6047,0.4390,0.7514,0.4300,0.4691,0.4375,0.4585,1.0377,0.3407,0.3347,0.5158
531.00,0.3284,1.1786,0.6954,0.6656,1.1027,0.4014,0.5986,0.3210,0.3072,0.6116,0.4416,0.7581,0.4311,0.4743,0.4399,0.4611,1.0461,0.3435,0.3389,0.5221
532.00,0.3322,1.1862,0.7016,0.6728,1.1131,0.4051,0.6057,0.3254,0.3087,0.6165,0.4447,0.7646,0.4339,0.4764,0.4418,0.4653,1.0557,0.3489,0.3419,0.5254
533.00,0.3356,1.1910,0.7069,0.6786,1.1244,0.4102,0.6115,0.3289,0.3106,0.6222,0.4483,0.7691,0.4368,0.4787,0.4454,0.4686,1.0651,0.3520,0.3443,0.5288
534.00,0.3399,1.1982,0.7141,0.6843,1.1353,0.4153,0.6175,0.3341,0.3118,0.6300,0.4537,0.7754,0.4397,0.4836,0.4483,0.4724,1.0743,0.3544,0.3485,0.5335
535.00,0.3444,1.2044,0.7211,0.6884,1.1469,0.4190,0.6250,0.3373,0.3130,0.6365,0.4573,0.7830,0.4401,0.4855,0.4527,0.4783,1.0838,0.3584,0.3532,0.5376
536.00,0.3492,1.2134,0.7298,0.6945,1.1583,0.4234,0.6318,0.3422,0.3147,0.6449,0.4633,0.7910,0.4432,0.4916,0.4563,0.4827,1.0965,0.3631,0.3598,0.5442
537.00,0.3538,1.2211,0.7361,0.7004,1.1701,0.4281,0.6376,0.3478,0.3163,0.6522,0.4666,0.7984,0.4460,0.4955,0.4597,0.4868,1.1073,0.3685,0.3634,0.5509
538.00,0.3585,1.2297,0.7431,0.7077,1.1819,0.4345,0.6451,0.3531,0.3204,0.6589,0.4726,0.8045,0.4497,0.5011,0.4633,0.4918,1.1181,0.3735,0.3681,0.5557
539.00,0.3622,1.2362,0.7507,0.7154,1.1950,0.4390,0.6521,0.3579,0.3225,0.6658,0.4765,0.8113,0.4534,0.5046,0.4671,0.4956,1.1286,0.3779,0.3727,0.5603
540.00,0.3674,1.2423,0.7570,0.7199,1.2054,0.4436,0.6581,0.3621,0.3236,0.6723,0.4802,0.8171,0.4551,0.5069,0.4703,0.5002,1.1372,0.3808,0.3768,0.5649
541.00,0.3721,1.2502,0.7653,0.7252,1.2170,0.4485,0.6655,0.3668,0.3253,0.6805,0.4856,0.8250,0.4582,0.5121,0.4750,0.5047,1.1485,0.3845,0.3822,0.5705
542.00,0.3781,1.2589,0.7738,0.7318,1.2285,0.4533,0.6726,0.3717,0.3272,0.6884,0.4913,0.8330,0.4613,0.5176,0.4784,0.5109,1.1613,0.3900,0.3875,0.5779
543.00,0.3815,1.2678,0.7809,0.7389,1.2409,0.4589,0.6801,0.3774,0.3303,0.6960,0.4966,0.8409,0.4650,0.5241,0.4833,0.5160,1.1725,0.3970,0.3931,0.5844
544.00,0.3868,1.2752,0.7886,0.7463,1.2534,0.4647,0.6867,0.3821,0.3337,0.7036,0.5011,0.8471,0.4686,0.5284,0.4868,0.5193,1.1832,0.4011,0.3972,0.5900
545.00,0.3912,1.2805,0.7949,0.7527,1.2654,0.4688,0.6936,0.3865,0.3352,0.7088,0.5050,0.8531,0.4718,0.5313,0.4899,0.5231,1.1930,0.4054,0.4015,0.5942
546.00,0.3979,1.2886,0.8027,0.7591,1.2780,0.4751,0.7024,0.3928,0.3378,0.7177,0.5122,0.8618,0.4753,0.5380,0.4956,0.5291,1.2047,0.4097,0.4082,0.6010
547.00,0.4039,1.2961,0.8105,0.7642,1.2899,0.4798,0.7091,0.3975,0.3384,0.7258,0.5167,0.8681,0.4770,0.5414,0.4988,0.5335,1.2145,0.4143,0.4130,0.6067
548.00,0.4083,1.3050,0.8184,0.7707,1.3009,0.4855,0.7164,0.4019,0.3410,0.7335,0.5217,0.8762,0.4812,0.5485,0.5029,0.5396,1.2270,0.4193,0.4185,0.6140
549.00,0.4151,1.3134,0.8266,0.7792,1.3132,0.4913,0.7251,0.4088,0.3450,0.7420,0.5281,0.8849,0.4854,0.5547,0.5078,0.5450,1.2388,0.4261,0.4253,0.6215
550.00,0.4194,1.3204,0.8337,0.7847,1.3261,0.4964,0.7325,0.4142,0.3486,0.7479,0.5319,0.8908,0.4889,0.5596,0.5106,0.5495,1.2493,0.4308,0.4295,0.6266
551.00,0.4245,1.3268,0.8411,0.7918,1.3386,0.5014,0.7389,0.4194,0.3486,0.7541,0.5368,0.8977,0.4923,0.5631,0.5141,0.5521,1.2601,0.4344,0.4333,0.6315
552.00,0.4307,1.3342,0.8499,0.7991,1.3507,0.5076,0.7474,0.4252,0.3525,0.7630,0.5428,0.9054,0.4958,0.5680,0.5197,0.5592,1.2705,0.4391,0.4395,0.6386
553.00,0.4377,1.3426,0.8585,0.8061,1.3622,0.5138,0.7559,0.4306,0.3548,0.7723,0.5491,0.9139,0.5004,0.5750,0.5251,0.5654,1.2836,0.4445,0.4465,0.6463
554.00,0.4451,1.3510,0.8670,0.8130,1.3754,0.5196,0.7628,0.4364,0.3574,0.7802,0.5559,0.9224,0.5036,0.5824,0.5299,0.5713,1.2962,0.4514,0.4528,0.6542
555.00,0.4495,1.3592,0.8748,0.8205,1.3885,0.5252,0.7701,0.4420,0.3610,0.7888,0.5604,0.9302,0.5086,0.5882,0.5340,0.5756,1.3077,0.4583,0.4583,0.6615
556.00,0.4565,1.3684,0.8836,0.8293,1.4017,0.5324,0.7792,0.4490,0.3647,0.7956,0.5665,0.9380,0.5130,0.5939,0.5387,0.5812,1.3200,0.4637,0.4641,0.6684
557.00,0.4630,1.3752,0.8910,0.8358,1.4141,0.5376,0.7872,0.4547,0.3672,0.8036,0.5725,0.9461,0.5173,0.5998,0.5428,0.5864,1.3305,0.4679,0.4692,0.6745
558.00,0.4698,1.3833,0.8996,0.8428,1.4270,0.5444,0.7956,0.4598,0.3700,0.8131,0.5789,0.9544,0.5210,0.6058,0.5487,0.5918,1.3432,0.4725,0.4759,0.6816
559.00,0.4782,1.3924,0.9094,0.8520,1.4409,0.5520,0.8051,0.4668,0.3726,0.8229,0.5863,0.9640,0.5253,0.6143,0.5545,0.5990,1.3557,0.4795,0.4834,0.6907
560.00,0.4840,1.4013,0.9188,0.8590,1.4534,0.5579,0.8131,0.4729,0.3766,0.8313,0.5923,0.9724,0.5304,0.6203,0.5601,0.6050,1.3684,0.4856,0.4904,0.6993
561.00,0.4903,1.4086,0.9261,0.8668,1.4655,0.5636,0.8209,0.4794,0.3804,0.8393,0.5974,0.9804,0.5343,0.6269,0.5642,0.6109,1.3806,0.4922,0.4960,0.7060
562.00,0.4970,1.4171,0.9333,0.8755,1.4799,0.5709,0.8294,0.4854,0.3836,0.8473,0.6042,0.9884,0.5395,0.6339,0.5689,0.6153,1.3922,0.4972,0.5021,0.7142
563.00,0.5055,1.4253,0.9443,0.8840,1.4934,0.5786,0.8404,0.4940,0.3887,0.8558,0.6107,0.9969,0.5453,0.6402,0.5748,0.6223,1.4036,0.5042,0.5094,0.7223
564.00,0.5122,1.4318,0.9509,0.8901,1.5055,0.5839,0.8477,0.4990,0.3902,0.8638,0.6170,1.0037,0.5488,0.6469,0.5787,0.6276,1.4148,0.5089,0.5147,0.7283
565.00,0.5207,1.4407,0.9607,0.8987,1.5181,0.5903,0.8561,0.5058,0.3936,0.8742,0.6232,1.0136,0.5536,0.6542,0.5852,0.6342,1.4291,0.5155,0.5232,0.7374
566.00,0.5274,1.4489,0.9697,0.9076,1.5321,0.5979,0.8658,0.5119,0.3980,0.8830,0.6306,1.0237,0.5585,0.6626,0.5918,0.6419,1.4427,0.5222,0.5300,0.7468
567.00,0.5348,1.4592,0.9788,0.9165,1.5448,0.6049,0.8737,0.5192,0.4024,0.8918,0.6374,1.0320,0.5634,0.6711,0.5972,0.6478,1.4552,0.5296,0.5374,0.7555
568.00,0.5416,1.4656,0.9867,0.9242,1.5589,0.6116,0.8828,0.5257,0.4056,0.8981,0.6429,1.0388,0.5684,0.6767,0.6009,0.6517,1.4652,0.5348,0.5426,0.7627
569.00,0.5500,1.4734,0.9957,0.9329,1.5726,0.6187,0.8918,0.5330,0.4097,0.9074,0.6500,1.0467,0.5736,0.6840,0.6063,0.6579,1.4779,0.5410,0.5494,0.7703
570.00,0.5582,1.4806,1.0053,0.9414,1.5856,0.6255,0.9013,0.5403,0.4135,0.9165,0.6569,1.0560,0.5787,0.6910,0.6124,0.6648,1.4909,0.5468,0.5569,0.7785
571.00,0.5680,1.4904,1.0166,0.9509,1.5994,0.6326,0.9114,0.5471,0.4182,0.9272,0.6654,1.0667,0.5840,0.7009,0.6194,0.6733,1.5047,0.5549,0.5654,0.7890
572.00,0.5754,1.5007,1.0254,0.9585,1.6137,0.6401,0.9202,0.5540,0.4230,0.9358,0.6728,1.0760,0.5896,0.7090,0.6250,0.6794,1.5186,0.5619,0.5735,0.7985
573.00,0.5843,1.5097,1.0341,0.9692,1.6286,0.6486,0.9308,0.5612,0.4282,0.9453,0.6793,1.0865,0.5958,0.7183,0.6308,0.6859,1.5321,0.5692,0.5798,0.8076
574.00,0.5925,1.5184,1.0437,0.9786,1.6424,0.6563,0.9401,0.5695,0.4326,0.9538,0.6864,1.0946,0.6009,0.7262,0.6368,0.6912,1.5432,0.5757,0.5872,0.8157
575.00,0.6004,1.5241,1.0521,0.9856,1.6554,0.6619,0.9494,0.5753,0.4368,0.9615,0.6925,1.1015,0.6059,0.7313,0.6407,0.6965,1.5543,0.5819,0.5926,0.8230
576.00,0.6090,1.5324,1.0621,0.9953,1.6694,0.6692,0.9592,0.5823,0.4402,0.9714,0.7012,1.1116,0.6101,0.7413,0.6476,0.7039,1.5680,0.5874,0.6010,0.8336
577.00,0.6182,1.5421,1.0724,1.0048,1.6833,0.6779,0.9681,0.5903,0.4451,0.9826,0.7090,1.1214,0.6171,0.7503,0.6546,0.7122,1.5834,0.5949,0.6101,0.8433
578.00,0.6280,1.5533,1.0824,1.0148,1.6983,0.6862,0.9789,0.5984,0.4512,0.9924,0.7166,1.1316,0.6236,0.7596,0.6612,0.7189,1.5981,0.6047,0.6191,0.8545
579.00,0.6382,1.5630,1.0931,1.0258,1.7144,0.6937,0.9896,0.6074,0.4570,1.0029,0.7247,1.1429,0.6305,0.7701,0.6682,0.7260,1.6123,0.6130,0.6264,0.8645
580.00,0.6467,1.5699,1.1010,1.0349,1.7279,0.7019,0.9994,0.6144,0.4623,1.0108,0.7315,1.1505,0.6358,0.7781,0.6737,0.7327,1.6239,0.6185,0.6335,0.8727
581.00,0.6440,1.5542,1.0929,1.0252,1.7174,0.6981,0.9956,0.6108,0.4584,1.0023,0.7282,1.1394,0.6309,0.7717,0.6689,0.7272,1.6107,0.6148,0.6309,0.8674
582.00,0.6668,1.5934,1.1242,1.0568,1.7661,0.7195,1.0241,0.6312,0.4731,1.0326,0.7511,1.1725,0.6492,0.7972,0.6888,0.7491,1.6571,0.6336,0.6517,0.8940
583.00,0.6877,1.6282,1.1528,1.0834,1.8044,0.7407,1.0485,0.6502,0.4869,1.0618,0.7717,1.2031,0.6669,0.8192,0.7076,0.7691,1.6977,0.6539,0.6723,0.9196
584.00,0.6732,1.5817,1.1240,1.0554,1.7588,0.7230,1.0228,0.6352,0.4756,1.0336,0.7513,1.1740,0.6498,0.8017,0.6905,0.7511,1.6536,0.6392,0.6579,0.8986
585.00,0.7029,1.6349,1.1652,1.0973,1.8205,0.7519,1.0613,0.6627,0.4942,1.0728,0.7805,1.2165,0.6738,0.8359,0.7168,0.7777,1.7134,0.6646,0.6831,0.9343
586.00,0.7035,1.6215,1.1596,1.0919,1.8110,0.7491,1.0572,0.6624,0.4937,1.0687,0.7764,1.2085,0.6713,0.8318,0.7129,0.7737,1.7038,0.6632,0.6823,0.9315
587.00,0.7053,1.6085,1.1533,1.0862,1.8019,0.7463,1.0549,0.6605,0.4921,1.0635,0.7753,1.2013,0.6688,0.8291,0.7101,0.7693,1.6927,0.6596,0.6817,0.9292
588.00,0.7239,1.6391,1.1801,1.1099,1.8406,0.7644,1.0803,0.6779,0.5037,1.0871,0.7955,1.2262,0.6834,0.8495,0.7266,0.7886,1.7298,0.6780,0.6996,0.9508
589.00,0.7347,1.6530,1.1923,1.1221,1.8620,0.7758,1.0942,0.6867,0.5105,1.1005,0.8064,1.2413,0.6926,0.8625,0.7362,0.7983,1.7496,0.6880,0.7096,0.9651
590.00,0.7432,1.6568,1.1980,1.1278,1.8709,0.7816,1.1015,0.6925,0.5144,1.1069,0.8113,1.2479,0.6958,0.8708,0.7404,0.8025,1.7582,0.6939,0.7162,0.9726
591.00,0.7520,1.6648,1.2053,1.1373,1.8837,0.7887,1.1106,0.7007,0.5206,1.1149,0.8183,1.2552,0.7024,0.8790,0.7458,0.8078,1.7707,0.7021,0.7239,0.9812
592.00,0.7609,1.6712,1.2141,1.1453,1.8966,0.7960,1.1197,0.7083,0.5261,1.1237,0.8243,1.2627,0.7082,0.8863,0.7514,0.8121,1.7819,0.7082,0.7299,0.9902
593.00,0.7723,1.6788,1.2241,1.1546,1.9109,0.8053,1.1310,0.7162,0.5325,1.1324,0.8349,1.2736,0.7145,0.8960,0.7594,0.8205,1.7943,0.7149,0.7395,0.9998
594.00,0.7827,1.6860,1.2340,1.1631,1.9242,0.8130,1.1416,0.7233,0.5377,1.1422,0.8427,1.2825,0.7206,0.9054,0.7664,0.8278,1.8095,0.7226,0.7482,1.0100
595.00,0.7924,1.6949,1.2435,1.1722,1.9383,0.8211,1.1516,0.7316,0.5432,1.1527,0.8508,1.2931,0.7269,0.9163,0.7728,0.8346,1.8235,0.7316,0.7573,1.0217
596.00,0.8041,1.7042,1.2528,1.1812,1.9515,0.8284,1.1609,0.7392,0.5500,1.1623,0.8595,1.3015,0.7325,0.9257,0.7798,0.8420,1.8366,0.7392,0.7649,1.0325
597.00,0.8134,1.7122,1.2618,1.1925,1.9664,0.8371,1.1715,0.7482,0.5565,1.1702,0.8679,1.3108,0.7408,0.9372,0.7868,0.8476,1.8495,0.7482,0.7746,1.0430
598.00,0.8244,1.7208,1.2712,1.2002,1.9813,0.8461,1.1825,0.7568,0.5624,1.1798,0.8752,1.3207,0.7466,0.9456,0.7933,0.8536,1.8622,0.7561,0.7818,1.0526
599.00,0.8362,1.7290,1.2814,1.2096,1.9958,0.8549,1.1933,0.7651,0.5684,1.1902,0.8844,1.3302,0.7523,0.9558,0.8017,0.8613,1.8755,0.7628,0.7908,1.0628
600.00,0.8472,1.7382,1.2933,1.2188,2.0093,0.8622,1.2052,0.7740,0.5734,1.2011,0.8934,1.3408,0.7592,0.9665,0.8080,0.8690,1.8899,0.7700,0.8011,1.0737
601.00,0.8589,1.7493,1.3034,1.2302,2.0256,0.8733,1.2166,0.7824,0.5815,1.2126,0.9028,1.3522,0.7672,0.9783,0.8174,0.8774,1.9063,0.7800,0.8112,1.0867
602.00,0.8707,1.7588,1.3138,1.2406,2.0411,0.8823,1.2283,0.7921,0.5890,1.2230,0.9113,1.3632,0.7746,0.9905,0.8254,0.8857,1.9213,0.7901,0.8213,1.0989
603.00,0.8816,1.7688,1.3229,1.2508,2.0556,0.8905,1.2400,0.8013,0.5961,1.2323,0.9203,1.3730,0.7823,1.0010,0.8319,0.8923,1.9353,0.7986,0.8297,1.1092
604.00,0.8941,1.7784,1.3342,1.2614,2.0722,0.8997,1.2519,0.8106,0.6017,1.2425,0.9294,1.3829,0.7892,1.0104,0.8391,0.8986,1.9483,0.8067,0.8390,1.1209
605.00,0.9087,1.7875,1.3462,1.2706,2.0871,0.9098,1.2644,0.8208,0.6104,1.2545,0.9394,1.3946,0.7966,1.0219,0.8490,0.9082,1.9647,0.8156,0.8495,1.1323
606.00,0.9194,1.7963,1.3562,1.2799,2.1019,0.9183,1.2758,0.8285,0.6157,1.2643,0.9483,1.4050,0.8038,1.0333,0.8561,0.9156,1.9789,0.8239,0.8599,1.1437
607.00,0.9320,1.8068,1.3674,1.2897,2.1173,0.9276,1.2874,0.8383,0.6233,1.2759,0.9582,1.4167,0.8112,1.0462,0.8641,0.9240,1.9942,0.8329,0.8703,1.1568
608.00,0.9446,1.8187,1.3779,1.3009,2.1324,0.9357,1.2996,0.8481,0.6299,1.2865,0.9674,1.4281,0.8191,1.0574,0.8721,0.9318,2.0093,0.8440,0.8799,1.1697
609.00,0.9561,1.8260,1.3863,1.3111,2.1468,0.9452,1.3102,0.8570,0.6381,1.2967,0.9755,1.4365,0.8264,1.0691,0.8792,0.9383,2.0227,0.8516,0.8886,1.1798
610.00,0.9678,1.8337,1.3958,1.3191,2.1608,0.9543,1.3209,0.8663,0.6446,1.3052,0.9843,1.4467,0.8331,1.0788,0.8867,0.9441,2.0355,0.8597,0.8976,1.1903
611.00,0.9788,1.8420,1.4058,1.3265,2.1746,0.9629,1.3315,0.8740,0.6508,1.3143,0.9927,1.4564,0.8395,1.0881,0.8942,0.9513,2.0494,0.8675,0.9067,1.2011
612.00,0.9918,1.8508,1.4168,1.3361,2.1891,0.9718,1.3436,0.8831,0.6587,1.3256,1.0035,1.4669,0.8474,1.1008,0.9048,0.9602,2.0645,0.8756,0.9177,1.2139
613.00,1.0044,1.8610,1.4276,1.3459,2.2032,0.9812,1.3561,0.8932,0.6650,1.3370,1.0130,1.4774,0.8548,1.1129,0.9122,0.9684,2.0794,0.8858,0.9277,1.2263
614.00,1.0159,1.8699,1.4370,1.3548,2.2174,0.9902,1.3658,0.9013,0.6730,1.3456,1.0205,1.4875,0.8617,1.1245,0.9190,0.9754,2.0927,0.8958,0.9367,1.2374
615.00,1.0272,1.8784,1.4458,1.3644,2.2318,0.9994,1.3776,0.9105,0.6802,1.3543,1.0295,1.4967,0.8689,1.1343,0.9265,0.9817,2.1057,0.9042,0.9448,1.2486
616.00,1.0382,1.8838,1.4535,1.3727,2.2462,1.0076,1.3874,0.9182,0.6872,1.3628,1.0374,1.5045,0.8749,1.1439,0.9332,0.9879,2.1185,0.9110,0.9529,1.2583
617.00,1.0511,1.8927,1.4645,1.3816,2.2596,1.0163,1.4003,0.9274,0.6940,1.3731,1.0472,1.5151,0.8828,1.1559,0.9410,0.9954,2.1337,0.9188,0.9621,1.2695
618.00,1.0626,1.9013,1.4744,1.3886,2.2737,1.0251,1.4111,0.9353,0.7008,1.3829,1.0561,1.5251,0.8883,1.1660,0.9487,1.0035,2.1479,0.9271,0.9724,1.2812
619.00,1.0752,1.9105,1.4843,1.3977,2.2882,1.0349,1.4229,0.9442,0.7091,1.3935,1.0659,1.5354,0.8960,1.1794,0.9569,1.0111,2.1640,0.9375,0.9826,1.2938
620.00,1.0879,1.9196,1.4937,1.4075,2.3022,1.0448,1.4332,0.9540,0.7172,1.4039,1.0751,1.5446,0.9036,1.1910,0.9651,1.0187,2.1777,0.9479,0.9927,1.3048
621.00,1.0975,1.9260,1.5021,1.4166,2.3152,1.0517,1.4443,0.9625,0.7252,1.4117,1.0830,1.5538,0.9118,1.2022,0.9721,1.0250,2.1899,0.9553,0.9999,1.3154
622.00,1.1097,1.9335,1.5109,1.4241,2.3290,1.0604,1.4540,0.9695,0.7311,1.4200,1.0919,1.5613,0.9172,1.2099,0.9787,1.0300,2.2026,0.9628,1.0087,1.3252
623.00,1.1232,1.9413,1.5203,1.4322,2.3421,1.0693,1.4658,0.9788,0.7386,1.4305,1.1016,1.5706,0.9243,1.2215,0.9872,1.0381,2.2163,0.9710,1.0184,1.3364
624.00,1.1357,1.9495,1.5307,1.4404,2.3541,1.0771,1.4769,0.9871,0.7449,1.4401,1.1103,1.5800,0.9312,1.2338,0.9945,1.0460,2.2316,0.9799,1.0287,1.3486
625.00,1.1475,1.9579,1.5395,1.4487,2.3690,1.0865,1.4881,0.9969,0.7530,1.4511,1.1200,1.5909,0.9383,1.2455,1.0040,1.0542,2.2459,0.9897,1.0387,1.3603
626.00,1.1600,1.9671,1.5498,1.4586,2.3832,1.0963,1.4996,1.0045,0.7613,1.4589,1.1286,1.6010,0.9465,1.2573,1.0111,1.0598,2.2606,1.0003,1.0473,1.3727
627.00,1.1721,1.9746,1.5593,1.4676,2.3970,1.1056,1.5101,1.0145,0.7694,1.4682,1.1374,1.6090,0.9534,1.2692,1.0187,1.0661,2.2730,1.0079,1.0565,1.3831
628.00,1.1838,1.9794,1.5676,1.4755,2.4092,1.1136,1.5196,1.0215,0.7761,1.4763,1.1457,1.6169,0.9599,1.2790,1.0251,1.0728,2.2847,1.0151,1.0644,1.3931
629.00,1.1928,1.9834,1.5737,1.4809,2.4171,1.1205,1.5290,1.0277,0.7819,1.4821,1.1531,1.6231,0.9640,1.2868,1.0314,1.0784,2.2942,1.0217,1.0723,1.4013
630.00,1.2037,1.9900,1.5807,1.4873,2.4294,1.1276,1.5381,1.0357,0.7888,1.4900,1.1609,1.6317,0.9701,1.2980,1.0381,1.0838,2.3066,1.0296,1.0807,1.4129
631.00,1.2150,1.9994,1.5911,1.4970,2.4444,1.1374,1.5485,1.0451,0.7966,1.5006,1.1695,1.6434,0.9777,1.3098,1.0470,1.0919,2.3218,1.0396,1.0907,1.4246
632.00,1.2278,2.0076,1.6004,1.5072,2.4568,1.1467,1.5597,1.0531,0.8049,1.5109,1.1788,1.6520,0.9856,1.3222,1.0543,1.0978,2.3349,1.0491,1.1000,1.4361
633.00,1.2400,2.0134,1.6095,1.5163,2.4706,1.1567,1.5713,1.0622,0.8132,1.5188,1.1862,1.6610,0.9924,1.3333,1.0600,1.1052,2.3480,1.0574,1.1077,1.4474
634.00,1.2545,2.0230,1.6210,1.5269,2.4830,1.1663,1.5828,1.0727,0.8225,1.5298,1.1971,1.6717,1.0010,1.3462,1.0714,1.1121,2.3627,1.0665,1.1187,1.4596
635.00,1.2701,2.0322,1.6320,1.5365,2.4968,1.1764,1.5947,1.0824,0.8312,1.5420,1.2074,1.6850,1.0089,1.3587,1.0812,1.1215,2.3780,1.0767,1.1312,1.4720
636.00,1.2872,2.0466,1.6455,1.5502,2.5155,1.1877,1.6095,1.0941,0.8410,1.5556,1.2196,1.6986,1.0187,1.3738,1.0929,1.1318,2.3970,1.0891,1.1447,1.4885
637.00,1.3046,2.0620,1.6609,1.5636,2.5376,1.2011,1.6258,1.1063,0.8526,1.5697,1.2325,1.7134,1.0301,1.3919,1.1039,1.1426,2.4190,1.1024,1.1587,1.5069
638.00,1.3198,2.0748,1.6718,1.5754,2.5556,1.2129,1.6396,1.1178,0.8632,1.5813,1.2442,1.7245,1.0400,1.4062,1.1126,1.1513,2.4340,1.1138,1.1692,1.5203
639.00,1.3313,2.0802,1.6807,1.5850,2.5683,1.2208,1.6520,1.1268,0.8707,1.5893,1.2523,1.7336,1.0478,1.4165,1.1201,1.1573,2.4462,1.1213,1.1775,1.5306
640.00,1.3451,2.0882,1.6899,1.5937,2.5818,1.2308,1.6633,1.1364,0.8790,1.5996,1.2617,1.7431,1.0538,1.4283,1.1288,1.1647,2.4607,1.1301,1.1865,1.5406
641.00,1.3595,2.0977,1.7007,1.6041,2.5969,1.2405,1.6751,1.1463,0.8882,1.6105,1.2732,1.7530,1.0635,1.4422,1.1386,1.1731,2.4761,1.1388,1.1993,1.5552
