Data Generated by    ,Optosky
Save time:,2025/4/16 15:10:37
Material:, 
Integrate time:,12
Driver current:,700mA
Filter level:,NONE
Accumulate:,1
X Axis Unit:,WaveLength
position,value
186.059,64.00
186.445,64.00
186.832,64.00
187.218,64.00
187.604,64.00
187.990,64.00
188.377,64.00
188.763,64.00
189.149,64.00
189.536,63.00
189.922,70.00
190.308,60.00
190.695,65.00
191.081,76.00
191.468,68.00
191.855,62.00
192.241,59.00
192.628,64.00
193.014,59.00
193.401,45.00
193.788,44.00
194.175,35.00
194.561,45.00
194.948,45.00
195.335,40.00
195.722,50.00
196.109,61.00
196.496,61.00
196.883,69.00
197.270,70.00
197.657,67.00
198.044,78.00
198.431,72.00
198.818,69.00
199.205,68.00
199.592,58.00
199.979,63.00
200.367,69.00
200.754,65.00
201.141,52.00
201.529,53.00
201.916,63.00
202.303,60.00
202.691,57.00
203.078,62.00
203.466,60.00
203.853,61.00
204.241,60.00
204.628,63.00
205.016,71.00
205.404,70.00
205.791,59.00
206.179,67.00
206.567,66.00
206.954,75.00
207.342,92.00
207.730,88.00
208.118,87.00
208.506,89.00
208.894,78.00
209.282,73.00
209.670,68.00
210.058,59.00
210.446,64.00
210.834,70.00
211.222,81.00
211.610,80.00
211.998,66.00
212.386,63.00
212.774,55.00
213.163,52.00
213.551,54.00
213.939,57.00
214.328,56.00
214.716,52.00
215.104,54.00
215.493,51.00
215.881,52.00
216.270,59.00
216.658,63.00
217.047,65.00
217.435,70.00
217.824,78.00
218.213,68.00
218.601,65.00
218.990,72.00
219.379,67.00
219.767,63.00
220.156,75.00
220.545,75.00
220.934,84.00
221.323,74.00
221.712,62.00
222.100,59.00
222.489,50.00
222.878,51.00
223.267,52.00
223.657,59.00
224.046,61.00
224.435,59.00
224.824,62.00
225.213,66.00
225.602,54.00
225.991,65.00
226.381,66.00
226.770,66.00
227.159,63.00
227.549,59.00
227.938,58.00
228.327,69.00
228.717,68.00
229.106,67.00
229.496,70.00
229.885,73.00
230.275,73.00
230.664,76.00
231.054,58.00
231.444,53.00
231.833,60.00
232.223,61.00
232.613,60.00
233.003,67.00
233.392,59.00
233.782,64.00
234.172,75.00
234.562,73.00
234.952,65.00
235.342,68.00
235.732,75.00
236.122,75.00
236.512,79.00
236.902,75.00
237.292,75.00
237.682,80.00
238.072,85.00
238.462,74.00
238.852,65.00
239.243,69.00
239.633,66.00
240.023,61.00
240.414,70.00
240.804,65.00
241.194,70.00
241.585,64.00
241.975,56.00
242.366,56.00
242.756,55.00
243.147,54.00
243.537,66.00
243.928,60.00
244.318,64.00
244.709,56.00
245.100,69.00
245.490,76.00
245.881,70.00
246.272,63.00
246.663,72.00
247.053,69.00
247.444,68.00
247.835,66.00
248.226,81.00
248.617,81.00
249.008,68.00
249.399,72.00
249.790,73.00
250.181,71.00
250.572,74.00
250.963,64.00
251.354,59.00
251.745,55.00
252.137,56.00
252.528,61.00
252.919,58.00
253.310,66.00
253.702,63.00
254.093,76.00
254.484,73.00
254.876,73.00
255.267,81.00
255.659,83.00
256.050,87.00
256.442,84.00
256.833,70.00
257.225,68.00
257.616,71.00
258.008,76.00
258.399,85.00
258.791,82.00
259.183,69.00
259.575,67.00
259.966,68.00
260.358,70.00
260.750,54.00
261.142,62.00
261.534,67.00
261.926,59.00
262.317,63.00
262.709,62.00
263.101,58.00
263.493,68.00
263.885,82.00
264.278,83.00
264.670,70.00
265.062,77.00
265.454,75.00
265.846,79.00
266.238,82.00
266.631,71.00
267.023,60.00
267.415,62.00
267.807,65.00
268.200,63.00
268.592,66.00
268.985,66.00
269.377,65.00
269.770,68.00
270.162,63.00
270.555,60.00
270.947,60.00
271.340,60.00
271.732,61.00
272.125,72.00
272.518,67.00
272.910,69.00
273.303,58.00
273.696,58.00
274.089,62.00
274.481,66.00
274.874,84.00
275.267,80.00
275.660,80.00
276.053,87.00
276.446,86.00
276.839,85.00
277.232,85.00
277.625,78.00
278.018,74.00
278.411,73.00
278.804,87.00
279.197,87.00
279.590,71.00
279.984,66.00
280.377,57.00
280.770,45.00
281.163,40.00
281.557,51.00
281.950,49.00
282.343,43.00
282.737,49.00
283.130,46.00
283.524,59.00
283.917,65.00
284.311,67.00
284.704,76.00
285.098,83.00
285.491,79.00
285.885,77.00
286.279,82.00
286.672,70.00
287.066,64.00
287.460,59.00
287.853,60.00
288.247,66.00
288.641,73.00
289.035,71.00
289.429,70.00
289.823,63.00
290.217,56.00
290.611,57.00
291.004,60.00
291.398,51.00
291.793,56.00
292.187,61.00
292.581,61.00
292.975,63.00
293.369,80.00
293.763,84.00
294.157,80.00
294.551,75.00
294.946,76.00
295.340,78.00
295.734,80.00
296.129,73.00
296.523,79.00
296.917,83.00
297.312,92.00
297.706,90.00
298.101,77.00
298.495,77.00
298.890,73.00
299.284,76.00
299.679,76.00
300.073,77.00
300.468,64.00
300.863,58.00
301.257,61.00
301.652,67.00
302.047,71.00
302.442,75.00
302.836,79.00
303.231,82.00
303.626,88.00
304.021,89.00
304.416,96.00
304.811,88.00
305.206,95.00
305.601,87.00
305.996,82.00
306.391,75.00
306.786,72.00
307.181,71.00
307.576,73.00
307.971,71.00
308.366,85.00
308.762,81.00
309.157,71.00
309.552,71.00
309.947,69.00
310.343,60.00
310.738,60.00
311.133,60.00
311.529,55.00
311.924,68.00
312.320,81.00
312.715,79.00
313.111,82.00
313.506,84.00
313.902,83.00
314.297,82.00
314.693,79.00
315.088,76.00
315.484,84.00
315.880,82.00
316.276,76.00
316.671,78.00
317.067,80.00
317.463,89.00
317.859,84.00
318.254,81.00
318.650,70.00
319.046,61.00
319.442,72.00
319.838,73.00
320.234,77.00
320.630,66.00
321.026,68.00
321.422,81.00
321.818,83.00
322.214,73.00
322.610,77.00
323.007,99.00
323.403,94.00
323.799,87.00
324.195,78.00
324.592,87.00
324.988,81.00
325.384,85.00
325.781,91.00
326.177,99.00
326.573,100.00
326.970,95.00
327.366,80.00
327.763,78.00
328.159,88.00
328.556,91.00
328.952,74.00
329.349,68.00
329.745,70.00
330.142,68.00
330.539,73.00
330.935,83.00
331.332,80.00
331.729,85.00
332.126,79.00
332.522,85.00
332.919,88.00
333.316,94.00
333.713,80.00
334.110,82.00
334.507,86.00
334.904,90.00
335.301,86.00
335.698,88.00
336.095,92.00
336.492,93.00
336.889,94.00
337.286,84.00
337.683,80.00
338.080,97.00
338.477,91.00
338.875,77.00
339.272,79.00
339.669,71.00
340.066,74.00
340.464,92.00
340.861,88.00
341.258,75.00
341.656,70.00
342.053,78.00
342.451,82.00
342.848,88.00
343.246,86.00
343.643,89.00
344.041,96.00
344.438,112.00
344.836,112.00
345.233,108.00
345.631,99.00
346.029,103.00
346.427,94.00
346.824,87.00
347.222,77.00
347.620,76.00
348.018,78.00
348.415,73.00
348.813,73.00
349.211,66.00
349.609,67.00
350.007,73.00
350.405,73.00
350.803,76.00
351.201,82.00
351.599,80.00
351.997,94.00
352.395,87.00
352.793,96.00
353.191,95.00
353.589,97.00
353.988,100.00
354.386,101.00
354.784,99.00
355.182,100.00
355.581,101.00
355.979,108.00
356.377,106.00
356.776,101.00
357.174,103.00
357.573,101.00
357.971,87.00
358.369,81.00
358.768,77.00
359.166,80.00
359.565,88.00
359.964,84.00
360.362,80.00
360.761,80.00
361.159,99.00
361.558,98.00
361.957,102.00
362.355,105.00
362.754,102.00
363.153,89.00
363.552,97.00
363.951,101.00
364.349,96.00
364.748,97.00
365.147,88.00
365.546,80.00
365.945,78.00
366.344,85.00
366.743,93.00
367.142,98.00
367.541,104.00
367.940,104.00
368.339,95.00
368.738,83.00
369.137,81.00
369.537,88.00
369.936,106.00
370.335,109.00
370.734,109.00
371.134,115.00
371.533,123.00
371.932,120.00
372.332,130.00
372.731,138.00
373.130,157.00
373.530,159.00
373.929,156.00
374.329,162.00
374.728,170.00
375.128,185.00
375.527,196.00
375.927,197.00
376.326,194.00
376.726,208.00
377.126,212.00
377.525,210.00
377.925,205.00
378.325,204.00
378.724,188.00
379.124,203.00
379.524,205.00
379.924,198.00
380.324,212.00
380.723,225.00
381.123,228.00
381.523,244.00
381.923,257.00
382.323,259.00
382.723,265.00
383.123,262.00
383.523,261.00
383.923,258.00
384.323,264.00
384.723,279.00
385.124,296.00
385.524,308.00
385.924,318.00
386.324,323.00
386.724,350.00
387.125,352.00
387.525,383.00
387.925,437.00
388.325,468.00
388.726,528.00
389.126,611.00
389.527,681.00
389.927,729.00
390.327,774.00
390.728,801.00
391.128,840.00
391.529,877.00
391.929,914.00
392.330,939.00
392.731,962.00
393.131,999.00
393.532,1042.00
393.933,1074.00
394.333,1117.00
394.734,1176.00
395.135,1207.00
395.535,1252.00
395.936,1306.00
396.337,1323.00
396.738,1352.00
397.139,1406.00
397.540,1423.00
397.941,1472.00
398.341,1553.00
398.742,1638.00
399.143,1712.00
399.544,1762.00
399.945,1800.00
400.346,1845.00
400.748,1915.00
401.149,1980.00
401.550,2010.00
401.951,2042.00
402.352,2086.00
402.753,2134.00
403.154,2178.00
403.556,2195.00
403.957,2216.00
404.358,2249.00
404.760,2257.00
405.161,2306.00
405.562,2357.00
405.964,2400.00
406.365,2467.00
406.766,2498.00
407.168,2540.00
407.569,2608.00
407.971,2660.00
408.372,2668.00
408.774,2676.00
409.176,2730.00
409.577,2772.00
409.979,2789.00
410.380,2825.00
410.782,2877.00
411.184,2906.00
411.586,2934.00
411.987,2966.00
412.389,2987.00
412.791,3020.00
413.193,3072.00
413.594,3107.00
413.996,3161.00
414.398,3215.00
414.800,3239.00
415.202,3266.00
415.604,3316.00
416.006,3348.00
416.408,3365.00
416.810,3380.00
417.212,3383.00
417.614,3408.00
418.016,3437.00
418.418,3489.00
418.820,3523.00
419.223,3557.00
419.625,3554.00
420.027,3584.00
420.429,3635.00
420.831,3691.00
421.234,3755.00
421.636,3799.00
422.038,3809.00
422.441,3822.00
422.843,3807.00
423.245,3865.00
423.648,3932.00
424.050,3930.00
424.453,3947.00
424.855,3953.00
425.258,3961.00
425.660,3996.00
426.063,4030.00
426.465,4069.00
426.868,4068.00
427.271,4065.00
427.673,4086.00
428.076,4095.00
428.479,4096.00
428.881,4096.00
429.284,4090.00
429.687,4074.00
430.090,4097.00
430.492,4144.00
430.895,4198.00
431.298,4230.00
431.701,4214.00
432.104,4220.00
432.507,4204.00
432.910,4227.00
433.313,4270.00
433.716,4265.00
434.119,4277.00
434.522,4291.00
434.925,4269.00
435.328,4270.00
435.731,4288.00
436.134,4333.00
436.537,4362.00
436.941,4399.00
437.344,4378.00
437.747,4337.00
438.150,4344.00
438.553,4377.00
438.957,4401.00
439.360,4421.00
439.763,4498.00
440.167,4600.00
440.570,4652.00
440.974,4670.00
441.377,4667.00
441.780,4679.00
442.184,4671.00
442.587,4676.00
442.991,4707.00
443.394,4742.00
443.798,4774.00
444.202,4809.00
444.605,4805.00
445.009,4801.00
445.412,4789.00
445.816,4808.00
446.220,4831.00
446.624,4870.00
447.027,4920.00
447.431,4949.00
447.835,4984.00
448.239,5039.00
448.642,5062.00
449.046,5068.00
449.450,5061.00
449.854,5068.00
450.258,5112.00
450.662,5138.00
451.066,5115.00
451.470,5105.00
451.874,5136.00
452.278,5163.00
452.682,5153.00
453.086,5159.00
453.490,5179.00
453.894,5250.00
454.298,5273.00
454.703,5301.00
455.107,5333.00
455.511,5379.00
455.915,5413.00
456.319,5450.00
456.724,5458.00
457.128,5475.00
457.532,5481.00
457.937,5505.00
458.341,5534.00
458.745,5540.00
459.150,5579.00
459.554,5634.00
459.959,5649.00
460.363,5644.00
460.768,5679.00
461.172,5767.00
461.577,5758.00
461.981,5737.00
462.386,5779.00
462.790,5816.00
463.195,5822.00
463.600,5821.00
464.004,5839.00
464.409,5910.00
464.814,5987.00
465.219,5981.00
465.623,5990.00
466.028,6029.00
466.433,6015.00
