Data Generated by    ,Optosky
Save time:,2025/4/16 15:27:52
Material:, 
Integrate time:,12
Driver current:,700mA
Filter level:,NONE
Accumulate:,1
X Axis Unit:,WaveLength
position,value
186.059,17.00
186.445,17.00
186.832,17.00
187.218,17.00
187.604,17.00
187.990,17.00
188.377,17.00
188.763,17.00
189.149,17.00
189.536,20.00
189.922,19.00
190.308,23.00
190.695,24.00
191.081,22.00
191.468,22.00
191.855,17.00
192.241,12.00
192.628,21.00
193.014,22.00
193.401,22.00
193.788,11.00
194.175,26.00
194.561,19.00
194.948,6.00
195.335,3.00
195.722,0.00
196.109,9.00
196.496,18.00
196.883,17.00
197.270,11.00
197.657,8.00
198.044,12.00
198.431,12.00
198.818,19.00
199.205,22.00
199.592,25.00
199.979,20.00
200.367,17.00
200.754,8.00
201.141,23.00
201.529,13.00
201.916,11.00
202.303,6.00
202.691,11.00
203.078,13.00
203.466,6.00
203.853,-4.00
204.241,-16.00
204.628,-21.00
205.016,-18.00
205.404,-12.00
205.791,-1.00
206.179,9.00
206.567,16.00
206.954,-1.00
207.342,7.00
207.730,24.00
208.118,20.00
208.506,20.00
208.894,20.00
209.282,17.00
209.670,22.00
210.058,27.00
210.446,23.00
210.834,19.00
211.222,23.00
211.610,11.00
211.998,2.00
212.386,3.00
212.774,7.00
213.163,-2.00
213.551,-1.00
213.939,-4.00
214.328,0.00
214.716,4.00
215.104,7.00
215.493,3.00
215.881,0.00
216.270,1.00
216.658,7.00
217.047,3.00
217.435,8.00
217.824,15.00
218.213,17.00
218.601,7.00
218.990,7.00
219.379,14.00
219.767,9.00
220.156,7.00
220.545,4.00
220.934,14.00
221.323,9.00
221.712,19.00
222.100,7.00
222.489,8.00
222.878,4.00
223.267,4.00
223.657,-5.00
224.046,-2.00
224.435,0.00
224.824,5.00
225.213,6.00
225.602,5.00
225.991,1.00
226.381,9.00
226.770,7.00
227.159,-4.00
227.549,-8.00
227.938,0.00
228.327,5.00
228.717,7.00
229.106,9.00
229.496,10.00
229.885,12.00
230.275,7.00
230.664,6.00
231.054,11.00
231.444,-2.00
231.833,4.00
