Data Generated by    ,Optosky
Save time:,2025/4/16 15:39:49
Material:, 
Integrate time:,12
Driver current:,700mA
Filter level:,NONE
Accumulate:,1
X Axis Unit:,WaveLength
position,value
186.059,-9.00
186.445,-9.00
186.832,-9.00
187.218,-9.00
187.604,-9.00
187.990,-9.00
188.377,-9.00
188.763,-9.00
189.149,-9.00
189.536,3.00
189.922,0.00
190.308,3.00
190.695,0.00
191.081,11.00
191.468,18.00
191.855,19.00
192.241,14.00
192.628,7.00
193.014,11.00
193.401,2.00
193.788,14.00
194.175,23.00
194.561,22.00
194.948,23.00
195.335,15.00
195.722,15.00
196.109,11.00
196.496,8.00
196.883,-1.00
197.270,1.00
197.657,-7.00
198.044,-6.00
198.431,-10.00
198.818,4.00
199.205,9.00
199.592,19.00
199.979,8.00
200.367,15.00
200.754,21.00
201.141,17.00
201.529,20.00
201.916,21.00
202.303,23.00
202.691,21.00
203.078,22.00
203.466,16.00
203.853,16.00
204.241,16.00
204.628,19.00
205.016,19.00
205.404,18.00
205.791,18.00
206.179,11.00
206.567,6.00
206.954,-2.00
207.342,-1.00
207.730,-3.00
208.118,-2.00
208.506,-10.00
208.894,1.00
209.282,6.00
209.670,8.00
210.058,8.00
210.446,18.00
210.834,26.00
211.222,22.00
211.610,18.00
211.998,25.00
212.386,28.00
212.774,19.00
213.163,16.00
213.551,17.00
213.939,21.00
214.328,15.00
214.716,12.00
215.104,6.00
215.493,0.00
215.881,6.00
216.270,11.00
216.658,11.00
217.047,7.00
217.435,-8.00
217.824,0.00
218.213,8.00
218.601,15.00
218.990,19.00
219.379,15.00
219.767,21.00
220.156,19.00
220.545,24.00
220.934,30.00
221.323,24.00
221.712,33.00
222.100,35.00
222.489,30.00
222.878,34.00
223.267,25.00
223.657,23.00
224.046,27.00
224.435,25.00
224.824,10.00
225.213,5.00
225.602,18.00
225.991,6.00
226.381,1.00
226.770,-7.00
227.159,-9.00
227.549,3.00
227.938,6.00
228.327,9.00
228.717,15.00
229.106,18.00
229.496,30.00
229.885,23.00
230.275,21.00
230.664,18.00
231.054,12.00
231.444,9.00
231.833,11.00
232.223,5.00
232.613,13.00
233.003,22.00
