Data Generated by    ,Optosky
Save time:,2025/4/16 15:20:43
Material:, 
Integrate time:,12
Driver current:,700mA
Filter level:,NONE
Accumulate:,1
X Axis Unit:,WaveLength
position,value
186.059,-3.00
186.445,-3.00
186.832,-3.00
187.218,-3.00
187.604,-3.00
187.990,-3.00
188.377,-3.00
188.763,-3.00
189.149,-3.00
189.536,0.00
189.922,10.00
190.308,14.00
190.695,16.00
191.081,22.00
191.468,22.00
191.855,20.00
192.241,22.00
192.628,25.00
193.014,28.00
193.401,32.00
193.788,21.00
194.175,23.00
194.561,15.00
194.948,25.00
195.335,20.00
195.722,10.00
196.109,13.00
196.496,0.00
196.883,-10.00
197.270,-7.00
197.657,-8.00
198.044,-17.00
198.431,-4.00
198.818,0.00
199.205,1.00
199.592,20.00
199.979,19.00
200.367,16.00
200.754,22.00
201.141,11.00
201.529,10.00
201.916,11.00
202.303,8.00
202.691,18.00
203.078,7.00
203.466,15.00
203.853,17.00
204.241,18.00
204.628,19.00
205.016,12.00
205.404,2.00
205.791,1.00
206.179,2.00
206.567,-1.00
206.954,-5.00
207.342,2.00
207.730,3.00
208.118,12.00
208.506,19.00
208.894,16.00
209.282,12.00
209.670,21.00
210.058,21.00
210.446,29.00
210.834,25.00
211.222,23.00
211.610,21.00
211.998,21.00
212.386,18.00
212.774,22.00
213.163,15.00
213.551,9.00
213.939,11.00
214.328,6.00
214.716,4.00
215.104,2.00
215.493,-11.00
215.881,-14.00
216.270,-7.00
216.658,-4.00
217.047,-6.00
217.435,0.00
217.824,6.00
218.213,5.00
218.601,5.00
218.990,14.00
219.379,15.00
219.767,23.00
220.156,23.00
220.545,21.00
220.934,27.00
221.323,32.00
221.712,30.00
222.100,21.00
222.489,19.00
222.878,20.00
223.267,21.00
223.657,17.00
224.046,12.00
224.435,2.00
224.824,-2.00
225.213,5.00
225.602,-2.00
225.991,-4.00
226.381,-13.00
226.770,-6.00
227.159,-3.00
227.549,1.00
227.938,9.00
228.327,13.00
228.717,18.00
229.106,13.00
229.496,19.00
229.885,19.00
230.275,23.00
230.664,19.00
231.054,13.00
231.444,6.00
231.833,13.00
232.223,10.00
232.613,14.00
233.003,21.00
233.392,18.00
233.782,10.00
234.172,7.00
234.562,4.00
234.952,-3.00
235.342,-7.00
235.732,-11.00
236.122,-14.00
236.512,-8.00
236.902,-5.00
237.292,0.00
237.682,9.00
238.072,12.00
238.462,30.00
238.852,33.00
239.243,35.00
239.633,23.00
240.023,18.00
240.414,22.00
240.804,9.00
241.194,13.00
241.585,15.00
241.975,16.00
242.366,36.00
242.756,29.00
243.147,22.00
243.537,13.00
243.928,12.00
244.318,10.00
244.709,7.00
245.100,-2.00
245.490,-1.00
245.881,-3.00
246.272,0.00
246.663,10.00
247.053,1.00
247.444,11.00
247.835,11.00
248.226,14.00
248.617,12.00
249.008,14.00
249.399,19.00
249.790,17.00
250.181,16.00
250.572,10.00
250.963,13.00
251.354,12.00
251.745,15.00
252.137,9.00
252.528,15.00
252.919,12.00
253.310,14.00
253.702,11.00
254.093,4.00
254.484,-5.00
254.876,-1.00
255.267,-10.00
255.659,-2.00
256.050,3.00
256.442,1.00
256.833,-2.00
257.225,-1.00
257.616,8.00
258.008,12.00
258.399,6.00
258.791,11.00
259.183,8.00
259.575,18.00
259.966,10.00
260.358,14.00
260.750,18.00
261.142,17.00
261.534,17.00
261.926,16.00
262.317,17.00
262.709,12.00
263.101,3.00
263.493,-6.00
263.885,-9.00
264.278,-3.00
264.670,-10.00
265.062,-7.00
265.454,-5.00
265.846,-2.00
266.238,6.00
266.631,12.00
267.023,5.00
267.415,8.00
267.807,14.00
268.200,15.00
268.592,19.00
268.985,19.00
269.377,20.00
269.770,27.00
270.162,21.00
270.555,29.00
270.947,25.00
271.340,28.00
271.732,27.00
272.125,19.00
272.518,13.00
272.910,7.00
273.303,2.00
273.696,-4.00
274.089,2.00
274.481,7.00
274.874,3.00
275.267,2.00
275.660,7.00
276.053,9.00
276.446,6.00
276.839,12.00
