Data Generated by    ,Optosky
Save time:,2025/4/16 15:21:47
Material:, 
Integrate time:,12
Driver current:,700mA
Filter level:,NONE
Accumulate:,1
X Axis Unit:,WaveLength
position,value
186.059,5.00
186.445,5.00
186.832,5.00
187.218,5.00
187.604,5.00
187.990,5.00
188.377,5.00
188.763,5.00
189.149,5.00
189.536,-5.00
189.922,-6.00
190.308,-3.00
190.695,-8.00
191.081,-1.00
191.468,9.00
191.855,10.00
192.241,11.00
192.628,21.00
193.014,30.00
193.401,26.00
193.788,26.00
194.175,23.00
194.561,31.00
194.948,32.00
195.335,27.00
195.722,19.00
196.109,21.00
196.496,20.00
196.883,18.00
197.270,17.00
197.657,16.00
198.044,12.00
198.431,9.00
198.818,4.00
199.205,3.00
199.592,-4.00
199.979,-9.00
200.367,-4.00
200.754,7.00
201.141,6.00
201.529,10.00
201.916,12.00
202.303,21.00
202.691,24.00
203.078,21.00
203.466,23.00
203.853,24.00
204.241,27.00
204.628,24.00
205.016,27.00
205.404,22.00
205.791,8.00
206.179,15.00
206.567,19.00
206.954,9.00
207.342,2.00
207.730,0.00
208.118,9.00
208.506,3.00
208.894,-4.00
209.282,-3.00
209.670,-8.00
210.058,-1.00
210.446,3.00
210.834,7.00
211.222,17.00
211.610,22.00
211.998,24.00
212.386,23.00
212.774,19.00
213.163,26.00
213.551,21.00
213.939,24.00
214.328,24.00
214.716,16.00
215.104,19.00
215.493,14.00
215.881,2.00
216.270,1.00
216.658,-4.00
217.047,-2.00
217.435,-17.00
217.824,-14.00
218.213,-12.00
218.601,-12.00
218.990,-11.00
219.379,-8.00
219.767,0.00
220.156,12.00
220.545,6.00
220.934,8.00
221.323,8.00
221.712,22.00
222.100,18.00
222.489,17.00
222.878,21.00
223.267,29.00
223.657,27.00
224.046,20.00
224.435,9.00
224.824,17.00
225.213,19.00
225.602,4.00
225.991,15.00
226.381,7.00
226.770,0.00
227.159,-2.00
227.549,-5.00
227.938,-16.00
228.327,-15.00
228.717,-14.00
229.106,-7.00
229.496,-2.00
229.885,0.00
230.275,8.00
230.664,9.00
231.054,15.00
231.444,3.00
231.833,8.00
232.223,14.00
232.613,29.00
233.003,22.00
233.392,24.00
233.782,24.00
234.172,23.00
234.562,16.00
234.952,19.00
235.342,11.00
235.732,0.00
236.122,3.00
236.512,15.00
236.902,-1.00
237.292,0.00
237.682,-7.00
238.072,0.00
238.462,4.00
238.852,5.00
239.243,3.00
239.633,8.00
240.023,10.00
240.414,13.00
240.804,11.00
241.194,13.00
241.585,9.00
241.975,10.00
242.366,3.00
242.756,10.00
243.147,16.00
243.537,8.00
243.928,3.00
244.318,3.00
244.709,6.00
245.100,4.00
245.490,11.00
245.881,-5.00
246.272,-12.00
246.663,-12.00
247.053,-4.00
247.444,-7.00
247.835,-5.00
248.226,-6.00
248.617,-3.00
249.008,5.00
249.399,0.00
249.790,1.00
250.181,9.00
250.572,22.00
250.963,14.00
251.354,15.00
251.745,11.00
252.137,13.00
252.528,21.00
252.919,23.00
253.310,14.00
253.702,11.00
254.093,4.00
254.484,3.00
254.876,8.00
