Data Generated by    ,Optosky
Save time:,2025/4/16 15:17:33
Material:, 
Integrate time:,12
Driver current:,700mA
Filter level:,NONE
Accumulate:,1
X Axis Unit:,WaveLength
position,value
186.059,21.00
186.445,21.00
186.832,21.00
187.218,21.00
187.604,21.00
187.990,21.00
188.377,21.00
188.763,21.00
189.149,21.00
189.536,10.00
189.922,9.00
190.308,7.00
190.695,-4.00
191.081,0.00
191.468,5.00
191.855,12.00
192.241,16.00
192.628,17.00
193.014,17.00
193.401,24.00
193.788,31.00
194.175,40.00
194.561,39.00
194.948,38.00
195.335,36.00
195.722,29.00
196.109,32.00
196.496,34.00
196.883,29.00
197.270,16.00
197.657,13.00
198.044,7.00
198.431,4.00
198.818,15.00
199.205,11.00
199.592,17.00
199.979,15.00
200.367,5.00
200.754,2.00
201.141,14.00
201.529,13.00
201.916,21.00
202.303,22.00
202.691,34.00
203.078,35.00
203.466,30.00
203.853,20.00
204.241,29.00
204.628,37.00
205.016,42.00
205.404,37.00
205.791,22.00
206.179,26.00
206.567,23.00
206.954,21.00
207.342,28.00
207.730,24.00
208.118,24.00
208.506,11.00
208.894,5.00
209.282,15.00
209.670,14.00
210.058,3.00
210.446,7.00
210.834,14.00
211.222,22.00
211.610,11.00
211.998,22.00
212.386,25.00
212.774,27.00
213.163,24.00
213.551,24.00
213.939,19.00
214.328,21.00
214.716,22.00
215.104,14.00
215.493,16.00
215.881,19.00
216.270,22.00
216.658,18.00
217.047,23.00
217.435,11.00
217.824,9.00
218.213,16.00
218.601,12.00
218.990,1.00
219.379,1.00
219.767,8.00
220.156,7.00
220.545,3.00
220.934,15.00
221.323,21.00
221.712,14.00
222.100,23.00
222.489,20.00
222.878,20.00
223.267,16.00
223.657,25.00
224.046,21.00
224.435,14.00
224.824,15.00
225.213,26.00
225.602,17.00
225.991,21.00
226.381,22.00
226.770,28.00
227.159,23.00
227.549,15.00
227.938,8.00
228.327,1.00
228.717,-6.00
229.106,-6.00
229.496,4.00
229.885,12.00
230.275,17.00
230.664,25.00
231.054,23.00
231.444,2.00
231.833,16.00
232.223,25.00
232.613,33.00
233.003,34.00
233.392,36.00
233.782,28.00
234.172,27.00
234.562,32.00
234.952,25.00
235.342,25.00
235.732,15.00
236.122,15.00
236.512,7.00
236.902,0.00
237.292,2.00
237.682,0.00
238.072,7.00
238.462,4.00
238.852,7.00
239.243,0.00
239.633,4.00
240.023,4.00
240.414,13.00
240.804,24.00
241.194,26.00
241.585,29.00
241.975,31.00
242.366,35.00
242.756,34.00
243.147,28.00
243.537,26.00
243.928,29.00
244.318,31.00
244.709,20.00
245.100,26.00
245.490,16.00
245.881,19.00
246.272,19.00
246.663,14.00
247.053,10.00
247.444,6.00
247.835,9.00
248.226,9.00
248.617,4.00
249.008,14.00
249.399,17.00
249.790,20.00
250.181,21.00
250.572,22.00
250.963,23.00
251.354,31.00
251.745,28.00
252.137,15.00
252.528,23.00
252.919,23.00
253.310,30.00
253.702,27.00
254.093,23.00
254.484,30.00
254.876,22.00
255.267,19.00
255.659,17.00
256.050,13.00
256.442,7.00
256.833,7.00
257.225,3.00
257.616,6.00
258.008,1.00
258.399,0.00
258.791,6.00
259.183,6.00
259.575,11.00
259.966,18.00
260.358,15.00
260.750,10.00
261.142,8.00
261.534,25.00
261.926,30.00
262.317,37.00
262.709,32.00
263.101,31.00
263.493,21.00
263.885,17.00
264.278,16.00
264.670,19.00
265.062,16.00
265.454,16.00
265.846,22.00
266.238,14.00
266.631,3.00
267.023,0.00
267.415,3.00
267.807,5.00
268.200,9.00
268.592,12.00
268.985,14.00
269.377,13.00
269.770,20.00
270.162,24.00
270.555,19.00
270.947,32.00
271.340,36.00
271.732,25.00
272.125,31.00
272.518,24.00
272.910,23.00
273.303,24.00
273.696,22.00
274.089,20.00
274.481,18.00
274.874,19.00
275.267,25.00
275.660,16.00
276.053,4.00
276.446,-1.00
276.839,4.00
277.232,8.00
277.625,14.00
278.018,12.00
278.411,3.00
278.804,4.00
279.197,10.00
279.590,15.00
279.984,37.00
280.377,38.00
280.770,38.00
281.163,31.00
281.557,29.00
281.950,28.00
282.343,32.00
282.737,29.00
283.130,28.00
283.524,26.00
283.917,22.00
284.311,19.00
284.704,26.00
285.098,20.00
285.491,18.00
285.885,7.00
286.279,-1.00
286.672,-6.00
287.066,-2.00
287.460,0.00
287.853,3.00
288.247,4.00
288.641,17.00
289.035,23.00
289.429,25.00
289.823,21.00
290.217,27.00
290.611,23.00
291.004,24.00
291.398,21.00
291.793,25.00
292.187,31.00
292.581,30.00
292.975,25.00
293.369,17.00
293.763,18.00
294.157,9.00
294.551,3.00
294.946,5.00
295.340,8.00
295.734,11.00
296.129,-1.00
296.523,3.00
296.917,-3.00
297.312,3.00
297.706,11.00
298.101,8.00
298.495,19.00
298.890,18.00
299.284,17.00
299.679,10.00
300.073,14.00
300.468,23.00
300.863,28.00
301.257,16.00
301.652,24.00
302.047,22.00
302.442,16.00
302.836,24.00
303.231,23.00
303.626,21.00
304.021,22.00
304.416,19.00
304.811,8.00
305.206,1.00
305.601,3.00
305.996,-1.00
306.391,-3.00
306.786,-7.00
307.181,0.00
307.576,1.00
307.971,15.00
308.366,21.00
308.762,23.00
309.157,23.00
309.552,19.00
309.947,17.00
310.343,20.00
310.738,15.00
311.133,24.00
311.529,29.00
311.924,26.00
312.320,23.00
312.715,23.00
313.111,20.00
313.506,21.00
313.902,20.00
314.297,23.00
314.693,15.00
315.088,5.00
315.484,-7.00
315.880,-2.00
316.276,1.00
316.671,-1.00
317.067,17.00
317.463,19.00
317.859,16.00
318.254,17.00
318.650,36.00
319.046,33.00
319.442,41.00
319.838,49.00
320.234,39.00
320.630,35.00
321.026,30.00
321.422,35.00
321.818,27.00
322.214,34.00
322.610,18.00
323.007,14.00
323.403,25.00
323.799,19.00
324.195,11.00
324.592,12.00
324.988,3.00
325.384,5.00
325.781,7.00
326.177,16.00
326.573,16.00
326.970,18.00
327.366,24.00
327.763,30.00
328.159,35.00
328.556,41.00
328.952,32.00
329.349,38.00
329.745,40.00
330.142,36.00
330.539,34.00
330.935,34.00
331.332,33.00
331.729,36.00
332.126,33.00
332.522,38.00
332.919,38.00
333.316,38.00
333.713,30.00
334.110,31.00
334.507,25.00
334.904,27.00
335.301,10.00
335.698,9.00
336.095,11.00
336.492,17.00
336.889,22.00
337.286,22.00
337.683,18.00
338.080,28.00
338.477,35.00
338.875,39.00
339.272,28.00
339.669,36.00
340.066,29.00
340.464,38.00
340.861,41.00
341.258,41.00
341.656,35.00
342.053,32.00
342.451,27.00
342.848,27.00
343.246,23.00
343.643,26.00
344.041,21.00
344.438,16.00
344.836,10.00
345.233,8.00
345.631,12.00
346.029,14.00
346.427,28.00
346.824,22.00
347.222,23.00
347.620,16.00
348.018,16.00
348.415,26.00
348.813,24.00
349.211,25.00
349.609,31.00
350.007,28.00
350.405,32.00
350.803,33.00
351.201,39.00
351.599,34.00
351.997,27.00
352.395,33.00
352.793,30.00
353.191,30.00
353.589,32.00
353.988,29.00
354.386,16.00
354.784,-3.00
355.182,10.00
355.581,15.00
355.979,11.00
356.377,16.00
356.776,18.00
357.174,20.00
357.573,26.00
357.971,36.00
358.369,42.00
358.768,49.00
359.166,54.00
359.565,45.00
359.964,44.00
360.362,45.00
360.761,38.00
361.159,32.00
361.558,34.00
361.957,28.00
362.355,32.00
362.754,29.00
363.153,29.00
363.552,31.00
363.951,28.00
364.349,25.00
364.748,17.00
365.147,16.00
365.546,23.00
365.945,16.00
366.344,26.00
366.743,33.00
367.142,36.00
367.541,33.00
367.940,29.00
368.339,33.00
368.738,35.00
369.137,26.00
369.537,37.00
369.936,37.00
370.335,38.00
370.734,41.00
371.134,41.00
371.533,30.00
371.932,34.00
372.332,39.00
372.731,38.00
373.130,22.00
373.530,21.00
373.929,13.00
374.329,22.00
374.728,12.00
375.128,12.00
375.527,19.00
375.927,17.00
376.326,16.00
376.726,17.00
377.126,24.00
377.525,29.00
377.925,31.00
378.325,45.00
378.724,37.00
379.124,29.00
379.524,28.00
379.924,31.00
380.324,34.00
380.723,31.00
381.123,27.00
381.523,27.00
381.923,32.00
382.323,28.00
382.723,26.00
383.123,25.00
383.523,13.00
383.923,10.00
384.323,1.00
384.723,9.00
385.124,19.00
385.524,16.00
385.924,18.00
386.324,22.00
386.724,23.00
387.125,25.00
387.525,29.00
387.925,25.00
388.325,26.00
388.726,18.00
389.126,11.00
389.527,32.00
389.927,37.00
390.327,31.00
390.728,32.00
391.128,32.00
391.529,37.00
391.929,24.00
392.330,20.00
392.731,9.00
393.131,15.00
393.532,12.00
393.933,3.00
394.333,0.00
394.734,-1.00
395.135,-2.00
395.535,3.00
395.936,9.00
396.337,16.00
396.738,21.00
397.139,21.00
397.540,31.00
397.941,32.00
398.341,26.00
398.742,36.00
399.143,31.00
399.544,36.00
399.945,36.00
400.346,40.00
400.748,42.00
401.149,39.00
401.550,23.00
401.951,20.00
402.352,33.00
402.753,24.00
403.154,15.00
403.556,11.00
403.957,13.00
404.358,7.00
404.760,8.00
405.161,3.00
405.562,25.00
405.964,30.00
406.365,22.00
406.766,29.00
407.168,20.00
407.569,34.00
407.971,37.00
408.372,41.00
408.774,34.00
409.176,38.00
409.577,39.00
409.979,40.00
410.380,19.00
410.782,22.00
411.184,28.00
411.586,37.00
411.987,41.00
412.389,32.00
412.791,23.00
413.193,21.00
413.594,12.00
413.996,13.00
414.398,13.00
414.800,14.00
415.202,12.00
415.604,5.00
416.006,22.00
416.408,32.00
416.810,46.00
417.212,46.00
417.614,36.00
418.016,38.00
418.418,51.00
418.820,48.00
419.223,39.00
419.625,38.00
420.027,39.00
420.429,36.00
420.831,45.00
421.234,44.00
421.636,47.00
422.038,49.00
422.441,40.00
422.843,30.00
423.245,28.00
423.648,18.00
424.050,12.00
424.453,14.00
424.855,14.00
425.258,14.00
425.660,23.00
426.063,23.00
426.465,26.00
426.868,35.00
427.271,50.00
427.673,53.00
428.076,46.00
428.479,46.00
428.881,52.00
429.284,45.00
429.687,36.00
430.090,39.00
430.492,33.00
430.895,32.00
431.298,39.00
431.701,45.00
432.104,37.00
432.507,36.00
432.910,32.00
433.313,30.00
433.716,32.00
434.119,28.00
434.522,27.00
434.925,29.00
435.328,28.00
435.731,38.00
436.134,29.00
436.537,30.00
436.941,51.00
437.344,59.00
437.747,54.00
438.150,42.00
438.553,49.00
438.957,47.00
439.360,43.00
439.763,42.00
440.167,43.00
440.570,46.00
440.974,43.00
441.377,50.00
441.780,41.00
442.184,32.00
442.587,29.00
442.991,31.00
443.394,30.00
443.798,29.00
444.202,28.00
444.605,23.00
445.009,17.00
445.412,23.00
445.816,26.00
446.220,28.00
446.624,37.00
447.027,54.00
447.431,66.00
447.835,57.00
448.239,55.00
448.642,58.00
449.046,63.00
449.450,65.00
449.854,57.00
450.258,58.00
450.662,54.00
451.066,57.00
451.470,45.00
451.874,34.00
452.278,32.00
452.682,33.00
453.086,32.00
453.490,29.00
453.894,29.00
454.298,22.00
454.703,17.00
455.107,30.00
455.511,28.00
455.915,29.00
456.319,30.00
456.724,40.00
457.128,49.00
457.532,54.00
457.937,59.00
458.341,58.00
458.745,57.00
459.150,58.00
459.554,58.00
459.959,54.00
460.363,54.00
460.768,57.00
461.172,60.00
461.577,54.00
461.981,46.00
462.386,44.00
462.790,41.00
463.195,44.00
463.600,43.00
464.004,47.00
464.409,28.00
464.814,39.00
465.219,38.00
465.623,37.00
466.028,39.00
466.433,48.00
466.838,54.00
467.242,54.00
467.647,50.00
468.052,57.00
468.457,67.00
468.862,63.00
469.267,58.00
469.672,56.00
470.077,56.00
470.482,53.00
470.887,51.00
471.292,56.00
471.697,52.00
472.102,54.00
472.507,54.00
472.913,45.00
473.318,37.00
473.723,29.00
474.128,32.00
474.533,38.00
474.939,41.00
475.344,49.00
475.749,54.00
476.155,57.00
476.560,62.00
476.965,67.00
477.371,74.00
477.776,75.00
478.181,71.00
478.587,61.00
478.992,59.00
479.398,71.00
479.803,73.00
480.209,75.00
480.614,70.00
481.020,77.00
481.426,77.00
481.831,64.00
482.237,59.00
482.643,55.00
483.048,50.00
483.454,48.00
483.860,43.00
484.265,56.00
484.671,61.00
485.077,70.00
485.483,71.00
485.889,82.00
486.294,80.00
486.700,75.00
487.106,78.00
487.512,80.00
487.918,80.00
488.324,69.00
488.730,72.00
489.136,78.00
489.542,77.00
489.948,84.00
490.354,84.00
490.760,79.00
491.166,75.00
491.573,78.00
491.979,83.00
492.385,89.00
492.791,78.00
493.197,71.00
493.603,61.00
494.010,71.00
494.416,74.00
494.822,71.00
495.229,64.00
495.635,77.00
496.041,88.00
496.448,92.00
496.854,79.00
497.260,88.00
497.667,87.00
498.073,93.00
498.480,92.00
498.886,89.00
499.293,90.00
499.699,87.00
500.106,95.00
500.513,89.00
500.919,85.00
501.326,85.00
501.732,77.00
502.139,74.00
502.546,82.00
502.953,90.00
503.359,83.00
503.766,78.00
504.173,69.00
504.580,73.00
504.986,71.00
505.393,67.00
505.800,73.00
506.207,72.00
506.614,80.00
507.021,83.00
507.428,84.00
507.835,93.00
508.242,99.00
508.649,93.00
509.056,83.00
509.463,78.00
509.870,89.00
510.277,101.00
510.684,94.00
511.091,91.00
511.498,93.00
511.905,91.00
512.313,84.00
512.720,84.00
513.127,76.00
513.534,71.00
513.941,70.00
514.349,62.00
514.756,57.00
515.163,57.00
515.571,57.00
515.978,57.00
516.385,61.00
516.793,80.00
517.200,85.00
517.608,78.00
518.015,97.00
518.423,88.00
518.830,89.00
519.238,84.00
519.645,91.00
520.053,80.00
520.460,76.00
520.868,82.00
521.276,94.00
521.683,93.00
522.091,84.00
522.499,82.00
522.906,75.00
523.314,78.00
523.722,78.00
524.129,78.00
524.537,66.00
524.945,59.00
525.353,64.00
525.761,73.00
526.169,77.00
526.576,71.00
526.984,71.00
527.392,77.00
527.800,81.00
528.208,91.00
528.616,93.00
529.024,100.00
529.432,98.00
529.840,98.00
530.248,84.00
530.656,83.00
531.065,78.00
531.473,77.00
531.881,80.00
532.289,74.00
532.697,70.00
533.105,71.00
533.514,67.00
533.922,67.00
534.330,67.00
534.738,71.00
535.147,72.00
535.555,73.00
535.963,75.00
536.372,83.00
536.780,93.00
537.188,96.00
537.597,99.00
538.005,101.00
538.414,98.00
538.822,100.00
539.231,103.00
539.639,91.00
540.048,89.00
540.456,97.00
540.865,83.00
541.273,83.00
541.682,87.00
542.091,96.00
542.499,96.00
542.908,94.00
543.317,73.00
543.725,76.00
544.134,80.00
544.543,77.00
544.952,75.00
545.360,86.00
545.769,85.00
546.178,81.00
546.587,80.00
546.996,98.00
547.405,102.00
547.814,100.00
548.222,106.00
548.631,105.00
549.040,93.00
549.449,96.00
549.858,90.00
550.267,99.00
550.676,99.00
551.085,98.00
551.494,88.00
551.904,92.00
552.313,101.00
552.722,95.00
553.131,83.00
553.540,90.00
553.949,81.00
554.359,88.00
554.768,85.00
555.177,88.00
555.586,90.00
555.995,98.00
556.405,106.00
556.814,109.00
557.224,114.00
557.633,117.00
558.042,115.00
558.452,106.00
558.861,102.00
559.270,114.00
559.680,127.00
560.089,120.00
560.499,125.00
560.908,134.00
561.318,126.00
561.727,127.00
562.137,116.00
562.547,117.00
562.956,119.00
563.366,118.00
563.775,98.00
564.185,105.00
564.595,110.00
565.004,112.00
565.414,108.00
565.824,112.00
566.234,113.00
566.643,119.00
567.053,134.00
567.463,142.00
567.873,146.00
568.283,150.00
568.693,147.00
569.102,143.00
569.512,134.00
569.922,146.00
570.332,147.00
570.742,148.00
571.152,150.00
571.562,153.00
571.972,149.00
572.382,151.00
572.792,161.00
573.202,171.00
573.612,161.00
574.022,150.00
574.433,140.00
574.843,134.00
575.253,140.00
575.663,130.00
576.073,130.00
576.483,146.00
576.894,175.00
577.304,175.00
577.714,163.00
578.124,169.00
578.535,177.00
578.945,179.00
579.355,195.00
579.766,184.00
580.176,186.00
580.587,195.00
580.997,191.00
581.407,191.00
581.818,191.00
582.228,187.00
582.639,180.00
583.049,180.00
583.460,185.00
583.870,172.00
584.281,161.00
584.691,163.00
585.102,157.00
585.513,156.00
585.923,154.00
586.334,164.00
586.745,198.00
587.155,194.00
587.566,197.00
587.977,206.00
588.388,207.00
588.798,214.00
589.209,213.00
589.620,214.00
590.031,208.00
590.441,206.00
590.852,211.00
591.263,213.00
591.674,213.00
592.085,194.00
592.496,200.00
592.907,201.00
593.318,211.00
593.729,207.00
594.140,186.00
594.551,190.00
594.962,199.00
595.373,185.00
595.784,205.00
596.195,204.00
596.606,191.00
597.017,192.00
597.428,198.00
597.839,209.00
598.250,218.00
598.662,223.00
599.073,223.00
599.484,211.00
599.895,224.00
600.307,239.00
600.718,237.00
601.129,240.00
601.540,235.00
601.952,251.00
602.363,250.00
602.774,239.00
603.186,224.00
603.597,219.00
604.009,221.00
604.420,227.00
604.831,230.00
605.243,233.00
605.654,225.00
606.066,237.00
606.477,240.00
606.889,237.00
607.300,234.00
607.712,238.00
608.124,236.00
608.535,241.00
608.947,258.00
609.358,266.00
609.770,265.00
610.182,261.00
610.593,249.00
611.005,259.00
611.417,257.00
611.828,264.00
612.240,274.00
612.652,268.00
613.064,272.00
613.476,264.00
613.887,247.00
614.299,248.00
614.711,241.00
615.123,245.00
615.535,241.00
615.947,249.00
616.359,256.00
616.771,254.00
617.183,256.00
617.595,263.00
618.007,261.00
618.419,286.00
618.831,297.00
619.243,293.00
619.655,291.00
620.067,281.00
620.479,273.00
620.891,275.00
621.303,278.00
621.715,269.00
622.128,271.00
622.540,274.00
622.952,286.00
623.364,284.00
623.776,284.00
624.188,280.00
624.601,272.00
625.013,266.00
625.425,267.00
625.838,271.00
626.250,281.00
626.662,281.00
627.075,272.00
627.487,273.00
627.899,291.00
628.312,291.00
628.724,298.00
629.137,313.00
629.549,299.00
629.962,303.00
630.374,304.00
630.787,297.00
631.199,289.00
631.612,297.00
632.024,299.00
632.437,297.00
632.849,289.00
633.262,296.00
633.675,290.00
634.087,282.00
634.500,275.00
634.913,277.00
635.325,275.00
635.738,267.00
636.151,269.00
636.564,286.00
636.976,287.00
637.389,290.00
637.802,285.00
638.215,305.00
638.628,318.00
639.040,317.00
639.453,319.00
639.866,313.00
640.279,310.00
640.692,302.00
641.105,302.00
641.518,311.00
641.931,313.00
642.344,314.00
642.757,316.00
643.170,306.00
643.583,312.00
643.996,301.00
644.409,304.00
644.822,307.00
645.235,296.00
645.648,296.00
646.061,303.00
646.474,298.00
646.887,292.00
647.300,296.00
647.714,284.00
648.127,286.00
648.540,302.00
648.953,302.00
649.367,301.00
649.780,304.00
650.193,303.00
650.606,300.00
651.020,307.00
651.433,304.00
651.846,295.00
652.260,289.00
652.673,288.00
653.086,285.00
653.500,283.00
653.913,289.00
654.327,290.00
654.740,287.00
655.154,263.00
655.567,274.00
655.981,279.00
656.394,271.00
656.808,273.00
657.221,275.00
657.635,272.00
658.048,288.00
658.462,292.00
658.876,304.00
659.289,305.00
659.703,298.00
660.116,301.00
660.530,309.00
660.944,306.00
661.357,304.00
661.771,298.00
662.185,300.00
662.599,295.00
663.013,298.00
663.426,294.00
663.840,295.00
664.254,302.00
664.668,294.00
665.082,281.00
665.495,277.00
665.909,272.00
666.323,262.00
666.737,259.00
667.151,267.00
667.565,277.00
667.979,277.00
668.393,279.00
668.807,280.00
669.221,286.00
669.635,278.00
670.049,270.00
670.463,282.00
670.877,276.00
671.291,273.00
671.705,298.00
672.119,315.00
672.533,306.00
672.947,295.00
673.362,294.00
673.776,291.00
674.190,288.00
