Data Generated by    ,Optosky
Save time:,2025/4/16 15:23:42
Material:, 
Integrate time:,12
Driver current:,700mA
Filter level:,NONE
Accumulate:,1
X Axis Unit:,WaveLength
position,value
186.059,11.00
186.445,11.00
186.832,11.00
187.218,11.00
187.604,11.00
187.990,11.00
188.377,11.00
188.763,11.00
189.149,11.00
189.536,7.00
189.922,6.00
190.308,-1.00
190.695,-6.00
191.081,-2.00
191.468,4.00
191.855,6.00
192.241,8.00
192.628,24.00
193.014,24.00
193.401,37.00
193.788,32.00
194.175,28.00
194.561,27.00
194.948,29.00
195.335,32.00
195.722,30.00
196.109,28.00
196.496,14.00
196.883,19.00
197.270,14.00
197.657,13.00
198.044,15.00
198.431,4.00
198.818,0.00
199.205,4.00
199.592,-8.00
199.979,1.00
200.367,9.00
200.754,9.00
201.141,4.00
201.529,8.00
201.916,8.00
202.303,4.00
202.691,19.00
203.078,16.00
203.466,20.00
203.853,20.00
204.241,18.00
204.628,16.00
205.016,30.00
205.404,28.00
205.791,16.00
206.179,14.00
206.567,9.00
206.954,3.00
207.342,17.00
207.730,17.00
208.118,18.00
208.506,8.00
208.894,-1.00
209.282,2.00
209.670,2.00
210.058,2.00
210.446,9.00
210.834,6.00
211.222,20.00
211.610,23.00
211.998,22.00
212.386,30.00
212.774,39.00
213.163,33.00
213.551,16.00
213.939,21.00
214.328,20.00
214.716,18.00
215.104,15.00
215.493,24.00
215.881,24.00
216.270,17.00
216.658,18.00
217.047,5.00
217.435,0.00
217.824,-5.00
218.213,-10.00
218.601,-7.00
218.990,-7.00
219.379,-10.00
219.767,-6.00
220.156,1.00
220.545,3.00
220.934,10.00
221.323,21.00
221.712,23.00
222.100,22.00
222.489,22.00
222.878,24.00
223.267,32.00
223.657,32.00
224.046,34.00
224.435,17.00
224.824,9.00
225.213,22.00
225.602,14.00
225.991,16.00
226.381,7.00
226.770,-2.00
227.159,0.00
227.549,7.00
227.938,0.00
228.327,-3.00
228.717,-5.00
229.106,1.00
229.496,2.00
229.885,2.00
230.275,20.00
230.664,15.00
231.054,9.00
231.444,9.00
231.833,11.00
232.223,18.00
232.613,24.00
233.003,33.00
233.392,29.00
233.782,27.00
234.172,33.00
234.562,29.00
234.952,28.00
235.342,23.00
235.732,20.00
236.122,22.00
236.512,9.00
236.902,12.00
237.292,5.00
237.682,0.00
238.072,4.00
238.462,1.00
238.852,2.00
239.243,0.00
239.633,8.00
240.023,8.00
240.414,8.00
240.804,17.00
241.194,18.00
241.585,17.00
241.975,19.00
242.366,23.00
242.756,19.00
243.147,24.00
243.537,22.00
243.928,17.00
244.318,21.00
244.709,24.00
245.100,26.00
245.490,20.00
245.881,21.00
246.272,16.00
246.663,12.00
247.053,4.00
247.444,0.00
247.835,0.00
248.226,6.00
248.617,15.00
249.008,19.00
249.399,10.00
249.790,8.00
250.181,28.00
250.572,35.00
250.963,27.00
251.354,32.00
251.745,28.00
252.137,35.00
252.528,34.00
252.919,21.00
253.310,22.00
253.702,23.00
254.093,21.00
254.484,20.00
254.876,17.00
255.267,13.00
