Data Generated by    ,Optosky
Save time:,2025/4/16 15:24:58
Material:, 
Integrate time:,12
Driver current:,700mA
Filter level:,NONE
Accumulate:,1
X Axis Unit:,WaveLength
position,value
186.059,-9.00
186.445,-9.00
186.832,-9.00
187.218,-9.00
187.604,-9.00
187.990,-9.00
188.377,-9.00
188.763,-9.00
189.149,-9.00
189.536,-7.00
189.922,6.00
190.308,6.00
190.695,7.00
191.081,7.00
191.468,8.00
191.855,24.00
192.241,22.00
192.628,29.00
193.014,27.00
193.401,27.00
193.788,31.00
194.175,33.00
194.561,37.00
194.948,39.00
195.335,41.00
195.722,33.00
196.109,24.00
196.496,23.00
196.883,24.00
197.270,16.00
197.657,9.00
198.044,7.00
198.431,5.00
198.818,1.00
199.205,1.00
199.592,-2.00
199.979,-6.00
200.367,-6.00
200.754,1.00
201.141,5.00
201.529,3.00
201.916,16.00
202.303,14.00
202.691,23.00
203.078,24.00
203.466,19.00
203.853,20.00
204.241,15.00
204.628,30.00
205.016,40.00
205.404,26.00
205.791,22.00
206.179,7.00
206.567,10.00
206.954,4.00
207.342,2.00
207.730,-1.00
208.118,3.00
208.506,0.00
208.894,0.00
209.282,-3.00
209.670,5.00
210.058,9.00
210.446,13.00
210.834,17.00
211.222,9.00
211.610,11.00
211.998,15.00
212.386,14.00
212.774,16.00
213.163,20.00
213.551,22.00
213.939,20.00
214.328,8.00
214.716,0.00
215.104,6.00
215.493,13.00
215.881,6.00
216.270,5.00
216.658,10.00
217.047,9.00
217.435,3.00
217.824,-8.00
218.213,-10.00
218.601,-11.00
218.990,-1.00
219.379,0.00
219.767,5.00
220.156,9.00
220.545,19.00
220.934,17.00
221.323,20.00
221.712,27.00
222.100,32.00
222.489,24.00
222.878,27.00
223.267,33.00
223.657,28.00
224.046,15.00
224.435,6.00
224.824,8.00
225.213,3.00
225.602,8.00
225.991,0.00
226.381,0.00
226.770,-6.00
227.159,-4.00
227.549,-9.00
227.938,-10.00
228.327,-7.00
228.717,-3.00
229.106,7.00
229.496,15.00
229.885,9.00
230.275,12.00
