Data Generated by    ,Optosky
Save time:,2025/4/16 15:28:14
Material:, 
Integrate time:,12
Driver current:,700mA
Filter level:,NONE
Accumulate:,1
X Axis Unit:,WaveLength
position,value
186.059,8.00
186.445,8.00
186.832,8.00
187.218,8.00
187.604,8.00
187.990,8.00
188.377,8.00
188.763,8.00
189.149,8.00
189.536,11.00
189.922,3.00
190.308,-2.00
190.695,3.00
191.081,8.00
191.468,4.00
191.855,13.00
192.241,13.00
192.628,21.00
193.014,25.00
193.401,27.00
193.788,27.00
194.175,36.00
194.561,41.00
194.948,44.00
195.335,49.00
195.722,37.00
196.109,30.00
196.496,27.00
196.883,34.00
197.270,18.00
197.657,1.00
198.044,8.00
198.431,11.00
198.818,16.00
199.205,14.00
199.592,-4.00
199.979,-7.00
200.367,-15.00
200.754,-12.00
201.141,1.00
201.529,12.00
201.916,11.00
202.303,14.00
202.691,22.00
203.078,24.00
203.466,28.00
203.853,23.00
204.241,19.00
204.628,21.00
205.016,24.00
205.404,20.00
205.791,22.00
206.179,23.00
206.567,15.00
206.954,16.00
207.342,5.00
207.730,12.00
208.118,7.00
208.506,1.00
208.894,7.00
209.282,4.00
209.670,0.00
210.058,3.00
210.446,2.00
210.834,13.00
211.222,9.00
211.610,10.00
211.998,12.00
212.386,16.00
212.774,24.00
213.163,14.00
213.551,19.00
213.939,14.00
214.328,13.00
214.716,19.00
215.104,13.00
215.493,17.00
215.881,27.00
216.270,14.00
216.658,6.00
217.047,4.00
217.435,1.00
217.824,7.00
218.213,-3.00
218.601,-13.00
218.990,-10.00
219.379,-5.00
219.767,0.00
220.156,0.00
220.545,0.00
220.934,7.00
221.323,21.00
221.712,18.00
222.100,17.00
222.489,18.00
222.878,22.00
223.267,22.00
223.657,19.00
224.046,20.00
224.435,11.00
224.824,12.00
225.213,23.00
225.602,22.00
225.991,11.00
226.381,12.00
226.770,3.00
227.159,3.00
227.549,-2.00
227.938,3.00
228.327,0.00
228.717,1.00
229.106,-6.00
229.496,-8.00
229.885,-15.00
230.275,-9.00
230.664,0.00
231.054,-2.00
231.444,4.00
231.833,4.00
232.223,9.00
232.613,8.00
233.003,25.00
233.392,25.00
233.782,24.00
234.172,19.00
234.562,13.00
234.952,12.00
235.342,13.00
235.732,5.00
236.122,11.00
236.512,15.00
236.902,8.00
237.292,4.00
237.682,-4.00
238.072,1.00
238.462,4.00
238.852,4.00
239.243,11.00
239.633,14.00
240.023,13.00
240.414,11.00
240.804,14.00
241.194,17.00
241.585,22.00
241.975,18.00
242.366,20.00
242.756,25.00
243.147,20.00
243.537,27.00
243.928,33.00
244.318,22.00
244.709,9.00
245.100,10.00
245.490,3.00
245.881,1.00
246.272,6.00
246.663,0.00
247.053,0.00
247.444,-1.00
247.835,0.00
248.226,-8.00
248.617,-5.00
249.008,-4.00
249.399,-14.00
249.790,2.00
250.181,12.00
250.572,11.00
250.963,9.00
251.354,11.00
251.745,23.00
252.137,23.00
252.528,28.00
252.919,26.00
253.310,30.00
253.702,27.00
254.093,13.00
254.484,11.00
254.876,11.00
255.267,7.00
255.659,5.00
256.050,6.00
256.442,3.00
256.833,-4.00
257.225,-10.00
257.616,-9.00
258.008,-8.00
258.399,3.00
258.791,6.00
259.183,7.00
259.575,15.00
259.966,7.00
260.358,13.00
260.750,20.00
261.142,31.00
261.534,23.00
261.926,30.00
262.317,26.00
262.709,31.00
263.101,28.00
263.493,14.00
263.885,7.00
264.278,11.00
264.670,7.00
265.062,12.00
265.454,8.00
265.846,5.00
266.238,2.00
266.631,-2.00
267.023,-2.00
267.415,-12.00
267.807,-11.00
268.200,1.00
268.592,7.00
268.985,5.00
269.377,11.00
269.770,10.00
270.162,12.00
270.555,13.00
270.947,20.00
271.340,23.00
271.732,22.00
272.125,17.00
272.518,13.00
272.910,7.00
273.303,5.00
273.696,8.00
274.089,1.00
274.481,5.00
274.874,3.00
275.267,3.00
275.660,0.00
276.053,-3.00
276.446,-4.00
276.839,-1.00
277.232,-4.00
277.625,-5.00
278.018,10.00
278.411,8.00
278.804,9.00
279.197,10.00
279.590,13.00
279.984,14.00
280.377,9.00
280.770,12.00
281.163,15.00
281.557,16.00
281.950,13.00
282.343,15.00
282.737,12.00
283.130,10.00
283.524,4.00
283.917,11.00
284.311,13.00
284.704,10.00
285.098,1.00
285.491,-4.00
285.885,2.00
286.279,0.00
286.672,-10.00
287.066,-8.00
287.460,5.00
287.853,-2.00
288.247,-2.00
288.641,3.00
289.035,6.00
289.429,13.00
289.823,20.00
290.217,25.00
290.611,26.00
291.004,21.00
291.398,21.00
291.793,24.00
292.187,24.00
292.581,28.00
292.975,29.00
293.369,27.00
293.763,20.00
294.157,22.00
294.551,18.00
294.946,11.00
295.340,0.00
295.734,8.00
296.129,-3.00
296.523,-6.00
296.917,-4.00
297.312,0.00
297.706,-5.00
298.101,0.00
298.495,-1.00
298.890,5.00
299.284,6.00
299.679,20.00
300.073,20.00
300.468,11.00
300.863,10.00
301.257,22.00
301.652,21.00
302.047,17.00
302.442,12.00
302.836,23.00
303.231,20.00
303.626,21.00
